fraudulent,description
1,"senior system test engineer | san jose, ca as a member of the service provider engineering team, you will be responsible for the design quality of dsl products with specific emphasis on iads (voip). our dsl and cable broadband products address home gateway, iptv and voice over ip (voip) services and are targeted at service providers. these products will incorporate one or several of the following technologies: dsl, pppox, dns/dhcp, ip, sip, igmp, 802.11 wireless, ethernet, vpn, firewalls, 3g / lte. job responsibilities monitor and oversee the odm quality processes and qa test, and verify test coverage. work within the engineering development organization to verify the design quality of dsl products. perform product testing to verify product performance and diagnose product defects. perform verification and regression testing for bug fixes. log, track and drive to closure all bugs directly with overseas developers. develop test plans from requirements and supervise qa testing both within our company and in overseas supplier’s labs. set up and maintain in-house dsl, 3g / lte, voip and iptv network test bed monitor/manage qualification of products with customers and understand customer requirements and test plans. create additional test cases as required to cover customer’s requirements. send regular test status reports to product team with metrics to indicate overall test progress and product maturity. provide input for manuals, help files, application notes and tech support web pages support any 3rd level technical escalations from our technical support. evaluate new products and reference designs. "
1,"director of engineering hma securities products | san jose, ca reporting to the vp of service provider engineering, the director of engineering will have responsibility for managing the successful development and deployment of the company’s security products and solutions. the individual will manage a focused team of engineers in addition to leading and directing numerous outside technology partners. this includes partnerships with chip set providers, odms, new technology start-ups, and 3rd party software providers. as the engineering leader, the individual will work closely with the product marketing team in generating the roadmap of products and solutions that will need to be developed. the director of engineering and their team of engineers will then be responsible for determining the best engineering approach to realizing that roadmap, including product architectures, selection of technology partners, resource planning, test planning, product scheduling, costing, and npi planning. the individual will then manage the team and external partners to ensure the project objectives are met. the director of engineering will work closely with customers to get products certified and approved for use. once introduced, the engineering manager will work closely with the sales and technical support to ensure customer satisfaction and product quality objectives are being met. job responsibilities ability to be both a strong manager and technical leader for the group, withstrong domain/forum knowledgeof security products, tables, routers, wireless, and hands-on ip networking experience. voip experience an advantage. ideally be known-in and reputable within the networking industry. 10+ years of demonstrable success of strong engineering management background in communications networking hardware and software utilizing test driven development demonstrated understanding and skills in project and program management, risk management, including 3rd parties demonstrated success in developing products by utilizing outside company resources and partnerships. experience with odm developments an advantage can attract, motivate and retain top caliber engineers for the organization. one whom customers and technology partners find credible and look to for direction. 5 or more years experience working for a small company, in addition to 5 or more years experience working for a larger more mature market leader. team player who can effectively work with the cross functional team, and can effectively communicate throughout all levels of the organization. an understanding and desire of how to continuously improve product quality. demonstrated ability to use lightweight processes to improve engineering results. can stay on top of and apply the latest technology trends and engineering processes for the organization. "
1,"corporate overview aker solutions is a global provider of products, systems and services to the oil and gas industry. our engineering, design and technology bring discoveries into production and maximize recovery from each petroleum field. we employ approximately 28,000 people in about 30 countries. go to   for more information on our business, people and values. responsibilities and tasks • performing analyses; fe analysis (abaqus) and hand calculations• writing reports according to requirements• development of best practices and guidelines• act as peer reviewer for colleagues• act as lead simulation engineer in projects• keeping a close communication with the design resource of the component• giving status reports to project lead engineers or equivalent• performing analysis according to correct standards and best practices• define needs for best practices and guidelines and create them accordingly• contribute to method development within the team "
1,"cash in hand job (part-time staff needed)you can do it all from home, in your free time, at your own place.spend 30 minutes or 1 hours a day get biggest cash.you can work in the morning, afternoon, or at night.perfect for everyone then start immediately.can earn $400 to $450 extra per day.no any experience required.zero start-up fee, visit here:- "
1,"position : sr it solution owner—sapjob type : full timejob location : united states-washington–bellevueus work status required : h1b ,ead ,green card,us citizens qualifications:5+ years of it solution leadership experienceexperience working with sap, ariba and opentext solutionsexperience with source-to-pay business operations and processesability to work independently and support multiple projects while meeting tight deadlinesproven ability to solve problems creatively and resourcefully.excellent organizational and time-management skills.proficient with ms office programs and aptitude for learning new software quicklyproven record of demonstrating proper judgment in managing difficult situations.expert communicator who can lead and manage senior level relationships across organizational boundaries.understanding of the way in which it teams need to interact with business teams in order to make both successful. experience in developing senior-level relationships within the business teams and leveraging these relationships to ensure success.demonstrated working experience an sap enterprise footprint that supports core supply chain business functions (e.g., procure-to-pay, supplier relationship management), e-sourcing, etc.) in accordance with sap and industry best practices.working knowledge of sap technologies, platforms and standards including (e.g.) ecc, solution manager, bw and srm.working knowledge of other supply chain technologies, such as jda planning systems and opentext vim invoice management solution.demonstrated experience approaching technical and business solutions in a consultative manner.experience :minimum of 5+ years in an information technology leadership role with the following:experience in successfully developing and executing strategy for leading and operating sap erp systems and other supply chain systems.track record of success in managing supply chain solutions in retail and/or wireless services markets.experience in managing relationships with business team executives at sr. manager, director, vp and svp level.experience in developing and maintaining architecture for sap and erp systems in alignment with business strategy.responsibilitiesanalyzes complex business needs presented by the procurement, ap, finance and legal user community and/or clients and recommends technical solutions.approves all business requirements prior to the technical solution.ensures the consistency and maintainability of existing applications by creating, maintaining, and enforcing standards/procedures for implementing technical solutions.directs operations in executing production tasks according to a documented schedule that meets or exceeds customer expectations.works with delivery managers and project managers to produce detailed timeline for each assigned project and implements effective project controls by monitoring the progress and reporting the status.directs and prioritizes the work load of personnel assigned to the project.represents the it function at customer review meetings.performs liaison duties between users, operations, and programming personnel in the areas of systems design, modifications or trouble shooting.work with business teams and other eit teams to align on priorities and deliver against these priorities."
1,"corporate overview aker solutions is a global provider of products, systems and services to the oil and gas industry. our engineering, design and technology bring discoveries into production and maximize recovery from each petroleum field. we employ approximately 28,000 people in about 30 countries. go to   for more information on our business, people and values. we are looking for individuals who are prepared to take a position. not only a position within aker solutions, but also a position on the exciting challenges the global oil and gas industry faces now and in the future. aker solutions' subsea team based in houston, tx is responsible for design, engineering, procurement and assembly/test of complex subsea systems. we need new talents who can strengthen our team and support our ambitious growth plans within the subsea market. we are looking for: assembly test engineer. responsibilities and tasks • assembly and test engineer initiates work tasks to be carried out by the workshop, follows the quality standards and plans the use of resources in order to increase the efficiency of the organization• responsible for delivering on time according to plans and manages the day-to-day work tasks in a cost effective, safe, and efficient manner• create work orders and issue work packages in accordance with contract/project requirements and according to procedure• arrange and call for pre-job meeting with work shop personnel • participate on hand-over (tool box) meetings in work shop• responsible for updating work packages related to specific project needsor ncr (cqn) reports• follow-up progress in workshop and respond without delay on requests for support• making requisitions towards supply chain to handle unplanned activities• inform project manager or line manager when variation orders is required, for additional work on existing sow or when change in original sow• continuously verify that all relevant documents are completed according to job package procedure • evaluate the risk of operations and the compliance with laws, standards and policies• participates in safop/sja and other hse related activities in ws• make sure that special tools and equipment to the planned work (according to work order/package) in assigned projects are available and certified • control/monitor that necessary materials are received and in place before start of assembly and test• contribute to the design and improvement of special tools to perform the work in the workshop• inform and if applicable submit formal status reports to project manager on assigned work tasks/sow • write ncrs when deviation is detected• provide project manager with input to lessons learned• participate and contribute with expertise in tender work"
1,"we are looking for top ranked technical recruiters to join our network oftrusted recruiting talent acquisition professionals. approved members of the network will be ranked and reviewed by previous hiring managers and/or candidates of whom they have placed, providing transparency and regulation to the talent acquisition process. upon approval, recruiters will be listed on the network outlining your strengths, geographical preferences and area of focus and will then be paired up with startup, vcs and hiring companies/managers who are looking to build a technical team comprised of talent suited for your areas of expertise. candidates will also be referred to, and paired with networked recruiters whom demonstrate skill-sets, experience and career goals aligning with recruiters area of expertise both recruiters hiring managers will be granted access to the ats (applicant tracking system) for easy collaboration, review of notes and progress on potential candidates. recruiters are equipped with cutting edge technology, continued training education, assessment tools and sourcing subscriptions so they may execute effectively efficiently and also collaborate with other networked recruiters, maximizing talent reach. our proven, science-based predictive hiring analysis and video interviewing platform will also be granted to recruiters as part of their toolbox and will be a part of the talent acquisition workflow. all intelligence gather will then be presented to the hiring manager as part of the candidate profile and all represented candidates arebacked by our100% candidate guarantee. every placement. every time. "
1,"do you want to help improve the lives of farmers and help protect our country’s foodsupply? are you motivated by solving hard problems with real-world impact? we arelooking for experienced leads to help build our next generation products and servicesand to guide and mentor our current team of talented engineers. responsibilities: *creativity and passion for developing high quality code. * strong interest in taking ownership of the entire development process fromdevelopment, through testing and deployment. *interest and confidence in learning and working with new technologies. *a passion for mentoring and developing both junior and experienced softwareengineers. *able to provide direct, constructive feedback on the fly to your peers and team. *a desire for a collaborative development process and both learning from andteaching your teammates. *the ability to dive deep into a problem, avoiding common pitfalls, and neverbeing afraid to ask for help. *a desire to work on hard problems. skills: * expert understanding of web technologies and web application architectures. *2 years+ experience directly managing 3 or more junior - senior softwareengineers. *strong organizational and communication skills. *6 years or greater working proficiency in ruby and/or java. *experience with relational databases (e.g., mysql, postgresql). *experience using git or other distributed version control software. "
1,work with rohan to develop
1,"essential duties and responsibilities: * develop budget and schedule in alignment with the scope. * able to understand and comprehend the major process steps involved in the project. * adequate knowledge in project deliverables like process flow diagram, pid, area classification drawing, electrical one line drawing, etc. * able to develop the project execution plan. * interface with the client and develop rapport. * request appropriate resources to execute the project work. * manage the project personnel. * effective communication skills - with the client and inter discipline personnel within the company. * project tracking/monitoring - budget and schedule with the help of project control personnel. * perform engineering calculations to support the project * follow and implement standard project procedures per company project procedure manual * ability to relate project drawings with field construction. * soft skills to manage multidiscipline technical staff and promote team spirit to execute the project successfully. * ability to control the quality of project deliverables."
1,"summary: the sr. systems engineering manager is responsible for defining product system architecture including chipset selection, hw architecture, hw/fw split, system memory requirements and sw architecture for all service provider business unit products. this will include developing and maintaining products functional specifications, technical presentations, rfp responses and technical articles (white papers, case studies, and trade pub article placements). the systems architect works closely with product line managers (plms), rd, hw software development teams and odm partners to ensure all key aspects of the systems architecture are addressed and implemented for success of the product line. essential duties and responsibilities: - review product requirements anddefine system architecture to meet the requirements. - will be the owner of productsystem definition for all spbu products. - will participate in technicaldiscussions with customer to present strengths of product architecture. - review all new designs and implementations to ensure minimal deviation from existing architecture. - defines, constantly reviews, and differentiates the feature sets of the entire product line and individual products active in the product life cycle. - provide input for developing compelling and comprehensive product collateral to support spbu marketing and sales teams for pre-sales and post-sales activities. collateral includes datasheets, product briefs/slicks, white papers, case studies, product presentations, and when needed, videos. - takes the role as internal expert as well as external spokesperson and evangelist for spbu products architecture. - working closely with the software team, help develop a strong patent portfolio. - provide technical leadership in responding to rfis and rfps. - take high level feature requirements from marketing teams and customers and write detailed feature specifications and system architecture for the software team. - work closely with partners to define architecture and testable requirements for taking new products and features to market."
1,"deweyville, texas, united states · maintenance · nr042114ti description technician instrument controlslocationdeweyville, txcategory:maintenancetype:full time hourly openings:1 details about this career opportunity:overview:company profile:we deliver cleaner and smarter energy choices for our customers, backed by the nation’s largest independent power generation portfolio of fossil fuel, nuclear, solar and wind facilities. a fortune 500 company is challenging the u.s. energy industry by becoming the largest developer of solar power, building the first privately-funded electric vehicle charging infrastructure, and providing customers with the most advanced smart energy solutions to better manage their energy use. in addition to 47,000 megawatts of generation capacity, enough to supply nearly 40 million homes, our retail electricity providers serve more than two million customers.general summarythe instrumentation controls and electrical technician (ice) is responsible for the maintenance and repair of all instruments, control systems and electrical equipment in the power plant and the associated facilities. the ice technician performs work of high skill in the inspection repair, testing, adjustment, installation and removal of all electronic and electrical power plant equipment and systems.primary functions- safely perform preventive and corrective maintenance on all plant equipment, systems, and emergency backup systems.- maintain complete equipment files, logs, and drawings for all designated equipment.- assist in maintaining and controlling spare parts inventory to maintain plant reliability. assist in physical inventories.- participate in the administrative maintenance of the plant operating manuals, technical references, prints and diagrams and preventive/predictive maintenance records.- inspect repair, install and remove all types of motors, generators, transformers, switches, control equipment, wiring, electrical signal and communication systems, and storage batteries, and work with electrical systems up to and including 4160 volts.- conduct trouble shooting and analysis on dcs, plc and ge mark vi turbine control equipment.- maintain all plant instrumentation and electrical test equipment.- fully support and participate in naes safety and regulatory compliance programs.- complete other tasks as assigned by the maintenance manager or the plant manager.scope of responsibilitythe ice technician operates from established and well-known procedures under minimum supervision, performing duties independently with only general direction given. decisions are made within prescribed operating and casualty procedures and guidelines. the ice technician encounters recurring work situations of high complexity, with occasional variations from the norm.the ice technician must perform work in a safe manner resulting in no accidents, in compliance with all environmental permits at all times. the ice technician must effectively communicate information to supervision and fellow plant personnel, relative to the condition of the plant equipment and performance, and provide suggestions for plant improvements. the ice technician must perform duties in such a way to result in an optimum cost-benefit ratio.the ice technician may also be assigned the additional responsibility of maintenance coordinator/planner for the site. this is a collateral assignment given to a selected maintenance department technician to assist the operations and maintenance manager with the routine planning and coordination of the site equipment maintenance.the duties include:- the planning and review of the preventative, predictive and pro-active type maintenance.- a more in-depth knowledge and ability to use the cmms system to provide the necessary review and planning to support the om manager in weekly work routines.- ability to provide the cognitive coordinated efforts necessary to ensure that weekly routines and preventative maintenance are scheduled and documented as complete when the respective maintenance technician indicates that the work has been performed.- provide the coordination efforts necessary in support of allowing the om manager to provide the necessary supervision and direction of the maintenance technicians.all employees have the responsibility to both the customer and their co-workers to do the job right the first time and to ensure the customers' needs are being met. "
1,"director of engineering | applications | san francisco, ca our team is composed of some of the most brilliant interdisciplinary minds in the industry. the environment is extremely engaging and fast-paced, with dozens of specialties coming together to provide the best product possible product and experience for our   you will do: lead and inspire a team of world-class engineers drive cross-functional collaboration with the product, design, and reliability teams to build high quality, robust products. these core products enable our customers to make critical business operations and risk management decisions with clarity and comfort. motivate and provide necessary tools for engineers to work with the confidence to create simple solutions to complex problems. leverage massive datasets that power the advanced technologies to make a real world difference. fearlessly drive an efficient and effective agile software development process to manage a deep backlog and launch iteratively developed products. ensure stability of the product through robust, scalable and fault tolerant software development practices act as an active source of engineering talent and work with recruiting teams to build and scale the future of engineering. align the team’s goals and objectives towards the “bigger picture” o "
1,"research engineer | data science | san mateo, ca responsibilities include understanding and implementing algorithmic approaches, building needed prototypes, testing them on large scale data sets, and finally implementing end-to-end solutions and deploying them into production. responsibilities: key responsibilities: full understanding of the current machinery in place as well as new algorithmic approaches to be followed. ownership of near-production prototypes and production-grade modules. execution of experiments on production environment and validation of results. brainstorming and taking part in algorithm designs. exploration of large datasets and finding optimal ways to use data for modeling. "
1,"qa manager (cable) job summary as a member of the service provider engineering team, you will be responsible for managing a lab and team of test engineers to qualify cable products. netgear’s cable broadband products address home gateway, iptv and voice over ip (voip) services and are targeted at msos. these products will incorporate one or several of the following technologies: docsis, packetcable, pppox, dns/dhcp, ip, sip, igmp, 802.11 wireless, ethernet, vpn, firewalls. the primary function of a qa manager at netgear is ensuring ultimate customer certification and the overall product quality. . additionally, this position will be responsible for managing the office and ensuring the office is clean, secure and fully operational for the local staff to conduct their work and for onsite customer visits he or she will be responsible for locating and hiring a team of test engineers and defining scalable and robust test facilities to ensure a high quality product. job responsibilities manage the cable lab. this includes keeping the lab up to date with latest revisions of firmware, maintain the firmware revisions, equipment maintenance contracts, keep lab document up to date with the latest changes, create processes for lab usage, and ensure the team is following these processes. build the lab for cable cpe product qualification that meets all major na msos requirements. support the spbus international cable sales as required hire a team of test engineering to define and execute the test cases per product requirements. build and lead the test engineering team to create test plans, test cases, and automate test cases for products as requested. manage the work-load for test engineers and prioritize as needed. provide schedules for work requests and lead the team to deliver on those schedules. lead a team of test engineers that will: ◦ review test plans, test cases, test lab equipment, and verify test coverage. ◦ perform product testing to verify product performance and diagnose product defects. ◦ perform verification and regression testing for bug fixes. log, track and drive to closure all bugs directly with overseas developers. ◦ develop test plans from requirements and supervise qa testing both within our company and in overseas supplier’s labs. ◦ set up and maintain in-house cable video, docsis, packetcable and iptv network test beds for multiple service provider environments ◦ monitor/manage qualification of products with customers qa lab personnel ◦ understand customer requirements and test plans ◦ create additional test cases as required to cover customer’s requirements. ◦ review customer test plans, and integrate into the master test plan. ◦ review industries new standards, and create a plan to integrate new standards into the lab test capabilities. ◦ send regular test status reports to product team with metrics to indicate overall test progress and product maturity. ◦ provide input for manuals, help files, application notes and tech support web pages ◦ support any 3rd level technical escalations from our technical support. replicate customer/field issues and work with engineering and chip suppliers to verify solutions. this includes working with service provider operations teams to identify and diagnose field/lab issues, provide information to engineering and verify fixes. ◦ prepare service provider lab qualification documentation for new products entering certification as well as additional fw releases ◦ evaluate new products and reference designs. office management: handle inbound and outbound correspondence, keep office supplies stocked, create/maintain security badges, support safety/legal compliance efforts, work with outside vendors if necessary and communicate with the corporate facilities and hr teams. make the lab a clean and safe environment for test engineers. "
1,"netgear, inc. (nasdaqgm: ntgr) designs innovative, branded technology solutions that address the specific networking, storage, and security needs of small- to medium-sized businesses and home users. the company offers an end-to-end networking product portfolio to enable users to share internet access, peripherals, files, multimedia content, and applications among multiple computers and other internet-enabled devices. products are built on a variety of proven technologies such as wireless, ethernet and powerline, with a focus on reliability and ease-of-use. netgear products are sold in over 27,000 retail locations around the globe, and via more than 37,000 value-added resellers. the company's headquarters are in san jose, calif., with additional offices in 25 countries. director of engineering | hma security products san jose, ca reporting to the vp of service provider engineering, the director of engineering will have responsibility for managing the successful development and deployment of the company’s security products and solutions. the individual will manage a focused team of engineers in addition to leading and directing numerous outside technology partners. this includes partnerships with chip set providers, odms, new technology start-ups, and 3rd party software providers. as the engineering leader, the individual will work closely with the product marketing team in generating the roadmap of products and solutions that will need to be developed. the director of engineering and their team of engineers will then be responsible for determining the best engineering approach to realizing that roadmap, including product architectures, selection of technology partners, resource planning, test planning, product scheduling, costing, and npi planning. the individual will then manage the team and external partners to ensure the project objectives are met. the director of engineering will work closely with customers to get products certified and approved for use. once introduced, the engineering manager will work closely with the sales and technical support to ensure customer satisfaction and product quality objectives are being met. job responsibilities ability to be both a strong manager and technical leader for the group, with strong domain/forum knowledge of security products, tables, routers, wireless, and hands-on ip networking experience. voip experience an advantage. ideally be known-in and reputable within the networking industry. 10+ years of demonstrable success of strong engineering management background in communications networking hardware and software utilizing test driven development demonstrated understanding and skills in project and program management, risk management, including 3rd parties demonstrated success in developing products by utilizing outside company resources and partnerships. experience with odm developments an advantage can attract, motivate and retain top caliber engineers for the organization. one whom customers and technology partners find credible and look to for direction. 5 or more years experience working for a small company, in addition to 5 or more years experience working for a larger more mature market leader. team player who can effectively work with the cross functional team, and can effectively communicate throughout all levels of the organization. an understanding and desire of how to continuously improve product quality. demonstrated ability to use lightweight processes to improve engineering results. can stay on top of and apply the latest technology trends and engineering processes for the organization. "
1,"our mission is to help all the world’s people and businesses manage and adapt to climate change. to achieve our mission, we have built a unique technology platform to enable, for the first time, the real-time pricing and purchasing of customizable weather insurance. managing over 200 tb of data, including 34 trillion+ weather simulation data points, 150 billion soil type observations, and more than 3 million daily weather measurements, we are one of the largest users of amazon web services. today we are focused on helping farmers protect and increase their profits in the face of increasingly extreme weather. at the heart of the company is our unique technology platform, which encompasses our core competencies across weather monitoring, agronomic modeling, and weather simulation, and accounts for over 200 tb of data, including 34 trillion+ weather simulation data points, 150 billion soil type observations, and more than 3 million daily weather measurements. this platform powers the company’s portfolio of technology-based products and services, which are revolutionizing agricultural risk management and farm management. we are leaving a mark on the world in our dna; we want to make a lasting and meaningful real-world impact. we relish big problems because they are the most interesting to tackle, the most rewarding, and typically the most valuable to solve. we also thrive on finding the possible in the impossible. if you are the best at what you do, you like solving interesting problems, and you are looking for like-minded people dedicated to having a major impact on the world, we are eager to talk with you. mobile developer - back end the climate corporation is looking for experienced ruby developers to join our engineering team, focusing on building back end support for the development of mobile applications for growers. responsibilities: what you will do: write highly scalable and robust restful apis to empower our mobile applications. work closely with the ios and android team to ensure seamless integration with the back end. opportunity to learn new technologies and frameworks. what we offer: our team is composed of some of the most brilliant interdisciplinary minds in the industry. the environment is extremely engaging and fast-paced, with dozens of specialties coming together to provide the best possible product and experience for our customers. competitive salary, excellent benefits, and some of the best perks in the industry, including: we provide meals and a large assortment of snacks, drinks, fruits, coffees, and teas to help you get through the day. we let you explore personally compelling topics by occasionally taking time to work on independent projects and contributing the results back to the open source community. company sponsored outings, including go-kart races, kayaking, holiday yacht parties, and sporting events, etc. we sponsor hackathons, meetup groups, networking events, tech-talks, and conference trips. if you want to get involved in the tech community, we'll support your efforts. we encourage all employees to better understand our customers by getting out of the office and hearing firsthand from the agents and farmers our products serve. energetic idea-driven work environment with an exciting culture. exciting world-changing opportunity - we are solving problems that have a massive impact on the world! a driven, talented team that aims to make a large-scale impact through an innovative technology platform."
1,"as a technical program manager, you will be responsible for the project management of the overall product lifecycle, from concept to product launch. you will work primarily with the product and engineering teams to ensure timely delivery of the roadmap,alignment on priorities, issue resolution, and status reporting. this will require that you are able to demonstrate strong technical program management as well as product development skills, stellar cross-functional relationship management, and expertise in program managing software product development programs. you should have stellar business acumen, be detail oriented, be a self-starter, and have an agile mindset. responsibilities: be the owner of project schedules; coordinate across the cross-functional team comprised of product management, development, quality engineering, user experience, product marketing, sales engineering, and technical operations. lead daily standups and provide daily project updates. lead special projects that will align various resources to drive business outcomes. develop strong partnerships with product, business and functional leaders to drive focus on the strategic program objectives. translate business objectives into execution strategy (tactical and strategic), lead and successfully execute the strategy through use of strong collaboration and agile leadership. anticipate and aggressively remove obstacles that slow down, or prevent, programs from delivering on program objectives. provide “go to” leadership, transparency and visibility to the entire technology products organization. innovate and contribute to the evolution of our agile methodology. "
1,seeking an seo analyst to drive traffic from organic search. the ideal candidate will be extremely detail oriented with seo or online marketing campaign management experience. this is great ground floor opportunity to join a nascent digital marketing team to establish new processes. you will work with accomplished b2c and b2b digital marketers to bring your expertise to this best-in-class team. responsibilities: owning and growing our organic content marketing. internal usage of company platform. analysis of organic rankings volatility. backlink management. landing page optimization for search engine rankings. tracking social metrics. 
1,"this leading-edge company drives over $3 billionin revenue from web sites, search engines, and social networks for more than 8,400 of the world’s top brands. as a information security manageryou will work to develop and deliver information security policy and standards, architecture and systems, and leading practice processes to ensure information system security across the enterprise. a successful candidate is an experienced information security manager capable rolling out a prioritized information security program and maintaining the effectiveness of the organization’s isms. responsibilities: job responsibilities: partner with corporate and it functions to assist in the adoption of information security policies and practices, and monitor for compliance. maintain and enforce organization’s information security policies and technical security standards. deliver targeted information security risk assessments for third-party vendors/customers/prospects. interface with all business units to educate and coordinate information security integration into existing and future offerings. proactively identify security threats to be's business and information assets, and develop mitigation strategies. lead external audit certifications - bsi iso 27001. lead security-related projects, such as ip-based restrictions, mbs, policy building, vpn, document retention policy, drp/bia, etc. "
1,"as a technical program manager, you will be responsible for the project management of the overall product lifecycle, from concept to product launch. you will work primarily with the product and engineering teams to ensure timely delivery of the roadmap,alignment on priorities, issue resolution, and status reporting. this will require that you are able to demonstrate strong technical program management as well as product development skills, stellar cross-functional relationship management, and expertise in program managing software product development programs. you should have stellar business acumen, be detail oriented, be a self-starter, and have an agile mindset. responsibilities: be the owner of project schedules; coordinate across the cross-functional team comprised of product management, development, quality engineering, user experience, product marketing, sales engineering, and technical operations. lead daily standups and provide daily project updates. lead special projects that will align various resources to drive business outcomes. develop strong partnerships with product, business and functional leaders to drive focus on the strategic program objectives. translate business objectives into execution strategy (tactical and strategic), lead and successfully execute the strategy through use of strong collaboration and agile leadership. anticipate and aggressively remove obstacles that slow down, or prevent, programs from delivering on program objectives. provide “go to” leadership, transparency and visibility to the entire technology products organization. innovate and contribute to the evolution of our agile methodology. "
1,"reporting to the vp of service provider engineering, the director of engineering will have responsibility for managing the successful development and deployment of the company’s security products and solutions. the individual will manage a focused team of engineers in addition to leading and directing numerous outside technology partners. this includes partnerships with chip set providers, odms, new technology start-ups, and 3rd party software providers. as the engineering leader, the individual will work closely with the product marketing team in generating the roadmap of products and solutions that will need to be developed. the director of engineering and their team of engineers will then be responsible for determining the best engineering approach to realizing that roadmap, including product architectures, selection of technology partners, resource planning, test planning, product scheduling, costing, and npi planning. the individual will then manage the team and external partners to ensure the project objectives are met. the director of engineering will work closely with customers to get products certified and approved for use. once introduced, the engineering manager will work closely with the sales and technical support to ensure customer satisfaction and product quality objectives are being met. job responsibilities: ability to be both a strong manager and technical leader for the group, with strong domain/forum knowledge of security products, tables, routers, wireless, and hand-on ip networking experience. voip experience an advantage. ideally be known-in and reputable within the networking industry. 10+ years of demonstrable success of strong engineering management background in communications networking hardware and software utilizing test driven development. demonstrated understanding and skills in project and program management, risk management, including 3rd parties. demonstrated success in developing products by utilizing outside company resources and partnerships. experience with odm developments an advantage. can attract, motivate and retain top caliber engineers for the organization. one whom customers and technology partners find credible and look to for direction. 5 or more years experience working for a small company, in addition to 5 or more years experience working for a larger more mature market leader. team player who can effectively work with the cross functional team, and can effectively communicate throughout all levels of the organization. an understanding and desire of how to continuously improve product quality. demonstrated ability to use lightweight processes to improve engineering results. can stay on top of and apply the latest technology trends and engineering processes for the organization. "
1,"software architect san jose, ca the short sweet: the software architect is responsible for the all of the software architecture activities for the spbu (service provider business unit). s/he will maintain overall responsibility to devise, develop and implement spbu messaging on the internet including company corporate website and its affiliates. he is also responsible to track and if necessary, represent spbu at the appropriate standards bodies that influence spbu product strategy. the sla works closely with product line managers (plms), rd, marketing communications, and worldwide sales and company’s technology and odm partners to ensure all key aspects of the technical product strategy are addressed and implemented for success of the product line. essentials: develop, devise and implement an overall software strategy for spbu. will be the owner of the operating system platform roadmap and its delivery to all the platforms supported. will attend relevant forums to define specifications for new features and technologies. defines goals and strategy to achieve thought leadership in the market place for company, achieves cross-functional support and executes. defines, constantly reviews, and differentiates the feature sets of the entire product line and individual products active in the product life cycle. provide input for developing compelling and comprehensive product collateral to support spbu marketing and sales teams for pre-sales and post-sales activities. collateral includes datasheets, product briefs/slicks, white papers, case studies, product presentations, and when needed, videos. activities encompass contributing articles in technical and trade publications, industry analyst briefings, press releases, and trade show speaking engagements. takes the role as internal expert as well as external spokesperson and evangelist for spbu products. working closely with the software team, help develop a strong patent portfolio. provide technical leadership in responding to rfis and rfps. take high level feature requirements from marketing teams and customers and write detailed feature specifications for the software team. work closely with partners to define architecture and requirements for tasking new products and features to market. "
