,fraudulent,requirements
12622,f,nan
4156,f,"student hbo/ wo commercieel. verbaal sterk, zakelijk en overtuigend. aantoonbaar affiniteit hebben met controlling business intelligence. "
6492,f,"- 5+ years of software engineering experience- proven yourself as an a+ engineer through great work results, interesting hobby projects, open source contributions, or superior academic results- a track record in architecting, designing, developing, tracking, and launching complex software systems- mentored junior engineers and been an effective technical lead"
2252,f,nan
2851,f,"you’ve got design skills. you have a portfolio that you're proud of. you're comfortable with both digital and print. you have experience designing for native apps ( ios and android) you’re not a lone wolf and relish feedback from users (from data and words) you know the importance of interaction, motion and prototyping, rather than just working with static mock-ups you can laugh with others and at yourself "
13060,f,"min 2 years’ experience in a busy helpdesk administration environment in-depth ipad ios experience essential. good communication and documentation skills are essential knowledge of mobileiron mdm, outlook365, active directory, microsoft exchange 2010, windows xp/vista/7/8/2008, office 2003-2013. good team player. shift work and some travel. "
16048,f,"developers that we are looking for must be able to meet timelines and have strong troubleshooting and problem-solving skills and ability. she / he must also be at least junior level proficient in all of the following: +php5 with mysql +css +html4/5 applicants without these core skills will not be considered for this position. applicants with additional skills will also be strongly considered for this position, but are not required. preferred additional skills include: ++web technologies: javascript, jquery, ajax, xml, etc. ++wordpress / joomla customization and specialization ++postgresql, mssql, and other database platforms ++some experience with magento, zen and other cart platforms ++basic hosting administration ++photoshop cs+ and graphic design skills "
13998,f,"qualifications bachelor’s degree and 5 years of retail management experience; or equivalent combination of education and work experience experience opening a new store preferred working knowledge of ms office suite ability to stand, bend, reach, lift and perform repetitive tasks and ability to lift 50+ lbs on a consistent basis "
5413,t,"position requires: · excellent communication, follow up, interpersonal skills · organizational skills with attention to detail and accuracy in a fast-paced environment · self-starter with a willingness to learn. · intermediate knowledge of ms word and excel. · excellent decision making skills · ability to multitask, a must · sap experience a plus! interested applicant's should have a copy of their resume forwarded for consideration."
10474,f,nan
17614,t,nan
1779,f,"about you: you have a positive can do attitude. you are persistent. you are comfortable making cold and warm calls and have excellent phone presence. you are extremely organized and have a proven ability to exceed performance goals. you are confident and enthusiastic when presenting information to decision makers. you have excellent verbal and written communication skills. you are goal oriented and have accountability for your work. you thrive in a fast paced and competitive team environment. you earned your bachelor's degree or are pursuing your bachelor's degree with a strong record. you can provide your own transportation to one of our current local offices. position responsibilities: develop and maintain business relationships with current and prospective businesses identifying potential business prospects work with prospecting team to develop a pipeline adapt to and successfully complete projects related to business development contribute to team skill growth in your response to this posting you must write about why you are seeking a position with us...money, career change, looking for start-up experience, want a challenge, love our product, etc. be honest! a resume too of course!"
13360,f,nan
15930,t,"minimum qualifications include: a minimum of 7 years software development experience, 5 years of which are java/j2ee specific, is required self-motivated team player who excels in a collaborative environment ecommerce experience is a must. hands on experience with agile methodologies. strong sense of personal accountability; contributes beyond job role and responsibilities excellent problem solving skills; meticulous methodical ability to learn and apply new technologies quickly and self-directed proven ability to translate complex business requirements into simple software solutions passionate about continuously improving organizational practices thorough understanding of object oriented principles (analysis and design) candidates must have a robust understanding of java and an in-depth understanding of other java technologies, including servlets, struts/tiles, jsp, jdbc, jms, spring familiarity with front-end technologies – object-oriented javascript, ajax, xhtml, html, xml/dom full lifecycle development experience on large projects, creating distributed and scalable business systems. experience with webservices (rest, soap, xml-rpc, etc) experience with relational databases and data access (jdbc/dao/sql) oracle strongly preferred. familiarity with orm technologies (ibatis, hibernate) mentor and guide others who are still developing their skills desired qualifications include familiarity with eai patterns, queuing systems (e.g. mq series, jms, etc.) and business process orchestration (e.g. bpel), workflow automation systems, etc. familiarity with ruby experience with test automation frameworks experience in developing and driving soa strategies within large enterprises and deploying soa implementations to production a big plus "
17415,f,"requirements what we expect from you your key responsibility will be to communicate with the client, 90 seconds team and freelance community throughout the video production process including, shoot planning, securing freelance talent, managing workflow and the online production management system. the aim is to manage each video project effectively so that we produce great videos that our clients love. key attributes client focused with excellent customer service and communication skills outstanding computer knowledge and experience using online software and project management tools excellent organisational skills with ability to multi-task 100% attention to detail motivated, self-starter with a passion for doing excellent work and achieving great results ability to deliver - including meeting project deadlines and budget ability to focus and work efficiently and effectively personable and friendly with clients and colleagues previous experience: previous experience in project management and/or production management is cruicial as is experience in client account management."
2631,f,"clean-cut, hard working, and able to work well with others."
17768,t,***no experience necessary
13532,f,"you’ll excel in this positionif you have entry-level quality assurance experience under your belt. ideally, you’ve worked in a fast-paced, agile environment. you’re respectful but bold, and you aren’t afraid to speak up if you run across something that needs to be fixed. strong communication skills are crucial, and you’ll need to thrive under pressure. "
8457,f,"skills requirements we expect to see:• top-notch programming skills and a track record of getting stuff done• experience in our stack (android / eclipse / git)•in depth experience and a love of the android platform. have released your own personal app or have worked with a team on a major app release.•experience developing well architected software in a fast-moving environment (think 2- to 3-month release cycles).• up-to-date knowledge of modern html, css and js we like to see:• experience with js frameworks - angular, knockout, backbone, etc.• enthusiasm and interest about learning new technologies• works well with other geeks"
8482,t,"qualifications: thorough knowledge of electrical, hydraulic, pneumatic and mechanical equipment and systems. thorough knowledge of plant terminology and nomenclature. thorough knowledge of power plant equipment, construction, capacities, limitations, theories of operation and operating procedures. knowledge of the principles of power plant water chemistry. knowledge of maintenance procedures and practices. knowledge of proper and safe working practices including methods to implement lockout/tag out of equipment and confined space entry. skilled in the use of hand and power tools. skilled in the use of mobile equipment such as forklifts and man lifts. skilled in the use of a computer. ability to effectively communicate clearly in writing and verbally. ability to understand and follow verbal and written instructions. ability to give direction to other employees. ability to read and understand technical information, prints and engineering data, interpret charts, graphs, and gauge scales. ability to troubleshoot and repair equipment and system problems. ability to interface with others and effectively function as a member and leader of a team. equipment may be located in areas requiring working from a step stool or climbing vertical ladders and stairways up to 150 feet. physical demands: equipment located in confined spaces may require employee to reach by stooping and/or crawling through tight clearances, or by lying down. some confined spaces can be accessed only by lowering oneself into the space feet first, after first removing a hatch weighing 10 to 25 pounds. employee may routinely be required to stand for extended periods of time and to walk over uneven surfaces such as loose rock, open grating and up and down ladders and staircases. employee may need to carry tools, materials and equipment generally weighing up to 80 pounds and more. some tools are irregularly shaped, and can weigh up to 80 pounds. while working on equipment or instruments with pressurized systems; it may be required to lift tools and cylinders that contain high pressured gases or compressed air and are 4 to 5 feet in height and may weigh up to 75 pounds. the compartments where certain equipment or instruments need to be accessed may exceed 150 degrees f. other instruments and equipment to be serviced are mounted on surfaces where the temperature may exceed 600 degrees f. maintenance activities may include working on electrical equipment with voltages up to 230 kv. while installing high voltage grounds, the employee will lift ground connections overhead on poles. overhead work may require the employee to carry and move portable ladders. large electrical breakers may need to be manually pulled and pushed to complete work. employee may be required to work long periods at a computer terminal. employee will be required to work rotating shifts. employee will be required to work overtime. education: high school graduate or equivalent. college courses in engineering preferred. experience: minimum of five years experience in the operation and maintenance of a power generating facility. current operator mechanic 1 or incumbent operator mechanic 2 with a release for upgrade. "
17786,t,"experience in running a busy officeexceptional organisational skillsexcellent communication skillsstrong attention to detailthe ability to work under pressuredemonstrate initiativeproblem solving skillsbe able to work as part of a team this will be a great role for an intelligent, ambitious and motivated person who enjoys a challenge. due to our fast paced work environment we will only consider applicants that have the above mentioned skills and experience as a minimum. we will only contact applicants that we have shortlisted for an interview."
10741,f,nan
15893,f,"we’re looking for: 3+ years of games qa experience. a self-motivated individual with a “can do” attitude. a passionate gamer. qa experience on mobile or social games. experience working in an agile environment. knowledge of bug reporting workflow, and bug management. experience creating test cases, and reporting results. ability to work under pressure in a fast-paced environment. a friendly and outgoing personality. ideally, you’d have: experience working with external testers. experience working on live games. experience working with community support; addressing the needs of our players. degree in computer science or other relevant qualifications. indie game experience or other personal gaming related projects. a taste for free, quality biscuits. "
10365,f,"the most qualified candidates will possess a bachelor's degree in counseling or related field, or experience in another field of similar experience. master’s degree in the human services field preferred. a minimum of three years supervisory experience is required. must have a valid driver’s license or state issued id and provide appropriate license or certificate.must be registered with the north carolina substance abuse professional certification board - applicants who are not registered will not be considered for employment.candidate must be willing to start early in the morning, as work hours start at 5am. no legal impediments to serving in a licensed opiate treatment program. must have a valid driver's license. position requires constant mental alertness, attention to detail, and high degree of accuracy required in completing all assignments. must be able to follow oral and written instructions and follow –through on all assignments. for more information, please visit  "
7242,f,"requirements 5+ years of coding experience on low-power embedded platforms (ie msp430, arm cortex m0...) proficiency in c and embedded software development environments solid board bring-up and debug skills demonstrated capability in applying software best-practices to firmware designs experience with writing boot loaders deep understanding of modern mcu architectures significant experience in power management, power-on-self test and fault handling ability to read and interpret schematics familiar with general debug tools such as jtag and oscilloscopes even better experience with bluetooth le or other wireless network equivalents experience with micro-watt level low power applications experience with misra-c or equivalent ultra high reliability development techniques rtos experience digital signal processing (dsp) experience proficiency in matlab simulations "
8717,f,nan
2712,f,"associate’s degree plus two years experience in a related field, or satisfactory combination of education and experience. must have excellent written and verbal communication skills, business writing skills, the ability to work well with others, and prioritize and take initiative. intermediate knowledge of microsoft word and beginning level of excel required."
5108,f,"personal qualities and experience we’re looking for fully qualified aca/acca/cima with at least 6 years post-qualification experience. relevant experience of financial reporting within an international company, with a track record of achievement and rapid promotion. experience of developing business strategies, operational planning and management reporting. highly analytical and creative thinker witha proven ability to make data-driven decisions and develop value-adding solutions to operational issues. excellent presentation skills with the ability and confidence to present clearly and concisely at board level. respected leader, with an entrepreneurial, ‘can-do’ attitude. previous experience of setting up financial processes within a new startup would be a strong advantage. previous experience within the digital advertising industry would be an advantage. "
8014,f,intelligence and a natural curiosity about how the world works a bit on the ocd side when it comes to noticing flaws in the most minute of details. ;) an ability to break just about anything supreme attention to detail superb communicator strong problem solving skills excellent command of written and spoken english a passion for great software that makes people happy technical writing experience 
4749,t,"high school diploma excellent communication skills, with both written and spoken language"
17478,f,"solid and successful experience in online marketing sales, ideally in a saas business ability to build and implement both online and offline customer acquisition campaigns and to track them great communication skills : love (phone) talking and engaging with customers ready to deliver with a very small marketing team at the beginning, then build and manage a bigger team perfectly fluent english, both written and spoken. 50% of aircall customers are us companies be enthusiastic and energetic. take initiative. have crazy ideas."
6323,f,"highly desirable: 1. experience with using fiddler and integrating to visual studio test components 2. experience using tfs source control 3. experience in test automation against 3270 or other terminal emulators 4. experience with client side testing using windows presentation foundation (wpf), model-view –controller (mvc) or model-view-viewmodel (mvvm) 5. cs/ee or related field degree skills experience experience with any combination of the following items: 2. highly effective communication skills and ability to work with technical and non-technical colleagues and business customers. 3. ability to work independently and within a team to research and validate innovative solutions to challenging business/technical problems 4. knowledge and experience in automation and performance testing frameworks 5. experience in functional and performance automation with visual studio test tools 6. software test design and development skills experience using coded ui tests, web performance tests, etc. 7. experience in using team foundation server (tfs) and solution development lifecycles (sdlc) and workflows 8. testing mainframe applications 9. experience using and integrating fiddler test scenarios into visual studio 10. understanding and knowledge of testing web applications or network protocols 11. performance testing dealing with data mining 12. iis or sql "
4082,f,"1-3 years experience at a saas company as part of a customer success team demonstrated consistent achievement of customer satisfaction and renewals proven ability to build strong relationships with customers across a multitude of industries and departments excellent verbal and communication skills, including the ability to hold strategic executive conversations working knowledge of zendesk, salesforce, intercom, and knowledge of other customer success tools is a plus must be a self-starter who enjoys a ""work hard, play hard"" team culture bachelor degree required must be a us citizen or permanent resident "
1864,f,"what we expect from you your key responsibility will be to communicate with the client, 90 seconds team and freelance community throughout the video production platform including, shoot planning, securing freelance talent, managing workflow and the online production management system. the aim is to manage each video project effectively so that we produce great videos that our clients love. keyattributes client focused with excellent customer service and communication skills oustanding computer knowledge and experience using online software and project management tools excellent organisational skills with ability to multi-task 100% attention to detail motivated, self-starter with a passion for doing excellent work and achieving great results ability to deliver - including meeting project deadlines and budget ability to focus and work efficiently and effectively personable and friendly with clients and colleagues previous experience: attitude is more important than experience at 90 seconds, however previous experience in project management and/or production management is beneficial"
2989,f,"you will have the following; ability to work well with both it and business people ability to present vend and the value proposition of the partner program to both it and business people excellent follow-up and time management skills excellent communication skills, both written and verbal advanced understanding of retail and pos experience with delivering training, preferably online experience with designing training programs to meet predefined outcomes implemented and/or managed training and certification programs "
6843,f,previous hotel and opera experience would be preferred. must be flexible regarding scheduling as it is based on business demands. successful completion of criminal background check and drug screen. physical requirements: lift up to 10 lbs. sit and/stand for long periods of time. work 3rd shift-must be flexible regarding scheduling as it is based on business demands. 
3924,f,"must have project leadand strong networking, security and mcafee technologies background. must have mcafee network security platform technology, mcafee web email gateways, mcafee epolicy orchestrator, mcafee vulnerability manager tecnology, tcp/ip, strong knowledge of network protocols, 2-3 years of relevant experience. must be residing in ontario, canada."
15374,f,nan
16480,f,"who we are: (our team) client success is dedicated to our clients. we are made up of account managers who support clients from onboarding/activation through day-to-day activities.who you are: you will be the key point of contact for namely clients. you should be able to multi-task, be a self-starter, and be extremely client focused.the basics: you will be working day to day with your named accounts. each account will be yours from activation, through day-to-day activities. you will need to develop an expertise in namely’s platform and practices, and advise your clients on industry standards, as well as how to best use namely.more details: you should have experience with supporting and implementing hr or talent management solutions, experience with hr/payroll talent management, excellent verbal and written skills, and analytical problem solving skills."
4208,f,"the producer shall have at least three years of current experience. the producer shall conceptualize and design complex programs for radio, television and/or the internet, as required, with an innovative and creative approach. programs are of various formats, such as live and pre-recorded programs, documentaries, specials on breaking news stories, and remote live feeds. the producer shall determine how these programs and segments of the programs work across platforms and shall ensure that audio and video content migrate to the appropriate web sites and social media sites. the producer shall perform relevant duties, including writing copy, editing copy, editing audio segments, booking guests and performing interviews when called upon to do so. the individual shall have extensive knowledge of the target region, its people, culture, institutions and political situation, and have the ability to adapt english material to the target language and translate the target language to english. the producer shall keep up to date on broadcast and technical trends and shall incorporate appropriate production methods into programs. the producer shall become familiar with the agency’s best practices guide and shall adhere to its policies. knowledge of persian language required."
6528,t,"requirements:the qualifications for this position ensure your personal and professional success: demonstrates ability to establish and maintain effective relationships with internal and external customers. technical, legal, and investigative aptitude. excellent oral and written communication skills, with demonstrated ability to articulate relevant and legal binding information and directions in an organized and concise manner. strong interpersonal skills, with ability to work effectively with individuals and teams. proven ability to maintain composure in stressful and emotional situations while managing to diffuse angry or irate customers. organizational skills, including the ability to multi-task, plan and prioritize workflow in a paperless environment. demonstrated computer skills in a microsoft office / case management software / customer relationship management system environment. ability, willingness, and desire to work at least two of the following: evenings, overnights, weekends, overtime, and holidays. must be able to pass a rigorous background screening. two or three year minimum proven experience in a call center/contact center environment strongly preferred. preferred criminal justice, fraud investigator, professional case management processor background. must input all correct information at the time of application to be consider for a position****** "
11769,t,"skills and requirements: at least 5+ years plc hardware design experience. experiences in networking products such as wireless router, wireless ap and dsl gateway. knowledge of networking protocol suits is a big plus. engineering background with significant experience in product development. strong understanding of the development cycle of technology products. effective organization, project management and coordination skills. ability to host meeting, to track and resolve issues. ability and willingness to take ownership of product ability to get the job done with minimal supervision. self-starter who also works well in a team environment. technical lead experience (coordinating software hardware developments) in networking products. good english communication skills, both written and verbal. education: bs in computer science or electrical engineering. graduate degree preferred. "
17635,t,high school diploma work good on a team
10980,f,government funding is only available for 16-18 year olds as this job is an apprenticeship. 
1696,f,"preferred candidate will be an experienced registered architect with proficiency in cad, and interest/expertise in interior design is also preferred. "
9480,f,"about you self-motivated, empathetic, proactive, well organized and efficient should take the initiative, pick things up and run with it great interpersonal skills and impeccable written and spoken english feel comfortable working in a backend system some experience with customer support is desirable language skills are a plus (polish, french, russian or turkish) but not essential willing to work flexible hours to meet targets "
6706,f,"required skills: 2-3 years of experience min. developing for the web expert knowledge of php respect of industry-accepted standards, specifications and best practices ability to learn new development techniques as needed ability to integrate front-end templates with application solid understanding of html, css and js solid english skills desired skills: application development – ruby on rails and/or java ability to stress-test websites and optimized against results working knowledge of server environments would be nice if you also did: iphone, ipad and android app development some front-end development some web design "
15434,f,"belief in the mission of shapeways to bring the 3d printing revolution to the world 1-2 years in a customer service capacity, experience handling customers via email is highly preferred resourceful problem-solving skills; ability to seek out appropriate points of contact to get clear answers and resolve issues able to approach every customer, regardless of their personality or emotional state, with a positive and constructive response ready for the challenge of working in an ever-changing startup environment comfortable handling seasonal high-volume accountability, proactive nature and committed work ethic 100% customer focused attitude loves the creativity of our community (gold stars for existing community members) proactive, with a high attention to detail technical skills excellent written and verbal communication skills ability to type 45+ words per minute experience working with zendesk,   or similar ticketing tools a plus e-commerce experience a plus fluent in english, other languages are advantageous though not required skills with 3d cad software are a plus but not required "
3245,f,"required skills: *bs/ms in all streams like computer science, information technology, engineering, finance, mba. *great communication skills/presentation skills. *some years of business and system analysis, management, and project planning experience/knowledge. *ability to communicate business users needs to technical staff. *ms office: word, excel, powerpoint, visio *capable of learning new technology in a fast paced environment. * send me your resume."
7659,t,home office suppliescomputer with internet accessquiet work area away from distractionsmust be able to work independently and get the job done with little guidance.
16862,t,"must have at least 3 years experience in a document control function.must be highly skilled in microsoft word, excel and access.must have a strong knowledge of gmp documentationprevious experience utilizing lean principles to identify and level load workmust be flexible, able to multi-task in a fast-paced environment, and operate well in a team setting.must be a proven team player.must have excellent communication skills and strict attention to detail. education:associates degree or equivalent experience"
10158,f,"minimum requirements: minimum of 6 months customer service related experience required high school diploma or equivalent (ged) required preferred qualifications: keyboarding and windows environment pc skills required (word, excel and powerpoint preferred) experience running mail posting equipment a plus excellent communication skills both verbal and written lifting up to 55 lbs with or without accommodations willingness and availability to work additional hours if assigned willingness to submit to a pre-employment drug screening and criminal background check ability to effectively work individually or in a team environment competency in performing multiple functional tasks ability to meet employer's attendance policy "
1803,f,nan
7948,f,"qualifications: bachelor’s degree in computer science, information security or similar discipline or work experience skills experiences: knowledgeable in one or more: kerberos, radius, securid, identity management knowledgeable of common network and system attack methods knowledgeable of security best practices deep understanding in perl c programning strong unix system background unix networking (sockets) understanding of ip networking (tcp/ip and standard services) knowledgeable of spnego, saml, single-signon, multi-factor authentication interpersonal skills: excellent communication skills, both spoken and written strong problem solving and analytical skills "
1626,f,"bs, ms, or phd in computer science or equivalent exceptional software engineering talent deep knowledge of ios development, android development, or large scale backend development bonus points for experience with: location-based mobile applications data mining/hadoop analytics/metrics/growth "
3945,f,"some experience in one or more of following application and technology areas in addition to core html5/css3 may however be an initial advantage: webrtc - peerconnection websockets xmpp c++ javascript call management apis (e.g. salesforce open cti etc) the following personal qualities are a pre-requisite: good self management skills: the ability to progress tasks and activities from initial information gathering and planning through to successful completion without excessive supervision ability to research technical topics, quickly acquiring and applying information to everyday development challenges very clear written and spoken english which allow you to communicate with ease to both technical and non-technical colleagues and customers. above all we are looking for candidates with genuinely outstanding technical ability who will be comfortable and contribute strongly in a very dynamic small company. this is a very challenging environment but gives unlimited opportunities for growth to the right candidate."
7465,t,nan
7473,t,nan
8827,f,"responsibilities use state-of-the-art technologies to answer/make calls and respond to emails handle customer inquiries both over the phone and by email research required information using available resources manage, resolve and overcome customer concerns provide customers with product and service information enter new customer and update existing customer information into system route calls to appropriate resource / team / associate requirements we welcome candidates from all backgrounds –no mortgage experience required motivation to work hard individually and as a team willingness to learn and take your position seriously great written and verbal communication, positive attitude, and take pride in what you do "
8765,f,"behaviors: demonstrates the ability to cooperate with a variety of people and achieve results continually seeks opportunities to increase satisfaction and deepen business unit relationships reliable, accountable, and a takes initiative (self-starter) education: supply chain management professional (scmp) designation or similar designation preferred experience: minimum 4 years of purchasing and contract administration experience experience authoring contracts and sows with a focus on scope definition working knowledge of ms office applications excellent negotiating, time management, problem solving, and organizational skills ability to effectively manage concurrent multiple requirements possesses a well-rounded understanding of the business at large proven experience in liaising with the business and stakeholders to understand and articulate business structure, policies, workflow, and business operations strong communication skills at all organizational levels strong analysis, critical thinking, active listening and problem solving skills strong interpersonal skills "
10540,f,university degree required.tefl / tesol / celta or teaching experience preferred but not necessary canada/us passport holders only
1890,f,"teaching qualification, assessing qualification and experience of delivering apprenticeships."
8682,f,"experienced working in digital product management, with a passion for all things digital demonstrated success delivering compelling products in a high growth, rapid change environment. an understanding of web development processes and technologies knowledge of ux principles and lean/agile development knowledge strong analytical and quantitative skills with experience in data-driven decision making highly organised, paying close attention to detail and time management strong interpersonal and team-work skills, confident and a clear communicator "
180,t,sales executive
3981,f,"the internet graphic designer shall be highly skilled in current graphic design software and systems; shall have experience in digital photo resolution and vector file scaling; shall have experience in print, color correction or pre-publication, and proper digital file resolution for web. the internet graphic designer shall have working knowledge of digital or web design and mobile operating systems and versions (with focus on visual variances). the internet graphic designer shall use graphic design tools to create political cartoons intended to satirize cuban current social, cultural, or economic situation; and shall have knowledge of cuba, its people, culture, institutions, and political situation. the internet graphic designer shall be familiar with the agency’s best practices guide and shall adhere to its policies. knowledge of spanish language required."
1150,f,nan
14305,f,nan
10700,f,"job role :itsecurity threat and risk management lead(siem) job type : full time/permanentjob location : colorado springs,coindustry type : electrical/electronics manufacturingexperience required: 5 to 15 yearseducation : bachelor's degree required primary skills:- directly related experience in information security threat management.- deep technical skills with: intrusion detection system (ids/ips), infrastructure and application logging, and incident   management experience with incident response and siem.- it compliance: sarbanes-oxley it compliance (ds5 ensure system security process management) or others.required experience in security vulnerability management, data protection. other skills: information security experience in a high-tech manufacturing organization. salary: excellent package with full benefits and bonus. note:for u.s. citizens / green card /or valid ead only. interested professionals,please share your updated resume to email_3acde4fc16546e0d5330b0fb787ad6ae35c6f3691e4f523833db5fa0442e0f66"
11804,f,"very good educational background, preferably in the fields of computer science or engineering. 3-6 years of work experience in project management and/or consulting in either the telecom or information technology sector. solid technical background with understanding and/or hands-on experience in mobile technologies, software development and web technologies. excellent client-facing and internal communication skills. excellent written and spoken communication skills in english. pmp / prince ii certification is a plus. personal characteristics able to perform under pressure and deliver results in a demanding and fast-paced environment that requires fresh thinking and innovation. self-driven, responsible, and able to take ownership on projects. solid analytical thinking and problem solving capability. attention to detail. "
1065,f,nan
3751,f,"the candidate will have multiple support responsibilities in the office of public relations. he/she will perform the services at the washington, dc location of the organization. he/she will work closely with other members of the public relations staff and with a wide variety of colleagues throughout the organization. the ideal candidate will conduct and assist others in conducting public tours of the headquarters building. the candidate will have solid knowledge about how to use equipment set aside for tour guides. the candidatewill plan and assist others in planning news briefings at the organization. this requires an understanding of how to promote events at the organization internally and externally through the use of various media, and an ability to respond to questions from reporters from various news organizations, print, broadcast, and web-based. it also requires basic knowledge of technical issues that would relate to tv coverage of such an event. he/she will respond by e-mail to questions posed to the organization through the “contact us” page on the website. the candidate shall have the ability to research subjects and coordinate responses with the organization's staffers who will know more details about posedquestions. the candidatewill write and assist others in writing press releases or any other written communications from the pr office, about new developments at the organization. contractor shall have ability to work with senior colleagues, who will copy edit the contractor’s work product. the contractor will also have a strong knowledge of the smith-mundt act. the candidatewill update and assist others in updating a re-designed public relations website that will require frequent and creative attention. since this site will include new information on a variety of organization's developments. he/she will need to have the technical skills required to post updates. for example, he/she will be posting press releases, information on the launch of a new language service program or a special news event hosted at the organization, etc. the candidatewill contact or support others in contacting other national and international media outlets consistent with the more aggressive office goal of improving our organization’s visibility around the world. "
1388,f,"your skills: minimum 10 years of combined relevant university studies and experience in it; minimum 6 years of experiencein java development, using spring framework and relational databases; hands on experience with drupal and php (possibly on solaris); experience in cloud-based solutions, data modelling and object-relational mapping; extended knowledge of testing methods and tools and ui frameworks; good knowledge of rup and uml is required; knowledge of integration and deployment tools, it security frameworks and tools for the development and maintenance of applications; experience with eclipse, tomcat application server, unix and/or web security will be advantageous; knowledge of project management methodologies (preferably pm2) is derirable; excellent command of english, working knowledge of french will be considered an asset. "
6697,f,"you’ll be bringing with you: 5+ years of experience in designing visual language systems for digital products and services. wildly creative and obsessively meticulous a keen understanding of user behavior as it relates to design excellent understanding of information design, you should also be interested in optimising your workflow, you love problem solving, and constantly question the norm. your skills with the related software packages should be at ninja level. solid understanding of code. excellent communication skills. strong interpersonal and client management skills a love of collaboration and learning. a fearless and positive attitude. "
4304,f,"the producer shall have at least three years of current experience. the producer shall conceptualize and design complex programs for radio, television and/or the internet, as required, with an innovative and creative approach. programs are of various formats, such as live and pre-recorded programs, documentaries, specials on breaking news stories, and remote live feeds. the producer shall determine how these programs and segments of the programs work across platforms and shall ensure that audio and video content migrate to the appropriate web sites and social media sites. the producer shall perform relevant duties, including writing copy, editing copy, editing audio segments, booking guests and performing interviews when called upon to do so. the individual shall have extensive knowledge of the target region, its people, culture, institutions and political situation, and have the ability to adapt english material to the target language and translate the target language to english. the producer shall keep up to date on broadcast and technical trends and shall incorporate appropriate production methods into programs. the producer shall become familiar with the agency’s best practices guide and shall adhere to its policies. knowledge of indonesian language required."
10370,f,"minimum requirements: high school diploma or equivalent (ged) required 5-7 years customer service related experience in the print industry required thorough knowledge of print equipment and theory required keyboarding and windows environment pc skills required (word, excel and powerpoint preferred) preferred qualifications: experience running mail posting equipment a plus excellent communication skills both verbal and written lifting up to 55 lbs with or without accommodations willingness and availability to work additional hours if assigned willingness to submit to a pre-employment drug screening and criminal background check ability to effectively work individually or in a team environment competency in performing multiple functional tasks ability to meet employer's attendance policy "
7083,f,"bs engineering, construction, management, economics, bus admin, or accounting, or closely related major with minimum 6 years’ experience or b. tech engineering with minimum 8 +years’ experience or high school diploma with minimum 10+ years’ experience. cost engineering experience including at least five years devoted to petrochemical, refinery, pipeline, or power generation projects. must be familiar with construction practices, materials, equipment. must have ability to communicate fluently in both spoken and written english. construction experience and/or preferred petrochemical experience and/or oil and gas experience preferred "
9053,f,university degree required.tefl / tesol / celta or teaching experience preferred but not necessary positive attitude required.canada/us passport holders only 
5087,f,"requirements 10+ years in quality assurance, with 5 years in consumer electronics well versed in testing methodologies for electrical, wireless, mechanical and firmware have taken several products through full product validation, including reliability testing have worked with odms and cms on defining test requirements for high volume production ability to read schematics should have hands-on experience with scripting and preferably c/c++ bsee or bsme or equivalent even better experience with regulatory testing and be familiar with world-wide regulatory requirements, wifi and bluetooth certification knowledgeable in testing ios and android applications "
