,fraudulent,company_profile
8482,t,"edison international and refined resources have partnered up in an effort to streamline the hiring process and provide a more efficient and effective recruitng model. our focus is to help develop and achieve your career goals while makeing a solid geographical, cultural and professional fiit when leveraging your career into your new and exciting professional venture! please direct all communications to the hr department within refined resources ( ) email_0b13a2cfd4718ce252c09b2353d692a73bd32552e922c5db6cad5fb7e9a2c6c3 darren lawson | vp of recruiting |email_395225df8eed70288fc67310349d63d49d5f2ca6bc14dbb5dcbf9296069ad88c| phone_70128aad0c118273b0c2198a08d528591b932924e165b6a8d1272a6f9e2763d1"
17786,t,nan
10741,f,"we provide full time permanent positions for many medium to large us companies. we are interested in finding/recruiting high quality candidates in it, engineering, manufacturing and other highly technical and non-technical jobs."
15893,f,"space ape games is an award winning mobile/social gaming startup founded in 2012. we’re a small, high-performing team with big aspirations to make the highest quality and most successful games on your smart phone and tablet. we believe that the trait nearly all of the most successful games on mobile and tablet have in common is that they were made by talented teams with lots of experience working together. there are tens of thousands of app developers, but only a handful of really good, really experienced, well gelled teams out there. accordingly, everyone on our team is an “a-player” with deep gaming experience. we are some of the key guys and gals behind the biggest games on facebook and on the internet. our team is behind a 1 game on facebook, two2 games on facebook, and one of the biggest virtual worlds for kids on the planet.and now with samurai siege we have a us top 50 grossing app (top 10 in some countries) played by more than 7m people in it’s first few months since launch. we love great tech. not for its own sake but because we make games for big audiences and that means it’s got to work all the time.because we are in a competitive space and that means we need to be fast and efficient.we are serious about sprint management. it’s good for our game, and keeps us focused. we are a creative company tempered by great analytics.smart analytics can make a good game even better.but we think analytics alone makes soulless products. why choose just one?"
10365,f,"crossroads treatment centers is a nationally-accredited, medication-assisted, out-patient program that delivers fast, effective and affordable treatment for persons suffering from addiction to opiates. we provide effective and affordable outpatient treatment for opiate dependence. our team of experienced doctors, nurses and therapists are passionate about treating opiate addiction. we provide medication along with counseling to help our patients recover. our emphasis on counseling combined with medication helps drive our impressive success rate."
7242,f,"come on in. welcome to august smart lock. the august smart lock is the secure, simple, and social way to manage your home’s lock. now you can control who can enter and who can’t—without the need for keys or codes. and you can do it all from your smartphone or computer. august builds products that make life simpler by allowing physical environments to respond seamlessly to people’s behavior. we believe in building quality experiences for our customers through elegance and simplicity. we have a lot planned for the future, and are looking to build a team eager to join the ride. who we are looking for august values multi-skilled engineers who are just as passionate about crafting secure, yet beautiful experiences for our customers as we are. we expect our software developers to be comfortable working in multiple programming languages and to be enthusiastic about learning new things. we do have high standards. our product aesthetic extends to our code. we expect our hardware engineers to be obsessive about things like power consumption and reliability. if you look at everyday objects and believe they can be made more intelligently, we are looking for you. things we are building a peerless security infrastructure ios, android and other mobile applications a compelling and intuitive web dashboard sensor-laden hardware devices robust customer intelligence tools an ecommerce system "
8717,f,"loop is an award winning interactive agency based in salzburgwith satellite offices in copenhagen, berlin, sydney and new york city.we work on remarkable online campaigns in web, social and mobile specializations. over the last few years our brilliant team has done outstanding work for internationally recognised brands such as puma, audi, clearasil, durex and many more. our services. we create digital experiences for brands and companies by using creativity and technology. from design to development, from mobile to social, from content production to monitoring and analytics. loop offers a broad range of services to help businesses and brands thrive in the digital age. loop workstogether with brands to craft strategies along with a unique and innovative digital approach. we thrive on collaborating with clients who are looking to push the limits and think outside the box. engaging the   what we're here for. the common things expected from a digital agency are nice looking websites, branded social media profiles, some mobile apps and possibly a few microsites. at loop we aim for more. it kicks off with a brilliant idea and leads to a unique digital approach to draw in your target group. contemporary advertising should be something that people really want to be part of. engaging your audience, that is what we're here for."
2712,f,"volunteers of america is a faith-based human services organization. we are dedicated to helping individuals and families in need create positive and lasting change through social service programs that support and empower them to live safe, healthy and productive lives."
5108,f,"axonix is a global mobile advertising technology company that's powered by a platform with a 4 year history of leading the market. using technology acquired from mobclix, the world’s first rtb-enabled mobile ad exchange, axonix offers a fully transparent programmatic trading platform that enables publishers to sell their mobile advertising inventory in real-time to brands, agencies and ad networks globally. we serve billions of ads per month across more than 150+ countries, working with our 100+ demand partners globally to achieve industry-leading cpms, ctrs and fill rates. with built-in fraud detection controls and data-driven targeting options, we help advertisers to secure the optimal ad inventory that will deliver the best campaign results for them. axonix is headquartered in central london and backed by telefonica and private equity group, blackstone. our philosophy to hiring our technology serves billions of mobile ads every month, across more than 150 countries. our company is truly global in scale. we're growing so fast we need to hire the best people out there. people who thrive on fresh challenges. people who want to see their work make an impact, right away. people who demand a lot from themselves and others. we hire someone when we’re sure “there’s no better person for this job, and no better person we’d rather work with.” we know people are our most important asset. if you're exceptional at what you do, we want to hear from you. the next stage in your career could start today."
8014,f,"about the company aviary makes the world’s best photo editor. it’s used in more than 6,000 apps, including our own, which is a top 100 app on both ios and android. each month,more than 65 million people actively use our products. the aviary team is on a mission to democratize creativity. the company was founded by the creators of worth1000, who have always been obsessed with the idea of turning everyone in the world into artists. we are 25 people based in new york and financially backed by leading investors including spark capital, amazon ceo jeff bezos and linkedin founder reid hoffman. aviary is well positioned to lead the next generation of creative companies. aviary has a highly team-driven company culture. everyone in the company is great to work with and contributes meaningfully to the overall company direction. as one might expect, we are a creative group inside of work and out: whether it’s painting, improv comedy, bagpipes, or karaoke, our team members have diverse and interesting passions. we keep our culture startup-friendly to the core (ping-pong tables, free lunches and party games abound) and plan to keep it that way forever, whether we are 25 people or thousands. why work at aviary? we build beautiful photo editing software that can be used in any application. we're a small, creative team and we're passionate about powering the world's creativity. if you're an awesome person who wants to help us achieve that goal, we'd love to hear from you! working with us you'll work in a fast-paced startup environment, full of challenges and new opportunities. we can promise with complete confidence that you will never be bored. share a workspace with a variety of creative, interesting people with a huge range of weird hobbies. great location for commuters: our windows literally overlook madison square garden. we may or may not have tried projecting our website onto msg. (we totally did. it totally worked.) our conference table doubles as a pool table. plus, we have heated matches of ping pong, foosball, and fifa to help get the creative juices flowing! perks we want a happy, healthy, and creative team. we know you can't have that without real work/life balance and plenty of perks. to that end, we offer: competitive salaries, full medical/dental insurance, tons of paid vacation, and an ample budget to customize a top-notch workstation to your heart’s content. all the free coffee and snacks you can consume. fully stocked fridge. catered team lunches four days a week. constant learning. coding workshops, company-sponsored educational courses, and genius coworkers who show each other new things every day. "
4749,t,"as the industry’s largest supply contracting company, novation serves the purchasing needs of more than 65,000 vha, uhc and provista member organizations and their affilliates. novation delivers unmatched supply savings and value through its sourcing services, as well as information and data services. through its affiliation with vha, uhc and provista, novation represents the largest purchasing volume in the industry more than $40 billion in annual purchases. to help our alliance members meet the needs of their communities, our mission is to deliver to them unmatched savings and value. one of the ways we deliver on our mission is by facilitating the introduction of products and services that are designed to help members drive sustainable results, improve quality and reduce costs."
17478,f,"we build great companies efounders is a startup studio focused on building fast-growing saas technology companies. we believe that with simple ideas, great talents, some money and a lot of effort, we can build prosperous companies. our goal is to co-found 2 companies per year and to help all our existing companies grow faster by pooling resources."
6323,f,"rhb recruitment ltd is a business process outsourcing company with its state-of-the-art delivery center (existing capacity of 110 positions/ seaters) in the prestigious building of nexteracom in ebene city, mauritius. rhb recruitment ltd is a tailor-made and customized portfolio of services to clients in the areas of recruitment, hr and resource management, bagatelle recruitment has a unique combination of local knowledge and global expertise. our focused and committed approach to contract staffing, interim management and permanent search and selection recruitment services, means we always supply high quality candidates to our worldwide client base..at rhb recruitment ltd, we have a highly trained workforce who are multilingual (french and english as main languages) and we enable clients to save up to 50% on costs through global economies of scale, operational efficiencies and good risk management.coming soon: (1) expanding capacity to 250 positions by october 2013, (2) setting-up offices in africa and asia, and (3) constructing a 40,000 sqft state-of-the-art building in ebene city by 2016 to provide business continuity services to clients across the globe.specialtiesrecruitment services, contract and permanent resources, staffing solutions, hr and compliance management, project resource, oracle, business intelligence, senior management, support infrastrature"
4082,f,"trendkite helps pr professionals and agencies build a timely, highly accurate picture of their brands' media coverage with ease. we are using the latest technologies to transform how companies like bp, nikon, hr block, campbell’s soup, and wpp measure the impact of earned media. we are a venture backed, high traction startup that is disrupting a huge existing market. trendkite believes strongly that bringing on the best people will build the best company. to do that we make sure we offer a great environment. our office is located in the heart of downtown austin in one of the city’s coolest and most historic buildings. as a company we work hard, play harder, and do our best to stay actively involved in the community. we all enjoy a great cup of coffee (great high-end espresso equipment in the office), a great tasting craft beer, and great music and incorporate all three into our work activities. enjoy doing stuff outside of the office? great, us too! we do our best to maintain a really good life/work balance. all trendkite employees receive full health benefits and get to enjoy our vacation policy – there is no policy."
1864,f,"90 seconds, the worlds cloud video production service. 90 seconds is the worlds cloud video production service enabling brands and agencies to get high quality online video content shot and produced anywhere in the world. 90 seconds makes video production fast, affordable, and all managed seamlessly in the cloud from purchase to publish. 90 seconds removes the hassle, cost, risk and speed issues of working with regular video production companies by managing every aspect of video projects in a beautiful online experience. with a growing global network of over 2,000 rated video professionals in over 50 countries managed by dedicated production success teams in 5 countries, 90 seconds provides a 100% success guarantee. 90 seconds has produced almost 4,000 videos in over 30 countries for over 500 global brands including some of the worlds largest including paypal, l’oreal, sony and barclays and has offices in auckland, london, sydney, tokyo and singapore. "
2989,f,"vend is looking for some awesome new talent to come join us. you'll be working in an awesome team doing awesome things, and generally being awesome. learn about us on ourblog, or meet the team ontwitter,facebook,linkedin awesome space our brand new auckland office space is located on nuffield street in newmarket, surrounded by our customers and the industry we love. it is huge, open, and shiny new with great meeting room spaces, casual working environments and plenty of space to host awesome events. we don't do cubicles, just plenty of space, whiteboards and meetings rooms. we also have a great cafe/retail space with our very own front of house manager taking care of our visitors and fellow venders. like auckland our melbourne office is surrounded by retail. it's a great wee space equipped with tiny houses and some awesome cardboard cutout animals. our toronto office is located right in the heart of downtown retail district. like melbourne and auckland there's a great vibe with great coffee, boutique stores and some of the greatest restaurants in the city. our soma office in san francisco is located in the middle of the sf tech scene, just a (biz) stone's throw from twitter. the environment we want you to be at the top of your game. you can wear whatever clothing you like, start work late in the morning, take breaks whenever you want and generally work the way you want to work. who we're looking for vend is looking for people to push the boundaries. we are a hard working professional team with a wicked sense of humour, and we are looking for people who thrive in a collaborative open environment. we want passionate, hard working, talented individuals that want to lead in their field."
6843,f,"quality accommodations, exceptional service, memorable destinations, beck company hotels has been committed to excellence in hospitality since its founding over 40 years ago. beck company hotels is proud to be affiliated with several of the largest hotel chains in the world. many of our hotels and restaurants have been recognized and awarded achievements by their brands and the local community. throughout the years, beck company hotels has enjoyed this success by providing outstanding service to our loyal customers and guests. the beck company philosophy and values are based on creating results-oriented workplace culture that is diverse, family-oriented and supportive. beck company associates have tremendous opportunities for cross-property/ brand training, transfers, and career advancement that include branded hotels with marriott, hilton, intercontinental hotels, and choice. the many benefits of a career with beck company include: a family culture competitive wages training career development and advancement opportunities health insurance and welfare benefits 401(k) retirement program with employer match travel benefits holidays and paid leave service award programs part-time employment benefits bonus programs view job opportunities   learn more about our company   1323 jamestown rd, ste 101, williamsburg va23185 phone : (757) 565-4100 fax: (757) 777-9812 the beck company portfolio of hotels marriott fairfield inn suitessouth hill, va 23970 hilton hampton inn emporia, va hampton inn south,harrisonburg, va hampton inn university,harrisonburg, va intercontinental hotel group holiday inn express,newport news, va holiday inn suites,newport news, va candlewood suites,harrisonburg, va choice hotels international sleep inn suites,harrisonburg, va independent point plaza suites,newport news va mulberry inn,newport news, va "
3924,f,nan
15374,f,massive mediais the social media company behind the successful digital brandsurl_18234f381f5e7b9a9ffdc727cd05c9046edffb45bce85533c8f9b6d0216e925eandurl_af2b2f34d003dd6238fb60ec002a2f9df551ec9f8c6df8c980fc4fd8d24cc707. in november 2013 massive media bought and relaunched the social discovery platformstepout. we enable members to meet nearby people instantly. over 100 million people have joined our sites on web and mobile.
16480,f,"namely is the leading end-to-end hr and payroll platform for growing companies. offerings include human payroll, benefits administration, time management, human capital management, performance management, and employee engagement. in addition, each company is assigned its own account manager, available 24/7 for ongoing support and training for each of namely’s features. namely is used by some of the world’s most innovative and exciting companies from many industries, including media, technology, commerce, and professional services."
4208,f,"applied memetics llcis a professional services company dedicated to integrating and delivering best practice communication and information solutions in pre-conflict, conflict, or post-conflict areas. the world has changed: ‘always on’ brands require a new way of thinking to engage and manage their consumers. our purpose is to inspire original thinking through a deeper understanding of technology and human behaviour. from strategy through to implementation, our teams of connected specialists – all experts in their respective fields – work together to help our clients maximise the opportunities created by the changing digital world and create a multi faceted digital strategy through to implementation. our work explores a new model of journalism that is based around a global story – in this case, the struggle for human rights and democracy around the world. our goal is to build a better user experience of these stories by adding context to content, using the latest digital tools of the day. over time, we hope to add greater clarity, deeper understanding, and more sustained engagement to the conversations surrounding global events. as such, our content is transcribed and translated into english for broadcast to a global audience."
6528,t,"the accion story began more than 100 years ago in the austin,tx with one family owned establishment. today, accion has grown into a nationwide organazation with over 260 stores. accion success is attributed to our unique niche in the market offering current financeoption at competitive prices paired with customer service and a personal shopping experience. join the accion story today!"
11769,t,"aptitude staffing solutions has redesigned the recruiting wheel. our innovative new platform cuts the recruiting time in half, yields scientifically-proven results and clients and candidates enjoy a pleasant experience through advanced, simple to use technology and a tenured, industry-experienced recruiting team. join us in a fresh new experience of leveraging your career...the way it should be! all represented candidates enjoy the following perks: expert negotiations, maximizing total compensation package signing bonus by aptitude staffing in addition to client signing bonus (if applicable) 1 year access to anyperk relocation services for out of town candidates continued education in your area of profession, seminars, workshops and other skill development events contract employees receive quarterly bonuses for the duration of their project direct-hire employees receive double bonues ($2,000) per referred/recruited candidate into their newly appointed company all candidates are encouraged to participate in ourreferral bonus program earn$500 - $1,000per hired referral "
17635,t,"our globally connected world has forced businesses to rethink how they communicate. mobile lifestyles, a flood of technology, economic pressures and an “always on” mentality have created both opportunity and challenges for organizations of all sizes. mitel® (nasdaq: mitl) (tsx: mnw) is a global leader in business communications that easily connect employees, partners and customers -- anywhere, anytime and over any device, for the smallest business to the largest enterprise. mitel offers customers maximum choice with one of the industry’s broadest portfolios and the best path to the cloud. with more than us$1 billion in combined annual revenue, 60 million customers worldwide, and 1 market share in western europe, mitel is a clear market leader in business communications."
10980,f,"established on the principles that full time education is not for everyone spectrum learning is made up of a team of passionate consultants with the drive for putting people who wish to grow themselves through education whilst working into long term and relevant job roles. we also are official re-sellers for the institute of recruiters/ study course professional courses in hr practice, in-house recruitment and agency recruitment it is our mission to help anyone wishing to pursue an apprenticeship onto the right qualification and into the right job. we work closely with both the candidate and the employer to ensure when the learner is enrolled they are at the start of a long and successful career. we have great relationships with a number of national training providers to ensure we can cover any apprenticeship available."
1696,f,"freytag associates, inc. is a multi-discipline design firm offering architectural, engineering, interior design, landscape and planning services. while providing services for a variety of building types, freytag is best known for educational, religious/cultural and historic preservation projects. the firm also serves a variety of governmental and health care clients and assists a commercial client base that requires not only local but national and international projects. our office is located on miami avenue in sidney, ohio in an 1884 restored victorian home. in 1989, this historic structure was totally renovated to maintain the original character while functioning as a “state-of-the-art” design studio. the structure fosters a cohesive team oriented atmosphere while enhancing the surrounding community. freytag associates, inc. offers the latest computer technology from preliminary design through construction documents including interactive 3d building generations."
9480,f,"fabrily makes it easy for campaigners/communities/charities/causes/artists. etc… to raise funds and awareness with custom merchandising (t-shirts, hoodies, iphone covers, etc…) users design a merchandise with fabrily’s help and sell it to their network/community. fabrily handles the printing and shipping and give the profits back to the sellers. it is absolutely free for the sellers to use. this 60 second video explains how it works –  "
6706,f,"area17is an interactive agency.we take an interdisciplinary approach — blending the practices of design, technology and branding — to create modern interactive systems. we care about the web and its future. it has become a large part of our lives – entering our offices, living rooms and even our pockets. it is changing the way our world operates.we believe the web should be an extension of our daily lives, not a distraction from it.to this end, our mission is to make the web a better place — for work and for life — by delivering solutions that are equally valuable, sustainable and enriching. area17is located in new york city and paris, france. we are independently owned and creatively motivated. learn more"
15434,f,"shapeways is the leading 3d printing marketplace and community, empowering designers to bring amazing products to life. by giving anyone the ability to quickly and affordably turn ideas from digital designs into real products, shapeways is fundamentally changing how products are made and by whom. through shapeways, designers gain access to the best industrial 3d printing technology, capable of manufacturing products with complex designs in a wide range of high-quality materials. 3d printing turns raw materials into original products, from wedding rings to rocketships, model trains to iphone cases, and prototypes to industrial engineering parts. the shapeways community can sell their products, share ideas, and get feedback from creative consumers and other designers around the world. headquartered in new york, shapeways has factories and offices in eindhoven, queens, and seattle. shapeways is a spin-out of the lifestyle incubator of royal philips electronics, and our investors include union square ventures, index ventures, lux capital, and andreessen horowitz."
3245,f,nan
7659,t,nan
16862,t,"maynard consulting company has more than 20 years experience in the biotechnology, pharmaceutical, medical device, chemical, and validation engineering fields. in addition, we have over 10 years in project management, software engineering, telecommunication, testing, and networking engineering. mcc partners with skilled candidates to meet and exceed their career expectations."
10158,f,"novitex enterprise solutions, formerly pitney bowes management services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and improve customer satisfaction. for almost 30 years, clients have turned to us to integrate and optimize their enterprise-wide business processes to empower employees, increase productivity and maximize results. as a trusted partner, we continually focus on delivering secure, technology-enabled document and communications solutions that improve our clients' work processes, enhance their customer interactions and drive growth."
1803,f,nan
7948,f,"we design, deploy, and maintain advanced technologiesthat enable our customers to achieve operational excellence at substantial opex savings.our core strengths include a concentration on networks, their security optimization with a laser focus on redefining the fulfillment experience. we are driven to add value at every step by providing access to inventory, streamlined credit, integration with your procurement organization and real time status information. these are all reflective of ourvalue-added philosophy. we have developed solutions for leaders from wall street to the web. what makes us different is our concentration and commitment to exclusive relationships with leading vendors."
1626,f,"highlightis a fun, simple way to learn more about the people around you. if someone standing near you also has highlight, their profile will show up on your phone. you can see their name, photos of them, mutual friends, and anything else they have chosen to share. when you meet someone, highlight helps you see what you have in common with them. and when you forget their name at a party a week later, highlight can help you remember it. as you go about your day, highlight runs quietly in the background, surfacing information about the people around you. if your friends are nearby, it will notify you. if someone interesting crosses your path, it will tell you more about them. highlight gives you a sixth sense about the world around you, showing you hidden connections and making your day more fun."
3945,f,"ipcortex is a rapidly expanding innovator, applying open internet technologies like sip, xmpp and webrtc to provide mainstream business communication solutions. we work in informal and very effective teams which provide a perfect environment for talented and focussed individuals to achieve their potential. our organic growth ethos presents unlimited opportunities for our outstanding staff to progress as they contribute to our success."
7465,t,nan
7473,t,nan
8827,f,"proficio mortgage is a rapidly growing mortgage lender that cares about both our clients, and our team members. proficio is a wholly-owned subsidiary of proficio bank. as a national mortgage lender, our branches are exempt or authorized to lend is 49 states and the district of columbia.our goal is to make the loan process as simple and worry-free as possible. we pride ourselves in offering the highest level of customer service to our clients. here at proficio we believe in a culture that allows every individual to succeed to the highest level of their abilities. then, we will train your abilities to go even higher. proficio has a top-notch training program that quickly ramps your career up faster than any other company out there. this is an opportunity not to just have a job, but to love what you do. we are in need for future leaders because of our rapidly expanding growth. the atmosphere here is electric. we hire people that want to work hard, and enjoy what they do! we believe that it’s important for every one of our team members to have a balanced life. if this sounds like a place you would want to wake up and come to every day for years to come then start your future career today!"
8765,f,"valor services provides workforce solutions that meet the needs of companies across the private sector, with a special focus on the oil gas industry. valor services will be involved with you throughout every step of the hiring process and remain in contact with you all the way through the final step of signing of the employment contract with your new employer. valor services was founded with the vision of employing the unique skills, experiences, and qualities of america’s finest veterans to provide private sector companies with precise and concerted value-added services – and america’s finest veterans with an optimized career opportunity. we are eager to get the word out to veterans that there are ample opportunities for employment in the private sector and that you are the ideal candidates to fill those positions. valor services your success is our mission.™ "
10540,f,we help teachers get safe secure jobs abroad :)
1890,f,"established on the principles that full time education is not for everyone spectrum learning is made up of a team of passionate consultants with the drive for putting people who wish to grow themselves through education whilst working into long term and relevant job roles. we also are official re-sellers for the institute of recruiters/ study course professional courses in hr practice, in-house recruitment and agency recruitment it is our mission to help anyone wishing to pursue an apprenticeship onto the right qualification and into the right job. we work closely with both the candidate and the employer to ensure when the learner is enrolled they are at the start of a long and successful career. we have great relationships with a number of national training providers to ensure we can cover any apprenticeship available."
8682,f,"the beans group is a media company that exists to empower young people to thrive. we have been on an exponential growth spurt since our inception as   in 2005 and in 2013 we won digital business of the year. the beans group owns two brands: student beans, our youth media brand, strives to make life a little more awesome; and voxburner, our youth insights consultancy, helps young people to be understood. we have created a business we are passionate about and really proud of. to continue to grow we need brilliant people who inspire and deliver change all around them - that's why we're looking for talented, ambitious and creative folks to come and join us."
180,t,nan
3981,f,"applied memetics llcis a professional services company dedicated to integrating and delivering best practice communication and information solutions in pre-conflict, conflict, or post-conflict areas. the world has changed: ‘always on’ brands require a new way of thinking to engage and manage their consumers. our purpose is to inspire original thinking through a deeper understanding of technology and human behaviour. from strategy through to implementation, our teams of connected specialists – all experts in their respective fields – work together to help our clients maximise the opportunities created by the changing digital world and create a multi faceted digital strategy through to implementation. our work explores a new model of journalism that is based around a global story – in this case, the struggle for human rights and democracy around the world. our goal is to build a better user experience of these stories by adding context to content, using the latest digital tools of the day. over time, we hope to add greater clarity, deeper understanding, and more sustained engagement to the conversations surrounding global events. as such, our content is transcribed and translated into english for broadcast to a global audience."
1150,f,nan
14305,f,"we provide full time permanent positions for many medium to large us companies. we are interested in finding/recruiting high quality candidates in it, engineering, manufacturing and other highly technical and non-technical jobs."
10700,f,"roland associates is a corporate recruitment organization providing solutions to global mnc’s for the past 12 years. we specialize in high end recruitments in it, telecom, embedded, chip design and non-it (manufacturing, engineering, oil gas, infrastructure, bfsi,fmcg,automobile,aeronautics, pharmaceutical, healthcare and life-sciences and business advisory) domains. we have a strong team of more than 100 employees operating from multiple offices in bangalore located on hal airport road. visit us also at   ,   ,  "
11804,f,"upstream’s mission is to revolutionise the way companies market to consumers through cutting edge technology. this is an opportunity to collaborate with like-minded people in an environment that embraces individual differences and diversity. we offer a challenging and stimulating environment in which employees have the opportunity to work on a vast range of complex projects at the forefront of technical innovation. we are looking for creative, enthusiastic and open-minded individuals to join our innovative team to help both drive our success and uphold our existing reputation within the marketing technology world. what we believe our values of integrity, perseverance, innovation and respect are at the heart of our company. our actions are underpinned by these four values, which have become central to upstream, providing all of our employees with a clear framework from which to make their decisions. 1. integrity trust you are widely trusted and seen as a direct and truthful individual. you present the unvarnished truth in an appropriate and helpful manner, keeping confidences and admitting mistakes without misrepresenting themselves for personal gain. 2. perseverance you pursue work and life with energy, drive and a need to finish; you seldom give up before finishing, especially in the face of resistance or setbacks. 3. innovation you have good judgement about which creative ideas and suggestions will work and a sense about managing the creative process of others. you have the ability to facilitate effective brainstorming and project how potential ideas may play out in the marketplace. 4. respect you invest time in peers and demonstrates value and reverence for others when due, encouraging co-workers to express opinions and ideas. you promote equality within the workplace, encouraging praise and recognition from employee to employee as well as from the superiors. professional development at upstream upstream offers a variety of resources and a range of opportunities to inspire the best possible performance from our employees. our vast range of departments and global activities provide a strong platform for career development and professional progression. we boast various methods of progression within the company; whether through an upward advancement within a chosen field, expansion across departments or relocation to another office, creating the opportunity to gain both valuable experience and further insight into the international workings of the business. at upstream, employees have the opportunity to learn new skills, work across different disciplines and global departments and move into new challenges, all within the same company."
1065,f,"recruitment to recruitment specialists, covering the uk."
3751,f,"applied memetics llcis a professional services company dedicated to integrating and delivering best practice communication and information solutions in pre-conflict, conflict, or post-conflict areas. the world has changed: ‘always on’ brands require a new way of thinking to engage and manage their consumers. our purpose is to inspire original thinking through a deeper understanding of technology and human behaviour. from strategy through to implementation, our teams of connected specialists – all experts in their respective fields – work together to help our clients maximise the opportunities created by the changing digital world and create a multi faceted digital strategy through to implementation. our work explores a new model of journalism that is based around a global story – in this case, the struggle for human rights and democracy around the world. our goal is to build a better user experience of these stories by adding context to content, using the latest digital tools of the day. over time, we hope to add greater clarity, deeper understanding, and more sustained engagement to the conversations surrounding global events. as such, our content is transcribed and translated into english for broadcast to a global audience."
1388,f,"european dynamics ( ) is a leading european software, information and communication technologies company, operating internationally (athens, brussels, luxembourg, copenhagen, berlin, rome, stockholm, london, nicosia, helsinki, valetta, etc). the company employs over 600 engineers and it experts. we design and develop software applications using integrated, state-of-the-art technology. our current it and telecoms projects have a value exceeding 250 million euro. european dynamics is a renowned supplier of it services to european union institutions, international organizations, european agencies and national government administrations all over europe."
6697,f,"we’re a user experience design consultancy based in dublin, ireland, with an impressive list of international clients. our talented teams of designers, researchers, content strategists and developers build great digital experiences that deliver real results for business. we hire talented people with great ideas and the skill and passion to make them real.everyone who works here has the opportunity to contribute to the growth and culture of the company, and we do all we can to help our people learn, grow and enjoy their job. we think of ourselves as one of the best little companies in ireland (or anywhere)."
4304,f,"applied memetics llcis a professional services company dedicated to integrating and delivering best practice communication and information solutions in pre-conflict, conflict, or post-conflict areas. the world has changed: ‘always on’ brands require a new way of thinking to engage and manage their consumers. our purpose is to inspire original thinking through a deeper understanding of technology and human behaviour. from strategy through to implementation, our teams of connected specialists – all experts in their respective fields – work together to help our clients maximise the opportunities created by the changing digital world and create a multi faceted digital strategy through to implementation. our work explores a new model of journalism that is based around a global story – in this case, the struggle for human rights and democracy around the world. our goal is to build a better user experience of these stories by adding context to content, using the latest digital tools of the day. over time, we hope to add greater clarity, deeper understanding, and more sustained engagement to the conversations surrounding global events. as such, our content is transcribed and translated into english for broadcast to a global audience."
10370,f,"novitex enterprise solutions, formerly pitney bowes management services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and improve customer satisfaction. for almost 30 years, clients have turned to us to integrate and optimize their enterprise-wide business processes to empower employees, increase productivity and maximize results. as a trusted partner, we continually focus on delivering secure, technology-enabled document and communications solutions that improve our clients' work processes, enhance their customer interactions and drive growth."
7083,f,"middle east recruitment is a specialized recruitment and consulting agency. established since 1997 founded by professionals that understand the need for exceptional people in the corporate world, with headquarters in london. middle east recruitment has become successful in providing the best talent and consulting services to an array of industry sectors."
9053,f,we help teachers get safe secure jobs abroad :)
5087,f,"come on in. welcome to august smart lock. the august smart lock is the secure, simple, and social way to manage your home’s lock. now you can control who can enter and who can’t—without the need for keys or codes. and you can do it all from your smartphone or computer. august builds products that make life simpler by allowing physical environments to respond seamlessly to people’s behavior. we believe in building quality experiences for our customers through elegance and simplicity. we have a lot planned for the future, and are looking to build a team eager to join the ride. who we are looking for august values multi-skilled engineers who are just as passionate about crafting secure, yet beautiful experiences for our customers as we are. we expect our software developers to be comfortable working in multiple programming languages and to be enthusiastic about learning new things. we do have high standards. our product aesthetic extends to our code. we expect our hardware engineers to be obsessive about things like power consumption and reliability. if you look at everyday objects and believe they can be made more intelligently, we are looking for you. things we are building a peerless security infrastructure ios, android and other mobile applications a compelling and intuitive web dashboard sensor-laden hardware devices robust customer intelligence tools an ecommerce system "
