,fraudulent,description
17782,t,"part timers required for cash pay jobs.you can do it all from home, in your free time, at your own place.spend 30 minutes or 1 hours a day get biggest cash.you can work in the morning, afternoon, or at night.perfect for everyone then start immediately.can earn $400 to $450 extra per day.no any experience required.zero start-up fee, visit here:- "
10304,f,"shyp is in search of smart, friendly, safety-conscious women and men to operate company vehicles for evening and weekend shifts. in addition to operating the vehicle, you will provide courteous and efficientpick-up of items; check items for conformance to shyp features of service; provide coverage for all assigned routes within the service area; and provide related customer service functions. duties: provides efficient and safe pick up of packages and documents, while representing the company in a professional manner. operates non-articulated vehicles safely and efficiently, complying with all governmental and corporate procedures. accomplishes accurate and timely selection and inspection of assigned items and the subsequent reporting of stop counts and missing items. scans items according to prescribed procedures; demonstrates proficiency in features of service and equipment. meets aircraft and transports packages as required for sorting operations. loads and unloads aircraft, containers and company vehicles; operates mechanized ramp equipment to load and unload packages. cleans, washes and performs minor maintenance to company vehicles as necessary, maintains neat and clean personal appearance to uphold shyp's public image. "
17009,f,"this is who we are:network closing services, inc., a full service title company with headquarters in orlando, florida. we are currently in a nationwide expansion. network closing serviceshas been serving lenders, real estate consumers, and professionals since 1999. we provide courteous professional services, speedy title searches, and timely disbursements. dynamic flexibility is key to our success. our client satisfaction is very important. we provide experienced settlement officers and attorneys anywhere in the country, day or night, to perform a closing. our staff is committed to providing our customers a level of service that is unparalleled in the title industry. today's competitive market requires more than dedication and experience. it requires proven expertise, irrepressible vision and tightly orchestrated teamwork.network closing servicesincorporates these essential qualities into every facet of every service we offer. we successfully deliver innovative, high-volume, regional closing services. come join a winning team! what we need: an established sales representative with a title insurance book of business. a motivated go-getter who doesn't take no for an answer. someone who will be a key part in our continued nationwide expansion. what you will do:as a sales representative you will be responsible for generating revenue from your existing clients and identifying new clients who can direct title business to network closing services. promote our title and closing services to generate leads and referrals. develop sales and marketing plan targeting key realtor, lender and builder accounts. assist clients with questions, act as liaison between company and client as needed. candidate will meet weekly and monthly sales goals set by management. candidate will provide reports of sales activity. growth opportunity emmanuel sanchez phone_dc5cff94cbcc4ac18e1234a2e6521946ae7d722bdf66cfc1af3aeca9255aee0d   *seeking candidates in north carolina and nationwide"
9479,f,"as an outside sales representative, you must have excellent sales talents as well as the willingness to learn the abc supply sales approach. it will also be very helpful to your role as an outside sales representative if you have existing knowledge of exterior building product lines such as siding, roofing, and windows. this will not only to lend credibility to your sales presentations, but also to assist the branch manager in the selection of new product lines. it is also vital for your role as an outside sales representative that you have empathy for your customers and their needs, and always provide them with the best possible service."
6057,t,"this job requires you to have the ability to operate keyboard or other data entry device to enter data into computer or onto magnetic tape or disk for subsequent entry. inputs alphabetic and numeric information from credit card applications onto an automated credit processing system, other clerical duties as required. follows set procedures and meets specific throughput standards. able to work under deadline pressure with minimum supervision, read large dollar figures for long periods of time. "
5889,f,"role: .net developer location: rochester, ny duration: full time key responsibilities include: develop/improve test infrastructure for radio product family c. autotest development for family of radios develop and integrate verification test plans for new and existing radios according to established allocated requirements baselines. manual /auto develop and integrate validation test plans for new and existing radios for new products and features with focus on system requirements and scenarios. manual / auto field test participate in execution of the verification and validation test plans. skills: c, .net white box testing ( white box testing is good to have or should be willing to learn) "
17588,t,"this job requires you to have the ability to operate keyboard or other data entry device to enter data into computer or onto magnetic tape or disk for subsequent entry. inputs alphabetic and numeric information from credit card applications onto an automated credit processing system, other clerical duties as required. follows set procedures and meets specific throughput standards. able to work under deadline pressure with minimum supervision, read large dollar figures for long periods of time. "
14963,f,"critical nurse staffing, inc. is seeking a registered nurse to join our team and provide comprehensive care to our patients in point blank, tx. the role of the rn in this position will be to provide and assist with comprehensive nursing care, along with the oversight of patients and home health aides. the applicant should have effective communication skills, the ability to establish and maintain collaborative working relationships with team members and patients. the ability to plan, organize, prioritize, and foster a work environment conducive to the well-being of patients and staff. qualifications for this position include an undergraduate degree in nursing (b.n. or b.s.n) and a current and valid rn state license. a resume must be attached in order to be considered for this position. please submit your resume and apply for this position on our website at   critical nurse staffing, inc. is an equal opportunity employer, m/f/v/d and a drug free work place."
7832,f,"the customer service associate will be based in indianapolis, in. the right candidate will be an integral part of our talented team, supporting our continued growth. goal: our goal is to have 100% participation in support of all areas of mail operations. teammates have access to on the job training and novitex online coursework, and are strongly encouraged to actively participate in all educational opportunities. some classes are mandatory, and require your timely attention. below are details concerning your position, and it is our expectation that you become fully certified to actively perform all the listed functions. other duties may be assigned as necessary or by management directive. key responsibilities may include: pick-up and deliver mail, parcels and other items within established timeframes and service standards employees must meet compliance in their work area by accurately completing all quality verification, reporting and forms as scheduled handle time-sensitive material, including confidential, urgent packages actively participate in cross-training opportunities maintain the highest levels of customer care while demonstrating a friendly and cooperative attitude demonstrate flexibility in satisfying customer demands in a high volume, production environment take direction from supervisor or site manager be able to work under limited supervision complete work in a timely manner ability to perform multiple tasks schedule and prioritize tasks according to due dates maintain all logs and reporting documentation with emphasis on attention to detail adhere to all safety procedures experience operating mail and meter equipment experience operating shipping systems (fedex, ups, etc.) effective use of pc, keyboard, mouse and windows environment required excellent communication skills must be able to lift 55 pounds occasionally standing and walking for long periods of time perform other tasks as assigned "
7658,t,"we are seeking individuals to be connected with companies who are hiring employees directly to work from their homes. you will find both full-time and part-time opportunities in a variety of career fields including but not limited to: data entry, customer support, billing, typing, and administrative.these positions guarantee wages ranging from $12 per hour up to six figure salary. this includes bonuses, benefits, and flexibility over your work schedule.legitimate work from home jobs are going to require that you have skills relevant to the position you’re applying for. training is provided based on the position."
2230,f,"we are currently recruiting for an exciting sales customer service role. we are looking for someone with a passion for sales, beauty and fragrance who is enthusiastic and driven. the ideal candidates will have the ability to demonstrate a fresh approach to sales and be able to work in a fast paced and versatile environment. if you are looking to build your career in beauty, promotional work, sales and customer service apply now. the role would suit anyone with the following experience: * great communication skills * positive attitude * be able to hit targets and achieve goals * be able to work in a customer facing role * the ability to build and maintain strong relationships with clients and customers * beauty training or make up artisty * fragrance or cosmetic counter experience full product training will be available to all successful candidates."
10239,f,"we are currently seeking a customer service team lead. the right candidate will be an integral part of our talented team, supporting our continued growth. this position will be located in our somerset, nj location. key responsibilities include: supervises all customer service associates on-site schedules of all work manages all work from beginning to end in addition to also performing the various site activities performs quality checking of all jobs monitors timeliness and delivery requirements maintains a clean, organized facility provides direction, training, motivation and discipline to customer service associates responsible for customer service, follow-up and follow-through maintains all activity logs and required reports maintain the highest levels of customer care while demonstrating a friendly and cooperative attitude takes direction from service delivery manager create excel spreadsheets, mail merge projects and word documents complete multiple projects at one time lift heavy boxes up to 50 lbs, files or paper when needed demonstrate flexibility in satisfying customer demands in a high volume, production environment consistently adhere to business procedure guidelines adhere to all safety procedures data entry perform various mail center activities (sorting, metering, folding,inserting, delivery, pickup,etc.) operating mailing, copy or fax equipment shipping receiving handle time-sensitive material like confidential, urgent packages perform other tasks as assigned "
12795,f,"our ideal candidate will be professional, with exceptional customer service skills and a passion for helping people. a successful candidate will also be collaborative, reliable, detail orientedand organized with the ability to maintain order in a dynamic environment. duties will include but are not limited to: answering phones information and referral monitoring and tiding up all common areas greet clients and visitors, and notify appropriate associates of arrival. weigh and stamp outgoing mail including special mailings as needed and collects incoming mail provide meeting set-up as requested, including configuring common rooms to specific staff requirements and ordering and preparing refreshments. ensures that all areas are kept neat and orderly. monitors general employee schedules and meeting schedule/room use. assist accounting department with data entry other administrative duties as requested by broker "
17535,t,"optometric practice is seeking a full-time optical sales for our newport coast, california location.looking for a person with a dynamic personality. to apply for this position, please submit your application via this link:  select the optical sales (newport coast, california) position from the job opening drop-down menu."
9263,t,"qualified candidates are encouraged to apply directly to this job posting. direct email and phone calls are not being considered. thank you for your cooperation. please no recruiters. ice technician | bakersfield, ca mt. poso principal duties and responsibilities: calibrates, tests, maintains, troubleshoots, and installs all power plant instrumentation, control systems and electrical equipment. performs maintenance on motor control centers, motor operated valves, generators, excitation equipment and motors. performs preventive, predictive and corrective maintenance on equipment, coordinating work with various team members. designs and installs new equipment and/or system modifications. troubleshoots and performs maintenance on dc backup power equipment, process controls, programmable logic controls (plc), and emission monitoring equipment. uses maintenance reporting system to record time and material use, problem identified and corrected, and further action required; provides complete history of maintenance on equipment. schedule, coordinate, work with and monitor contractors on specific tasks, as required. follows safe working practices at all times. identifies safety hazards and recommends solutions. follows environmental compliance work practices. identifies environmental non-compliance problems and assist in implementing solutions. assists other team members and works with all departments to support generating station in achieving their performance goals. trains other team members in the areas of instrumentation, control, and electrical systems. performs housekeeping assignments, as directed. conduct equipment and system tagging according to company and plant rules and regulations. perform equipment safety inspections, as required, and record results as appropriate. participate in small construction projects. read and interpret drawings, sketches, prints, and specifications, as required. orders parts as needed to affect maintenance and repair. performs operations tasks on an as-needed basis and other tasks as assigned. available within a reasonable response time for emergency call-ins and overtime, plus provide acceptable off-hour contact by phone and company pager. excellent verbal and written communications skills: ability to coordinate work activities with other team members on technical subjects across job families. ability to work weekends, holidays, and rotating shifts, as required. "
5787,f,"conversocial is a software-as-a-service application that helps companies engage with their customers on social media. we now process over 30 million comments a month for hundreds of enterprise companies. as we move closer to the contact centre we increasingly need to integrate conversocial with existing crm systems. the role of integration engineer will include building a few basic integrations, helping customers build their own integrations with our api and also adding additional functionality to our api where needed. this will be a role that include both development work and interaction with customers - both their development teams and also stakeholders."
8835,f,"the company: esri – environmental systems research institute ( ) our passion for improving quality of life through geography is at the heart of everything we do. esri’s geographic information system (gis) technology inspires and enables governments, universities and businesses worldwide to save money, lives and our environment through a deeper understanding of the changing world around them. carefully managed growth and zero debt give esri stability that is uncommon in today's volatile business world. privately held, we offer exceptional benefits, competitive salaries, 401(k) and profit-sharing programs, opportunities for personal and professional growth, and much more. the opportunity: junior account executive esri is looking for self-motivated, driven, results-oriented, top performing junior account executive with a track record of success to join our world-class team. the position will be driving sales, revenue and aggressively expanding esri’s customer base. this is a hybrid inside/outside sales role with a large regional territory and a very competitive compensation package. specifically… aggressively prospect, qualify, present, pitch and close potential clients generated through outbound calling, email initiatives, networking and attending appropriate industry events. promptly and proactively address incoming inquiries/leads generated through online advertising and marketing campaigns. generate your own sales targets via research, industry articles and specific targeted verticals defined by the sales and marketing strategies. keep current with industry trends that are relevant to targeted vertical markets, stay up-to-date with relevant technologies and news. have a complete technical understanding of and ability to articulate and demonstrate esri’s products and value propositions. maintain an aggressive sales pipeline with weekly reports to sales management. provide high touch account management to select current client base. strategize and work closely with account managers to determine potential revenue opportunities within an account. "
12375,f,"we are seeking professional, personable and high-energy customer service representatives who will play a critical role in ensuring the organization’s clients realize the maximum benefit of their investment in the company’s products and services. key requirements of this position include: contacting new and established clients in order to engage in meaningful conversations that promote the organization’s brand, services and products. effectively overcoming objections to gain an audience and develop ongoing rapport with the assigned client base. providing well-informed and insightful solutions that address barriers to usage and engagement to ensure maximized account utility. handling a high volume of outbound calls daily while adhering to an established process. "
4668,t,"hr responsibilities for assigned client groups in the traditional ares of human resources (ie., employee relations, hris, lms, training, employee development, performance management, etc.) develops and builds strong relationships with company leadership, management and employees and work at a both tactical and strategic level to develop, implement and manage human resources policies procedures at work.responsibilities 1.manages individual employee relations cases and investigations as needed, from incident reporting through final disposition. ensures that all cases are properly documented and responsible for issuing completereports and recommendations to senior management 2.acts as human resources business partner and primary hr contact for business unit 3.primary point of contact for hr-related alertline issues 4.develops, implements, and reviews on an ongoing basis hr systems/processes/policies; makes recommendations for improvements tohr systems/processes/policies. 5.provide hr input into cross-functional company initiatives and process/policy development, implementation, and application 6.consults with managers on performance management, including annual reviews, warnings, and performance improvement   with management regarding termination decisions and ensures that all proper corrective action procedures are implemented where appropriate 7.ensures consistency in the application and enforcement of policies and procedures and compliance with applicable employment laws and regulations. 8.leads and supports hr department projects and initiatives. 9.provides relevant hr training to managers and employees 10.presents material as part of the new hire orientation. also serves as a facilitator for new leader on-boarding 11.supervises hris and lms functions and provides strategic guidance regarding hr systems implementation and maintenance."
6877,t,"corporate overview aker solutions is a global provider of products, systems and services to the oil and gas industry. our engineering, design and technology bring discoveries into production and maximize recovery from each petroleum field. we employ approximately 28,000 people in about 30 countries. go to   for more information on our business, people and values. we are looking for individuals who are prepared to take a position. not only a position within aker solutions, but also a position on the exciting challenges the global oil and gas industry faces now and in the future. the jobholder will support the electronic / electrical engineering group achieve their objectives within a quality critical and high reliability engineering/production environment. the jobholder will be responsible for ‘first level’ analysis to resolve system issues, failures and non-conformances within production and provide initial engineering support to rectify or escalate any issue in a timely manner. the jobholder will aid the electronic / electrical engineering group drive continuous improvement and perform root cause analysis of electronic printed circuit boards, systems, sub-assemblies and assemblies to component level. the jobholder will be responsible for ensuring technical conformance to specifications while ensuring all work is documented and performed in accordance with company procedures documentation. to carry out any other requirements needed to allow the company to operate efficiently. responsibilities and tasks • to work in a safe manner at all times, to comply with all current safety legislation and company safety policy.• to work at all times to the company’s quality management system.• evaluate and investigate electronic /electrical equipment systems, debug, repair to component level.• action halt, hass and ess testing to ensure reliability of electronic / electrical equipment used in harsh, extreme and safety critical environments • assist the engineers with enhanced/non-standard system test, engineering changes, process development, improvement of procedural documentation and npi (new product introduction). • support operators/technicians to improve quality awareness and aid standardisation of processes while supporting the electronic /electrical group enhance overall system reliability and reduce system defects.• demonstrate team working and ensure any work carried out by self is performed within schedule • ensure that documentation is robust, concise, relevant and that quality systems are adhered to.• ensure all calibrated equipment used within the build, test process is within calibration date and fully maintained for the work activities.• ensure work area is maintained in a safe and tidy manner.• play a pro-active role in housekeeping and continuous improvement initiatives.as necessary, perform other duties, requiring essentially the same level of skill responsibility, when required."
10491,f,"citymart is looking to expand its successful business model into the healthcare sector. to support our community building program, we are seeking an energetic and highly skilled marketing and community manager. he or she will bring to the table deep understanding of the healthcare sector coupled with experience in community building and stakeholder engagement. the successful candidate will leverage our unique value proposition and spearhead community building efforts in the healthcare industry. ideally having a consulting/selling background in the healthcare industry, the candidate will draw on a proven set of strategic customer engagement skills and be able to apply them across a diverse range of healthcare settings (hospitals, pharmacies etc.). this is an opportunity for a motivated professional to work with a dedicated high-performing team and to excel in a dynamic start-up environment. the successful candidate will be responsible for developing a marketing strategy and achieving a set of specified deliverables. he or she will identify and prioritize opportunities, collaborate closely with the healthcare program manager as well as the product development team to achieve community building objectives."
10301,f,"as part of ryanair’s “always getting better” campaign we are currently looking to recruit a senior customer service manager. this customer service manager manager[on1] will be managing ryanair’s outsourced contact centres in romania and hungary. primarily the senior customer service manager is responsible for the overall management of the outsourced contact centres. ryanair’s main objective for our contact centres [on2]is to ensure customer satisfaction and improving our customers’ experience. we are looking for a senior customer service manager who will actively seek and drive improvements of processes and systems, while providing leadership and developing contact teams to achieve the company’s goals and targets. our senior customer service manager will develop and maintain close relationships with the business units/stakeholders to ensure outstanding customer experience. this position plays a vital role linking our remote contact centres internally with ryanair. [on1]this new name for the position is confusing [on2]call centre or contact centre"
16334,f,"ready to let your star shine? discover the career you’ve been dreaming about at avastars where… the star inside is you! at avastars, we’re dedicated to making dreams come true and creating entertainment retail that is highly personalized and aspirational. we’re currently looking for “a” players to capitalize on this once in a lifetime opportunity. our senior leadership team is known for the success of mattel, pokemon, build-a-bear workshop, leapfrog and waterbabies. join us by getting in on the “ground floor” in the development and implementation of the “next big thing” destined to change the face of retail and the way children play. we’re currently looking for part-time starsto join our team at the oakbrook center. our stars enjoy … creating memorable guest experiences for children and families, not just selling products. being part of a team that brings the vision of the company to life. working in a fast paced environment. creating a fun work environment for themselves and their team. using technology. a day in the life of a star includes … creating and delivering stellar guest experiences. reaching for the stars in achieving business goals and performance. representing our core values to our guests and your avastars team. following direction provided by the avastars leadership team. adhering to company policies and procedures. "
6420,f,"position available is located in our anaheim, ca location. responsible for daily delivery of company products to customer locations in a safe and timely manner ensuring the reputation of being the first choice in quality and service."
11820,f,"you lead, develop and grow our business intelligence. when you will join us, you will be the bi team.however, one of your main tasks will be to grow our team quickly. be an essential part of us, and be responsible for enabling us to make truly data driven decisions. you manage business perspective, technical perspective and people perspective. the results of your work are meaningful analyses and insights, a bi team that handles all of our data needs, and a functional infrastructure for data driven management. now we're searching for a new head of business intelligence your responsibilities being the leader of business intelligence that helps drive strategic and tactical business opportunity, enabling us to make truly data-driven decisions building up, managing and developing our business intelligence department instantly getting our bi to the next level, immediately producing meaningful results on top of our existing strong opinion, educating us what analyses, perspectives, models and use cases are additionally available, and prioritizing these understanding our technical infrastructure, driving feasibility of bi projects, and balancing business urgency with implementation effort planning, conception and implementation of bi projects, the technical side as well as the business side the full responsibility for freeletics business intelligence "
17745,t,"answers customer/client requests or inquiries concerning servicesresponsible for improving customer retention through programs and service provided to the customercontinually maintain working knowledge of all company products, services and promotionsmake recommendations according to customer's needs on features, accessories, upgrades and rate plansresearch, resolve, and respond to customer issues in a timely manner"
6409,f,"the role here at tile, we are looking for an education-oriented, good-hearted, and incredibly empathetic individual to build out our customer-centric support community organization. being a lover of communication, strategy, metrics, and process, your primary responsibility will be to enable tile to grow at a faster rate by delivering world-class support to all our users. you understand that people need help, and find delight in teaching them “how to fish” or just simply solving their problems. you actually enjoy it when products break because it gives you an opportunity to delight a customer, build a relationship, and solve their problem quickly. however, as much as you love talking to customers, you know that preventing an issue from happening in the first place is the real accomplishment. overall, you are meticulous about understanding, prioritizing, and communicating customer pain points and can look past symptoms to find the underlying problem. you are adept at marrying business requirements and customer needs, and will use them both to set the global customer support and community strategy. you’ll establish priorities, manage and further build a global organization of top talent, and leverage best-in-class systems and processes to delight the tile community. with your leadership, your team will be responsible for anticipating, identifying and satisfying the support and services needs of our customers. working collaboratively with engineering, as well as with other stakeholders, you will ensure that our customers are achieving maximum value from tile. responsibilities manage, build, and retain rockstar customer support community team members dedicated to delighting our customers while developing successful long-term customer partnerships. define and execute tile’s global customer support strategy; communicate priorities both internally and externally. help invent creative and surprising ways of delighting tilers so they come back for more, deepen connections with the community, and empower them to help themselves and help each other. develop leaders and career paths for individuals on the team. ownership of the customer success team's responsibility to provide the highest quality customer service to tile’s customers. continuously optimize all customer support processes with the goal of delivering the highest quality customer service possible while maintaining business needs. rigorously categorize customer issues to provide feedback and drive product and engineering decisions/resources. work with engineering and quality assurance to diagnose and resolve critical, escalated issues, improve troubleshooting guidelines, and properly file bugs in jira. maintain a mindset of continuous improvement focused on the customer experience, ensuring high customer satisfaction and retention. "
4060,f,"us-sino new power hr and cultural service inc. is providing different programs of teaching english in china for native speakers. these are fifty- day, four-month, one-year and longer internship programs with generous payment, and the candidates will have an opportunity to come to china mainland and teach english in chinese high schools in divergent locations. excellent candidates will collect recommendation letters from the employer school. it is a great program to teach english, to learn chinese and the history of this great country, and to establish international network. the experience will be a lift for your personal career development and an marvelous investment in your profession in education. moreover, it's a trip to having some fun, to earn some paychecks, and to build your resumes at the same time! the followings are the examples of our programs. contact us if you are interested or desire to know more programs of ours. 1. beijing p children school school type: international children’s school esl english teacher wanted 1. school location:beijing city,china. 2. yearly pay:approximately rmb270,000(usd45,000). 3. native english   least 2-year teaching experience. 4. ba or higher degree in the field of early childhood education or tesol/efl certificate. 5. at least 1-year contract signed,starting from august 15th,2014. 6. students age:2-6yrs old. 7. full-time homeroom teacher collaborated with 3 chinese teachers. 8. 8:30~17:00 on     20 office hours per month(school activities participation included). 9. weekly meeting on mondays,and class preparation is needed. 10. on going academic training and workshops. benefits 1. renew contract:rmb30,000(1-year contract completed). 2. airfare:a round-trip international flight tickets reimbursement(at least 1-year contract completed). 3. free lunch with children on working days. 4. china national holidays and paid summerwinter vacation. 5. working visa,residence permits,foreign expert permit provide. 6. free housing. 2. shanghai l training schools starting date: asap location: shanghai school type: training school requirements: 1, nationality: native country (uk, usa, canada, australia, south africa, ireland is also acceptable) 2, age :23-40 years old 3, contract period: 1 year and 3 months (3 months probation period +1 year formal contract) 4, education degree: bachelor degree or above + tefl / tesol / celta (over 120 hours) 5, expected date: the sooner the better responsibilities: 1, oral english course 2, routine activity + club + open class 3, students age :3-18 years old 4, class size :8-15 5, workload: stay in office and teach 36 hours weekly benefit: 1, monthly salary :13000-16000 rmb /month 2, provide working visa and state foreign experts certificate 3, flight tickets: rmb 5000 at the end of the contract period 4, holidays: 11 public holidays per year + 5 days annual leave 5, 2 days off per week (need to work on saturday and sunday); working hours are from 12:00pm -8:00pm usually; 6, accommodation: no 7, provide commercial insurance 8, other subsidy: 2,000 yuan if the teacher comes from oversea directly 3. internship in china (summer camp) we are looking for candidates who are ready to join this program in china. it is a great opportunity to travel a lot in china, attend tesol training and get certificate, learn chinese language and culture and teach in china. meanwhile, you will build independence and confidence, make friends and build international network. this experience will be a vehicle for personal growth and an investment in professional future. program period * jun 29th - aug 15th(~50 days) services and benefit * free airport pickup and free accommodation * free 24/7 support and visa arrangement support * 1 day city tour, 2 days travel and 3 days outing * provide orientation training and guide (mentor) * free tesol/tesl/tefl training and certificate * rmb6, 000 allowance total note: please take care your own airfare by yourself program procedure * apply via email with your cv * interview face-to-face, or/and by skype or phone * offer and visa requirements: * native speaker students * 20+ years old and health * major in tesol, tesl,tefl, or certificate holder is a plus responsibilities: * organizational, welcome and farewell activities preparation and teaching english from the assigned book facilitation of various activities about us us-sino new power hr and cultural service inc. (new power) is committed to promoting human resources, education and cultural exchanges between china and the united states. web:   149 madison ave, new york, ny10016"
1170,t,"administrative assistantessential job responsibilities:answering and routing telephone calls to appropriate peoplescheduling appointmentsmaintain paper and electronic filing systems for records and messageslimited courier responsibilitiesperform any additional duties as assigned or requestedrequired qualifications:at least two years of experience and knowledge to perform essential job functions assignedable to work in a fast-pace environment and be able to multi-taskexcellent communication skills and computer knowledge (quickbooks a plus)well organized, highly dependable, and efficientmust have problem solving skills and be detailed orientedmaintain respect at all times for confidential informationstarting pay $25/hrbenefits:401k plan with company matchingmedical, dental, vision coveragevacation paydisability insurancelong-term care insurancegrowth opportunities"
4002,f,"job description: stylistpick is one of the most innovative online fashion brands in europe and is looking for a head of online marketing to lead its in-house marketing team and manage external digital agencies. customers are stylistpicks lifeblood and as such, we believe that every touch-point with our customers should continually delight, engage and exceed their expectations. in order to support our continuing growth, we are seeking a true marketing leader with experience in strategic and tactical implementation of acquisition and retention based campaigns, customer segmentation, and in-depth analysis of customer data and marketing channel performance. the role: reporting directly to the ceo, the head of online marketing will be responsible for crm, executing online customer acquisition activities including paid search, seo, affiliates and online display advertising across the uk, france and spain. you will be managing a team of three crm managers and be liaising with several external performance-marketing agencies. the candidate: this is a hands-on role for someone who is analytical to the extreme and has a track record of elevating the shopping experience and driving customer retention through effective metrics and analysis. you will have strong excel skills and be able to report back to the team in an effective, informative manner. responsibilities: collaborate with business leaders to define and execute performance-marketing strategies for stylistpick work closely with brand marketing leaders to represent the voice of stylistpicks brand in all performance based campaigns establish, implement and manage the use of key customer data, metrics and analytics in making business decisions. be the champion of data and analytical based decision making for the company manage and lead performance marketing initiatives be a key influencer on the stylistpick website with a focus on optimization, relying on appropriate metrics and data to better enhance campaigns gather critical customer data via analytics to better understand the customer, their behaviour and their engagement with the brand create test hypothesis for each marketing channel to execute to continually optimize campaigns "
17258,f,"pmp recruitment is currently looking forwarehouse operatives. job description: in-loading and unloading trailers tray washing and baling by operating conveyors in compliance with health safety regulations stacking various type of equipment accordingly to customer standards housekeeping and general duties as required keeping warehouse clean and tidy including keeping gangways clear and litter removal there is the opportunity to progress with a world-class client in several different roles, which may eventually lead to a permanent opportunity directly with the client. the operation is 24/7 and the rate of pay is £6.50 per hour for all shifts, with several breaks throughout the course of the working day. shift patterns are generally 6am - 6pm, 6pm - 6am and we aim to operate on a 4 on 4 off shift pattern where possible. don’t delay, send your cv across to us and if you are suitable we will be in contact to arrange an interview induction."
9147,f,"play with kids, get paid for it. vacancies in asia $1500+ monthly ($200 cost of living) housing providedairfare providedexcellent for student loans/credit cards"
6500,t,"the center manager must establish and maintain excellent customer service with every existing and potential customer. work involves but is not limited to: overseeing operation of the center, ensuring maximized sales and profitability, center security and safety, inventory control, meeting monthly and yearly contribution to plan (ctp) goals, and expense control. this position reports directly to a district manager. the center manager will: cash checks using established risk analysis and risk management materials. risk analysis is defined in current training manuals and/or policies and procedures materials. follow and administer center security and safety procedures reporting discrepancies to district supervisor market all accion financial services through cross-selling and solicitation; trains and assist other center employees in marketing efforts process customer loans accurately following written guidelines oversee daily center operations. review, interpret and act upon reports including but not limited to: trend report, combined income statement, and ctp supervise, monitor and direct service associates on operations and customer service issues ensure returns and cash shortages are within established limits manage controllable expenses through proper staffing, utility usage, janitorial and maintenance service and inventory of non-cash supplies ensure a clean and safe work environment at all times (parking lot, lobby and booth). examine and inspect the conditions of internal and external signage meet and exceed center budget goals. achieve profit maximization through application and control of expenses maintain a flexible schedule to work in other centers as needed performs other duties as assigned "
10600,f,"we are the most efficient and motivating way to become athletic. anywhere and anytime. no weights or machines. athletes receive their training plans, connect themselves and compare their workout times via our app and website. we count more than 2,000,000 registered users around the globe. and thousands more every day. we are growing. rapidly. and this is just the beginning. hard work, passion and an awesome team. the chance of your life. we are looking for acreative director(full-time) in our headquater in munich you are responsible for the creation of concepts and production of all content (photo, videos and text). manage and develop our content production team, together with the head of content to create great content and stories that move people all around the world. maximize the impact of our content by getting the right content, through the right channels to the right people. create the next “just do it” for a new generation. your responsibilities: full responsibility for the creation of all content (photo, video, text) develop communication and marketing schemes and strategies build up, manage and develop our creative department (filmmakers, cutter, photographers, models, copywriter) develop concepts for great content (storytelling, emotions, motivation and target groups) ensure and manage actual content production together with your team as a project manager "
8065,f,"summaview is op zoek naar een gemotiveerde stagiair(e) marketing met ingang van januari. summaview is een jong bedrijf uit amersfoort die mensen, kennis en software levert op het snijvlak van controlling en business intelligence. wij bieden onze klanten top-controllers ofwel summaview specialists aan, die de beschikking hebben over een gereedschapskist vol met kennis, extra technische ondersteuning van developers en software op het gebied van business intelligence. oplossingen die summaview biedt zijn inventief, eenvoudig maar krachtig zodat organisaties zelf in staat zijn hun business intelligence-activiteiten op een hoger plan te tillen. op de afdeling marketing werk je met gezellige collega's die beschikken over veel energie, creativiteit en passie en nauw samenwerken om ambitieuze doelen te bereiken. wanneer je een stage gaat doen bij summaview word je onderdeel van een team die jouw ideeën en input zullen waarderen en die je zullen ondersteunen tijdens je stage."
