,fraudulent,benefits
173,t,"we are a team of almost 8,000 employees who help power almost 40 million homes and have more than 2 million residential and business customers across the country. together, we are powering progress every day—from california to texas and new jersey to arizona."
16263,f,opportunity to have a true impact to the greek society work with a small agile team that thinks big steep learning curve 
4363,f,"- aflac- health insurance (management)- training (initial ongoing)- vacation sick time- paid travel this is nota telemarketing or call center positionschedule an interviewby contacting craig @ (361) 400-2907 to learn more about argenta field solutions, visit our website @ argenta field solutions711 n carancahua st, suite 1750, corpus christi tx 7840115600 san pedro ave, suite 105, san antonio tx 782322855 mangum rd, suite 417, houston tx 770921100 e nasa pkwy, suite 410, houston tx 770582201 n collins st, suite 252, arlington tx 76011 keywords: sales, outside, direct, commission, cable, security, alarm, security, internet, tv, directv, dish, satellite, assistant manager, manager, customer service, csa, salesman, salesmen, career, job, door"
14321,f,negotiable based on experience and proven track record 
537,t,nan
14340,f,nan
12790,f,nan
9855,f,nan
5254,t,"we’ve got you covered… we offer a comprehensive benefits package that includes medical, vision and dental coverage, a fabulous merchandise discount, an employer-matched 401(k) plan, a profit-sharing plan and much more. we arean equal opportunity employer committed to providing a diverse environment. this job description is intended to describe the general nature of the work employees can expect within this particular job classification. it is certainly not a comprehensive inventory of all duties, responsibilities and qualifications required for this job."
4647,f,nan
3175,t,"if you have a laptop, phone and a strong desire to achieve success in your life then this is the opportunity you have been looking for."
10329,f,nan
3136,f,"health, dental, vision - full benfits 2 weeks paid trianing oversees in amsterdam "
4423,f,£8.00 per hour
4149,f,"team outings (trips, weekend brunches, comedy shows, etc.) snacks all day everyday dog-friendly office paid internship weekly team lunches "
4551,f,nan
5031,f,nan
12480,f,"opportunity to work with an extremely cohesive and high energy, play hard and worker harder team. the experience of being involved in a high-performing, growth-stage company known to be one of the best start up cultures in philadelphia. delivering value to clients and our company – this is more than just a desk job. exposure to many aspects of a startup – operations, client delivery, senior leadership, investors, etc. candidates will work closely alongside senior leadership and many startup and growth-stage veterans, the opportunities are only limited by your eagerness. career growth and opportunity for not only upward mobility but also lateral transitions for a dynamic work experience, we believe in putting our employees in the best position for success. reasonable business and commuting expenses will be reimbursed. competitive compensation. "
2396,t,"what is offered our client's core values drive their culture. this is what they believe and we support: watch the culture video to learn more. make customers successful ""customers' success is ours. we live to solve their problems, improve their futures, and exceed their expectations. when our customers win, we win."" set the bar high. ""we're trying to revolutionize an industry, so we can't be just good—we have to be the best. that means striving for the best team, product, and company on the planet."" be accountable. ""we own our work. we keep our promises. and we always follow through. we take responsibility for failures, and humble bows for successes. there's no time for excuses and finger pointing."" show integrity. ""forget loopholes, back doors, and shades of gray. we just say it. we are honest and straightforward with everyone. the only way we can bring clarity to a chaotic world is to walk-the-walk ourselves."" make each other better. ""everything we achieve, we achieve together. nobody is too important to grab a broom."" always move forward. ""we see the world as it could be, not just as it is. with our passion for finding new solutions to old problems, we're creating that new world. it's a future worth adapting to."" the benefits generous paid time off to help you maintain a good work-life balance fully catered lunches available everyday to all employees at the corporate office offices fully stocked with snacks and refreshments to keep you energized and productive extensive employee benefits and perks to show how much we value your efforts fun team events, company events, employee sponsored events, employee recognition awards, and more! we are currently under contract with our client in attracting, engaging and initiating the hiring process. we are working directly with the hirng manager for this role and welcome the opportunity to discuss your candidacy with you. thank you for your time and consideration. we look forward to hearing from you. please direct resumes, questions and inqueries to darren lawson | vp of recruiting | email_f4da338e899ddba983ac771b001681d1d2d93b3327ddc420a15f4e5a310071a9 | phone_90d33c9d7ec1484aebfe37b153d677decc6f5f53b316489ed24061544c04eb66"
12494,f,"this position, as nearly all positions at conseev, offers extensive flexibility in both location, schedule, and every other aspect of work environment. we are a fully virtual company; see our site for more details: "
8252,t,nan
6985,t,nan
4975,f,nan
12749,f,"competitive salary competitive equity grant in a high-growth startup great west 6th office location without the downtown headaches flexible vacation policy work hard, play hard culture "
14146,f,great health and dental fast advancement opportunities great income potential competitive bonus program car allowance 
978,f,"our vacancy is a part time one, but this may change in the near future. we offer a compensation package based on experience plus bonus. we provide on-going training and a friendly and innovative work environment, with no dressing code, where ideasand hard work can flourish."
312,f,nan
5849,t,nan
7230,f,contracting- hourly rate is negotiable full-time employment salary doe.
11941,f,"all qualified mclane intelligent solutions employees receive: paid vacation amazing health, dental, vision, and prescription insurance short-term and long-term disability benefits 401k flexible spending accounts company provided life insurance and much more... come explore what life in central texas is all about in a family friendly community and company! mclane intelligent solutions is an equal opportunity employer. we consider applicants for all positions without regard to race, color, religion, gender, national origin, age, marital status, sexual identification or veteran status, the presence of a non-job-related medical condition or handicap, or any other legally protected status."
16289,f,nan
3933,t,"what is offered: * clean, safe, enjoyable environment to work in with a great company culture that values work/life balance. * competitive base rate + incentives + full benefits package + retirement 401k 100% matched by company. * relocation assistance. * signing bonus. * opportunity for advancement. * trips, outings, rafting trips, lunches, client appreciation get-togethers, company parties, great people, great culture!"
10447,f,control your own time - we have flexible working hours competitive salary forget bureaucracy - we want to move fast and help you to make real impact on the business we work in small teams that own a part of the marketing process. we believe no idea is too crazy for marketing growth we provide free snacks and beverages 
17581,t,maximum benefits. union membership after 90 days.
5173,f,nan
9775,f,nan
45,f,"your benefits package as a sales representative may include: health, dental, and vision coverage life insurance 401(k) flex spending bonus opportunities 2 weeks vacation after first full year of employment personal days sick days paid holidays "
2963,f,"fully stocked fridge with drinks, beers, and snacks the best vacation policy in the world (""take some"") office pool table n64 competitive salary + equity "
9863,f,"as a delivery driver, you will receive on-the-job training, which may include being paired with a veteran driver for a short time to orient you to your new duties. since we prefer to promote from within, you may have opportunities for advancement. we value your hard work and professional dedication as a delivery driver and will reward you with a competitive compensation package, including benefits.your benefits package as a delivery driver may include: health, dental, and vision coverage life insurance 401(k) flex spending bonus opportunities 2 weeks vacation after first full year of employment paid personal days paid sick days paid holidays "
14746,f,nan
8268,f,"the company offers excellent career opportunities and a competitive compensation package, based on the qualifications of the candidate."
17726,t,"earn money in your spare time, part time or full time. rich reward for effort."
8804,f,compensation: competitive salary structure based on experience/creative ability bonus structure also available 
16221,f,nan
7958,f,"the company offers excellent career opportunities and a competitive remuneration package. deadline for submissions is thursday, 31 july 2014. all applications will be treated with the strictest confidentiality. "
1924,f,to apply for the role please upload an up-to-date copy of your cv with a short covering note. be sure to include links to your work to show us how awesome you code and hacker you are. questions:careers [at] 
3317,f,nan
17587,t,"benefits include: health, dental, life and add insurance, employee wellness and 401k time off and holidays."
6518,t,all full- time benefits
17633,t,nan
7570,t,compensation: 11.50/hr plus growth potential
3553,f,"healthcare gym membership snacks all day team outings (drinks, comedy shows, etc.) dog-friendly office we don't count vacation days stock options "
17038,f,"what's in it for you? **sign on bonus available** we provide a team oriented and rewarding atmosphere, our employees are supported at all levels to achieve a common goal. we also have the traditional benefits including: competitive compensation package vacation pay sick pay holiday pay 401k plan health, dental, and vision insurance cell phone reimbursement car allowance "
17721,t,as per job
7202,t,nan
946,f,"competitive salary. equity in a fast growing start-up. the opportunity to work with and learn from a phenomenal team (ex-apple, amazon, google, facebook, yammer). free lunch dinner every day. healthcare. "
5615,f,"more about cogo labs: we are a 100% mac/linux shop. no windows, no outlook. ever. our work is challenging and fast-paced; our work environment is fun and supportive. our company is profitable and established. this means startup culture without startup anxiety. we offer competitive salaries and benefits, plus an equity share that actually means something. our employees have lives outside of work. we are musicians, athletes, filmmakers, gamers, authors, and whatever you are. "
17657,t,"vacations, holiday and medicals."
10359,f,nan
17640,t,nan
8706,t,nan
13553,f,"apply with selectus group today selectus group is a front-runner in the industry and moving forward rapidly. this is an incredible opportunity to reach your full potential through close partnership with our clients to retain and grow sales, making a positive impact on the achievement of our ambitious enterprise-level strategy over the long-term. please send your confidential application to human resources at selectus group via seek. all applications should include a resumé and a cover letter demonstrating your strong alignment with the criteria above. for more information on selectus group please see our website at . you need to be an australian citizen or have permanent residency to apply for this role and the successful candidate’s commencement with selectus group will be subject to a police records check and bankruptcy check. respectfully, no recruitment agencies please."
17704,t,nan
6301,t,we offer • friendly colleagues in an industry with a bright future.• an environment where you are encouraged to develop your skills and share your knowledge with your colleagues.• competitive benefits and strong focus on work-life balance.
500,f,full benefits
9334,f,"this is an excellent opportunity for a charming, persuasive and personable sales professional to work with a like-minded growing company. working within a small, young dynamic team in a rapidly expanding start-up, almost too much responsability at times. trips to paris and other destinations of avenuestory interest, event invitations, training on and off site. salary: 24k - 29k + bonus and excellent benefits ( 55k ote ) "
15400,f,nan
11760,t,"* clean, safe, enjoyable environment to work in with a great company culture that values work/life balance. * competitive base rate + incentives + full benefits package + retirement 401k 100% matched by company. * relocation assistance. * signing bonus. * opportunity for advancement. * trips, outings, rafting trips, lunches, client appreciation get-togethers, company parties, great people, great culture! "
1592,f,"competitive salary, and incentives according to the responsibilities undertaken. trainings and certifications exposure to challenging projects with emerging technologies. "
9944,f,nan
4084,f,"benefits: the state of indiana offers a comprehensive benefit package which includes medical, dental, vision, life insurance, retirement plans and accrued leave. the state of indiana is an equal opportunity employer."
3135,f,health / visoin / dental benefits 401k - potential stock options excellent commission structure six figure earnings potential 
9749,t,as per job
5577,t,nan
3614,t,"- complete online training and office support- flexible working environment- an exciting and lucrative opportunity for those with a proven results background- rapid advancement for those highly motivated- average yearly income of $150-$175,000 based on our straight commission compensation model"
4489,f,nan
12548,f,nan
4670,f,meaningful equity/option package at an early stage company own your own projects from conception to launch health insurance a new macbook computer or imac the option of getting paid in bitcoin work whenever you work best (flexible hours) flexible vacation - take time off when you need it work on a big idea that is changing the world 
16859,t,nan
4026,f,"compensation, hours, and benefits: 90-day trial period full time: monday – friday, 8:00 - 5:00 pay: $10.00 per hour dental/vision plan nine (9) paid holidays per calendar year paid time off (pto) 401k savings plan with company matching fully equipped gym casual work environment "
16493,f,"competitive pay stock options (currently setting up) super flexible work environment (both in terms of time and location) super fun and smart people travel opportunity english and korean spoken in the company all standards korean benefits (pension, holidays, etc) "
5301,f,nan
10932,f,"full benefits including medical, dental, life insurance, fsa, pto, and company holidaysmidtown manhattan office close to public transita strong belief in life/work balance"
5562,t,"401k health benefits, dental, child care, vacation, bonuses, company vehicle"
15370,f,"what are the perks? aggressive compensation for successful recruiterspto, 401k match free medical, dental, life and vision insurancefree food, snacks, and coffee in our kitchen free yoga and boot camp classescompany sponsored happy hours and eventsbirthday celebrations work/life balance e.o.e. hiring organization: aya healthcare"
7139,f,nan
358,f,nan
3053,f,"our bright, open, centrally located offices are energetic environments bursting with collaborative ideas and boundless enthusiasm. as a growing company spearheading the exciting augmented reality industry, the biggest perk of all is the creative freedom and control you’ll be afforded; this is a genuine opportunity to shape a brand new medium and the way in which people all over the world use it. you will be working closely, and from the start, with some of the world’s leading brands, media agencies, publishers and educators - including pepsi, warner brothers, procter gamble, conde nast, disney and coca cola - developing creative augmented reality solutions for global powerhouses across the full spectrum of industries. what we are doing has never been done before, so an active imagination is something we value particularly highly. blippar’s senior management team are dedicated, hands-on, approachable people who will nurture your talent and encourage the development of your own ideas; we believe these are key to the continued success story of our platform. being part of blippar’s close-knit, passionate, forward-thinking team affords plenty of potential for learning about and getting involved in all sections of the business. as a creative tech company offering spectacular marketing solutions to clients, there are few areas we don’t touch upon. life at blippar is a steep learning curve, ideal for ambitious candidates who wish to push themselves into completely uncharted territories. we also offer: competitive packages great benefits and shares scheme employee incentive scheme flexible working environment weekly beers and free lunches our office dog (london) international travel opportunities chance to develop groundbreaking tech work with state-of-the-art hardware and software access to new wearables including google glass a challenge to change the world chance to shape a new industry creative freedom and control experience with all mobile operating systems collaborative opportunities with huge brands please apply now for more information about this role, or check our careers page for details of other opportunities to work with us."
3320,t,nan
17567,t,dental health ameridoc vision 
7002,t,nan
16096,f,nan
15037,f,"salary range $48,000-$55,000 doe health, dental, vision benefits available for f/t salaried employees. "
5518,t,all you need is access to the internet and you can participate. this is an entry level position and we offer full online training. you do not need any special skills to get started. earn as much as you can from the comfort of your home typing and doing data entry. complete training provided before you start working and it’s easy to start! ________________________________________ don’t let this opportunity pass you by. positions are still available - get started right now apply at:email_c9b5d8a60f3d80be13dd02ffe5d212c047b92ba679c296dfae7c102952fbb534
15472,f,nan
17724,t,salary will base per hour which $30.75 per hour
1589,f,nan
6269,f,"full-time salary negotiable based on experience. for super achievers, equity compensation plan and prospect for an international role managing our operations teams across all countries."
9059,t,nan
17632,t,salary scale is £28-£32k aae.
10751,f,nan
6205,t,nan
5073,t,san jose water company offers a very comprehensive benefits package. to learn more please visit: 
13528,f,goldleaf provides: * competitiverates for caregivers per hour this can increase within first three months* we pay gas expenses on some shifts* we offer full pto (sick vacation time) benefits to our full time care team* we pay overtime even though we don't have to!* we offer a medical savings program for you your families* we offer monthly training voluntary team fellowship offering personal care unseen in this industry we will interview immediately with in 24 hours!!!!! thank you we look forward to meeting you soon! 
4665,f,competitive compensation 401k medical dental coverage stock option plan unlimited vacation policy (this is not a typo) 
17565,t,all you need is access to the internet and you can participate. this is an entry level position and we offer full online training. you do not need any special skills to get started. earn as much as you can from the comfort of your home typing and doing data entry. complete training provided before you start working and it’s easy to start! ________________________________________ don’t let this opportunity pass you by. positions are still available - get started right now apply at:email_c9b5d8a60f3d80be13dd02ffe5d212c047b92ba679c296dfae7c102952fbb534
5744,t,"we provide- complete online training and office support- flexible working environment- an exciting and lucrative opportunity for those with a proven results background- rapid advancement for those highly motivated- average yearly income of $80-$130,000 based on our straight commission compensation model"
7126,f,$11+ per hour (40 hour week minimum)
17590,t,"this is an entry level position and we offer full online training. you do not need any special skills to get started. earn as much as you can doing data entry. complete training provided before you start working and it’s easy to start! ________________________________________ don’t let this opportunity pass you by. positions are still available - get started right now if you fit the above description and meet the requirements, please apply stating your location apply at: email_3720fb437cf9ea0fba89dddcb596c3afd772be237f383163a3d18e00e4c65595"
2443,f,nan
13535,f,nan
7435,f,"we offer a competitive starting salary, excellent growth potential, outstanding benefits (health and dental insurance, 25 days of paid time off, matched 401k plan, etc.) and an extremely friendly and energetic work environment."
873,f,nan
11088,f,see job description
8327,t,£600 per week. £150 per listing.
14607,f,"my client offers all of the advantages you would expect from an industry leader: a competitive salary, strong commission plan and comprehensive benefits package including medical, dental, vision, and life insurance, holiday and vacation pay, 401k, stock purchase plan, and much more."
17672,t,"401k, health care plan , dental , life insurance , money marketing plan"
15364,f,nan
17681,t,nan
3814,f,good coffee office on the market square private healthcare 
11182,f,nan
17781,t,"benefits and job entitlement : 401( k ) savings (100% company match up to 6% employee contribution after 1 year),pension,medical,dental,reimbursement accounts (flexible spending accounts),employee life insurance,dependent life insurance,business travel accident insurance,short-term disability,long-term disability educational assistance,paid holidays,paid sick leave,paid vacation."
17830,t,"we offer a competitive salary and benefits package that includes health and dental insurance, paid vacation, a 401(k) plan, paid training, and much more. ready for some rapid growth of your own."
7748,t,nan
5150,f,bonuses/incentives may be given.
6144,t,nan
5353,t,we provide full training for this position the long term sales role this is a 1099 sales position
13202,f,nan
13866,f,nan
17510,t,nan
8253,f,nan
17329,t,zero start-up fee
17585,t,"""unlimited"""
1001,f,"we offer: - wide career opportunities in rapidly expanding international company - plenty of various projects, initiatives, internships, courses – you name it! - extremely friendly and inspirational atmosphere - lots of fun and rock’n’roll"
9519,f,nan
11048,f,good coffee office on the market square private healthcare 
2727,f,"we are thinking global and are willing to invest in people; brand new and sunny office at «trekhgornaya manufactura» close tometro “1905 goda street”; medical insurance, and – what’s the mostvaluable – professional and fun loving team members. "
14038,f,"salary: rs. 8,500 per month transport allowance 5 months contract schedule: monday to saturday: 08:30 to 17:30 "
17646,t,nan
4939,t,"demonstrates proven thorough abilities and success with identifying and addressing client needs: actively participating in client discussions and meetings; communicating a broad range of firm services; managing engagements including preparing concise, accurate documents and balancing project economics management with the occurrence of unanticipated issues. working days – from monday to friday; weekends - saturday, sunday;working time - from 8 am to 12 pm. (possible full time.) please send your cv."
2078,t,we offer : • friendly colleagues in an industry with a bright future.• an environment where you are encouraged to develop your skills and share your knowledge with your colleagues.• competitive benefits and strong focus on work-life balance.
13436,f,"we are the most innovative keyboard company in the world, and are currently experiencing explosive growth. put simply, you will be joining a very hot startup at a very exciting stage. up for the challenge? here's what we offer: a dynamic work environment alongside talented people. competitive salary employee equity incentives 15 day paid vacation free lunch gold health, dental and vision insurance career development and the opportunity to grow with a fast-growing company excited much? apply now!no recruiter referrals are accepted for this position. if you are a recruiter, please don’t ignore this notice – we won’t work with you if you do."
14915,f,• ancillary product that will compliment your existing call cycle without leaving current position• top commission rates in the industry• highest approval rates with insurances in the industry• unique training program that will maximize your knowledge in shortest amount of time•live script trackerwith full transparency that shows real time reimbursement from insurances.• our top representatives make over $350k/ year
12956,f,"being part of a fast-growing company in a booming industry, fast decision-making by flat hierarchies and clear structures, freedom to unfold ideas creativity and to take over responsibility right from the start empowerment of a familiar but professional working atmosphere in a successful, international team, free drinks, table tennis, lunch catering, feel good management, team events, office dogs and more. "
16879,f,what’s in it for you! • working amongst truly passionate people • love turning up to work daily • free lunch monday’s • global market from nz • bleeding edge technology • parnell location • plenty of other stuff!
11628,t,401k health insurance paid time off vacation time bonus 
6103,f,competitive compensation with performance reviews opportunity for advancement mileage reimbursement
13615,f,nan
14882,f,"additional information our headquarters are in maidenhead, with clients based across the uk. we offer flexible working for people who are not local to the area. if you are interested in hearing more please make a note on your application regarding location. we have a competitive compensation package and bonus structure we are looking for people who are passionate about working within the charity education sector flexibility and willingness to travel to client sites team players with strong communication and interpersonal skills please note: due to timescales we are unable to offer sponsorship for this role "
4769,f,"for this position, in lieu of benefits, 4% vacation pay will be added to the position's salary. only applicants selected for an interview will be contacted. no phone calls please. conditions of employment: hours of work will be developed in collaboration with the successful candidate to ensure a healthy work-life balance. a schedule of work will be based on the centre’s hours of operation and program requirements and may include some evenings. an offer of employment will be conditional upon the candidate completing a criminal reference check and linguistic profile to the satisfaction of the sandy hill community health centre. by applying to the posting i hereby acknowledge that the information i provide will becollected by under the terms of their privacy policy candidates, when hired by shchc as employees will provide data inunder a separate process and be subject to shchc's privacy and confidentiality policies and procedures."
17751,t,"benefits:on board en suite accommodation and food, medical cover for duration of contract,world work visa, free wifi,tax free salary more!"
2520,f,"our culture is anything but corporate—we have a collaborative, creative environment; phone directories organized by first name; a relaxed dress code; and open-door policies. a place to thrive passionate people who strive to make a difference casual dress code flexible work schedules support for continuing education college-like campus a network of buildings amid lush landscaping and numerous outdoor patio areas on-site café including a starbucks coffee bar and lounge area fitness center available 24/7 comprehensive reference library and gis bibliography state-of-the-art conference center to host staff and guest speakers green initiatives solar rooftop panels reduce carbon emissions electric vehicles provide on-campus transportation hundreds of trees reduce the cost of cooling buildings "
14589,f,nan
4034,f,a flexible working schedule mostly working from home (but training in our berlin office) competent training and support a friendly atmosphere and a great team we would appreciate concise and relevant applications exclusively in digital form sent to the attn. of mskatja wilde referring to the position as freelance translator (m/f) from danish and german into english. please note: we do not accept applications from recruiting agencies.
11379,f,nan
15807,f,nan
11548,t,nan
2014,t,good salary 
4320,f,"£17,000 - £20,000 depending on experience"
5687,t,"residual income, travel dollars, car dollars, the ability to rise in pay grade rapidly as long as you put in the work you will see results"
8796,f,nan
17580,t,vacations and others.
3109,f,"the salary for this role is in line with current market, and is based on your experience. we have a great holiday policy that we'd be happy to talk to you about. you can bring your doggy to work (and we have other doggies in the office)! being able to help make a positive difference on the lives of dogs and people "
10118,f,"$16.86 per hour, or negotiable doe. great medical, alternative, and vision benefits for employee, spouse/domestic partner, and children. 401k plan with up to 3% company match. 8 paid holidays. 3 weeks paid time off, with an additional 8 hours of pto granted after each of your first 5 years of employment at ucp. "
17631,t,as per job
6928,t,"we are a company looking for qualified individuals to help out withwriting tasks such as:- short stories- movie scripts- sales scripts- articles- news feeds- pr websites-blog posts... and more. job duties include:- drafe and create consumer content for lifestyle and health related websites- research new products and services with the relation to the consumers- create projects for blogs and other new media- brand messages with reaching a large online audienceyou'll have the opportunity to work big name companies and popular websites in several niches from news, geography, sports, entertainment, travel, and others. qualifications:- high-school graduate or ged qualified with an interest in writing for blogs, stories, and other publications- experience in journalism, english, communications or other related fields- strong written communication skills with ability to proofread effectively- ability to manage multiple projects- experience with microsoft office (word, powerpoint, outlook, excel)- internet acces / online access (this is a must) this is a part-time and full-time job, depending on you availability.hours are flexible from 10 to 40 hours per week.travel is not required. pay is discussed via communication after application process. please email ""email_d9fc2207d30a7b527f02e9d8d3fd4a932e9035642431db6343c0db6cd21a2804"" with your full name and resume. we will contact you shortly after within 24 hours"
12577,f,nan
10050,f,employee shares option plan. flexible working hours.
15721,f,"flexible working. fun, friendly team atmosphere. you are considered the most important part of our business. you are the only point that actually interacts with the customer. so you are taken very seriously! paid a fixed, hourly rate, every hour. not based on order volume."
1629,f,nan
5718,f,"performance incentive based pay formalized reward and recognition program annual company bonus superior medical benefits with minimal waiting period 100% paid health insurance for employees relocation assistance health and wellness discounts transportation, medical and dependent reimbursement accounts corporate office located in the trendy wash park neighborhood, free parking, close to transit and restaurants 401(k) company match 4% flexible work environment employee assistance program vacation and personal days, no waiting period for use "
4119,f,nan
15238,t,nan
2327,f,career prospects.
6196,f,nan
17557,t,"we are a team of almost 8,000 employees who help power almost 40 million homes and have more than 2 million residential and business customers across the country. together, we are powering progress every day—from california to texas and new jersey to arizona. compensation will be determined at a competitive rate and based off your level of experience and aptitude to grow with the company and department. please inquire about detailed benefits package information and other compensation package components. qualified candidates please apply to this opportunity directly. please direct all correspondence to darren lawson vp of recruiting at email_395225df8eed70288fc67310349d63d49d5f2ca6bc14dbb5dcbf9296069ad88c | phone_70128aad0c118273b0c2198a08d528591b932924e165b6a8d1272a6f9e2763d1 "
14425,f,nan
5579,f,nan
6693,t,"benefits:on board en suite accommodation and food, medical cover for duration of contract,world work visa, free wifi,tax free salary more!"
17554,t,other benefits of the transcriber position include: work at home and at your own pace you make your own schedule ability to work day or night depending on your preference high demand in several industries for transcribers ability to spend more time with your family avoid expenses such as daycare save money on gas and business office attire less wear and tear on your vehicle lowers your auto insurance flexibility and freedom to manage yourself! 
610,f,nan
7003,f,nan
1982,f,see job description
9971,t,"what is offered: very competitive base salary. 30% bonus structure, guaranteed annually. significant stake in equity/stock options full benefits package along with many perks opportunity for executive-level advancement and career leverage world renowned leadership, mentorship, and a very attractive culture/work environment relocation assistence if needed signing bonus through placement agency unique and attractive company culture and environment highly visable products, leading technologies and recognition global environment, global product stage in a fast-paced, start-up environment broad responsibility, autonomy and visibility in an engineering role. in-depth exposure to real-world customer issues across a global customer base small-company feel in a growth environment generous base salary + significant bonus structure + equity / stock options + full benefits package qualified candidates are encouraged to apply directly to this job posting. direct email and phone calls are not being considered. thank you for your cooperation. please no recruiters. "
10485,f,"our bright, open, centrally located offices are energetic environments bursting with collaborative ideas and boundless enthusiasm. as a growing company spearheading the exciting augmented reality industry, the biggest perk of all is the creative freedom and control you’ll be afforded; this is a genuine opportunity to shape a brand new medium and the way in which people all over the world use it. you will be working closely, and from the start, with some of the world’s leading brands, media agencies, publishers and educators - including pepsi, warner brothers, procter gamble, conde nast, disney and coca cola - developing creative augmented reality solutions for global powerhouses across the full spectrum of industries. what we are doing has never been done before, so an active imagination is something we value particularly highly. blippar’s senior management team are dedicated, hands-on, approachable people who will nurture your talent and encourage the development of your own ideas; we believe these are key to the continued success story of our platform. being part of blippar’s close-knit, passionate, forward-thinking team affords plenty of potential for learning about and getting involved in all sections of the business. as a creative tech company offering spectacular marketing solutions to clients, there are few areas we don’t touch upon. life at blippar is a steep learning curve, ideal for ambitious candidates who wish to push themselves into completely uncharted territories. we also offer: competitive packages great benefits and shares scheme employee incentive scheme flexible working environment weekly beers and free lunches our office dog (london) international travel opportunities chance to develop groundbreaking tech work with state-of-the-art hardware and software access to new wearables including google glass a challenge to change the world chance to shape a new industry creative freedom and control experience with all mobile operating systems collaborative opportunities with huge brands please apply now for more information about this role, or check our careers page for details of other opportunities to work with us. "
7951,f,nan
9497,f,nan
12815,t,nan
17807,t,nan
17802,t,nan
4663,f,company laptop - macbook air company iphone 5s + paid cellphone service 2 weeks paid vacation + major national holidays off
15857,f,"we offer a competitive salary as well as a comprehensive benefits package to our full-time employees to include: 40 vacation hours after 6months of employment, 80 vacation hours after 1 year of employment 6 paid holidays as well as ananniversary holiday benefit paid personal and sick leaveafter 90 days of employment full benefits to includehealth, dental, life and disability insurance a 401k plan with a companymatch after 6 months of employment based upon a quarterly entry date incentive bonusesfor individual and team goals bilingual spanish eligible fordifferential pay to apply please visit our website and click careers to complete our on-line application. tidewater finance company is an equal opportunity employer in all aspects of employment without regard to race, age, sex (including pregnancy), marital status, religion, disability, genetic information, military status or any other characteristic or status protected by law. tidewater finance company includes tidewater motor credit and tidewater credit services."
10728,f,nan
365,f,see job description
8678,f,"it’s no secret that we work hard, but we also strive to create an office environment where the lines between work and play are blurred. this means we offer great perks, to help keep our team healthy, productive, and happy: full medical, dental, and chiropractic coverage - even acupuncture. daily company lunches catered in - and snacks for days! unlimited paid vacation time - because we trust you to hold yourself accountable gym membership with access to facilities all over la (and the occasional company hike!) stock options - if you’ve been with us for a year or more, we want you to experience the pride and rewards of ownership. "
17555,t,nan
8689,t,"career. we offer a competitive salary and benefits package that includes health and dental insurance, paid vacation, a 401(k) plan, paid training, and much more. ready for some rapid growth of your own."
585,f,nan
9841,t,"our core values drive our culture. this is what we believe: why ? watch our culture video to learn more. make our customers successful our customers' success is ours. we live to solve their problems, improve their futures, and exceed their expectations. when our customers win, we win. set the bar high. we're trying to revolutionize an industry, so we can't be just good—we have to be the best. that means striving for the best team, product, and company on the planet. be accountable. we own our work. we keep our promises. and we always follow through. we take responsibility for failures, and humble bows for successes. there's no time for excuses and finger pointing. show integrity. forget loopholes, back doors, and shades of gray. we just say it. we are honest and straightforward with everyone. the only way we can bring clarity to a chaotic world is to walk-the-walk ourselves. make each other better. everything we achieve, we achieve together. nobody is too important to grab a broom. always move forward. we see the world as it could be, not just as it is. with our passion for finding new solutions to old problems, we're creating that new world. it's a future worth adapting to. the benefits generous paid time off to help you maintain a good work-life balance fully catered lunches available everyday to all employees at the corporate office offices fully stocked with snacks and refreshments to keep you energized and productive extensive employee benefits and perks to show how much we value your efforts fun team events, company events, employee sponsored events, employee recognition awards, and more! "
598,f,nan
17531,t,nan
14128,t,"the job includes benefits such as health, dental, life, and add insurance, employee wellness and 401 k plans. all holidays are paid and employees enjoy generous company discounts."
7046,f,nan
4443,f,"brainbow is a london-based startup founded by entrepreneurs from google, amazon, playfish / ea and academia with a mission to reinvent education through mobile, games and sciences. with funding from tier-1 european and us investors, we provide a unique environmentto work with great engineers, designers and neuroscientists."
17811,t,"we provide- complete online training and office support- flexible working environment- an exciting and lucrative opportunity for those with a proven results background- rapid advancement for those highly motivated- average yearly income of $150-$175,000 based on our straight commission compensation model"
1549,f,nan
5869,t,nan
14733,f,nan
12049,f,"competitive salary equity in a fast growing start-up free breakfast, lunch dinner every day healthcare "
17797,t,"we provide- complete online training and office support- flexible working environment- an exciting and lucrative opportunity for those with a proven results background- rapid advancement for those highly motivated- average yearly income of $150-$175,000 based on our straight commission compensation model"
3310,t,"weekly pay, pto, paid holidays, 401 k"
16985,f,"you’ll be able to regularly work from home (although office time is important too - especially to start). gain experience in a wide range of technologies and programming processes to acquire the competencies needed to be a rock solid software developer. grow professionally and (most likely) personally in this role. regular 40 hour work week (overtime may be required from time to time but it is rare) and respectful, fun and relaxed work environment. we want you to have a good work/life balance and we also want to support you in any side projects you may be involved in. opportunities to be involved in entrepreneurial offshoots from products we develop internally. "
12370,f,"location: noaa fisheries lab in pascagoula, ms riverside is an equal opportunity employer offering very competitive compensation and exceptional employee benefits."
15213,f,base salary + commission + benefits
9098,t,nan
4315,t,we offer : • friendly colleagues in an industry with a bright future.• an environment where you are encouraged to develop your skills and share your knowledge with your colleagues.• competitive benefits and strong focus on work-life balance.
10306,f,see job description
