fraudulent,company_profile
f,nann
f,"we help create communities that withstand the test of time the kuester companies professional management division specializes in the management of communities throughout the carolinas. from new construction to established communities, our veteran team of professionals oversee the maintenance and operation of associations that range in size from 20 to 3,000 homeowners. we represent and work closely with association members to protect property values, and uphold the quality of their community. our regional offices and our well-trained on-site staff ensure that issues are resolved quickly so that homeowners can enjoy the benefits of their community throughout the year."
f,"posist is a completely cloud based pos for restaurant industry.. it helps a standalone food outlet to a large food chain manage functions like billing, crm, inventory control, recipe and wastage management. realtime mobile reporting helps restaurant owner keep a watch on his business. we are the leading online point of sale solutions provider. with the motto of providing ""training free""and ""easy to use"" scalable solutions, it has successfully registered a pan-india presence withcustomers in over 54 cities. posist is the first company to provide a completely online pos to restaurants, which is also internetoutage friendly. posist derives its edge from being a company focused on food industry only. the platform is open to authorized third party application developers who want to serve restaurants with their solutions."
f,nann
f,"marketinvoice is one of the most high-profile london based fin-tech companies. the company is europe’s leading p2p invoice finance platform that allows smes to quickly and flexibly sell their invoices, releasing critical working capital in the process. our mission at marketinvoice is to modernise the way in which smes finance their working capital and fund their growth. we are seeking to bring much-needed innovation to the banking industry in much the same way that online retailers disrupted the high street. you will be joining a diverse, multi-talented, fast-growing team that is passionate about using technology to help businesses access funding and change the world of business finance."
f,nann
f,nann
f,"established on the principles that full time education is not for everyone spectrum learning is made up of a team of passionate consultants with the drive for putting people who wish to grow themselves through education whilst working into long term and relevant job roles. we also are official re-sellers for the institute of recruiters/ study course professional courses in hr practice, in-house recruitment and agency recruitment it is our mission to help anyone wishing to pursue an apprenticeship onto the right qualification and into the right job. we work closely with both the candidate and the employer to ensure when the learner is enrolled they are at the start of a long and successful career. we have great relationships with a number of national training providers to ensure we can cover any apprenticeship available."
f,"healthlink provides a computer communications system that links the information technology systems of more than 10,000 medical organisations across australia, new zealand, the pacific island nations and canada. each year more than 70 million pieces of clinical information are exchanged using the healthlink system. healthlink provides nearly all of the clinical communications used in new zealand and is the largest provider of clinical messaging services in australia. healthlink came into existence in 1993 as a result of the new zealand government’s health reforms and the company has been developing systems and services that facilitate exchange of clinical information since that time. healthlink has offices throughout australia, new zealand and canada. the company’s services are offered from data-centres in each of those countries. the company’s core focus is on ensuring that electronic communication processes are put in place to give patients certainty that their information has been appropriately handled. this is achieved by ensuring that the systems are 100% reliable and secure. we enable the electronic delivery of pathology and radiology results and discharge summaries. healthlink also provides a large managed security infrastructure and is a pioneer in the development of ‘cloud-based’ online forms technology that is used for ordering pathology services and for referring patients to hospitals and other secondary care services. "
f,nann
f,nann
f,"socialchorus® powers tens of thousands of brand advocates – employees, consumers and bloggers - to experience, create and share authentic content about brands they love. we call thisnew marketing category advocate marketing. our award-winning advocate experience™ solution makes advocate marketing easy. we combine a comprehensive saas platform with a dedicated, expert team and best practices to deliver measurablesocial engagementwithmillions of people every month. leaders in every industry, including consumer packaged goods, retail, technology, telecommunications, travel, automotive and financial services have chosen socialchorus, the recognized leader in advocate marketing. learn more aturl_3b6723d04568cf3a29863650ed55e95bd990c9554d832db7c34cdd476c21eb25"
f,"ny marketing firm is family-owned and operated right here in new york, ny. other companies may offer similar services, but our services are the best, and come with a personal touch.we are not your typical advertising agency. we employ a wider range of disciplines that approach the marketing challenge from many different fronts: branding strategies, csr , direct response, promotions, marketing collateral, public relations, internet media, event marketing, corporate identity, and anything else that helps move the sales curve in the right direction. no longer is a marketing plan confined to radio, tv and print. the world is at our fingertip!​most important, we approach every marketing challenge from a strategic point of view - we stay focused on the big picture, where success is always in sight. we embody the t.e.a.m atmosphere, where together everyone achieves more!!!ny marketing firm was founded in june 2010. since our inception, we have secured contracts with the largest telecommunications providers, cable providers, energy providers, and finance titans. furthermore, we have expanded our operations and brand to various markets throughout the country. we are growing at a very rapid pace in a time when the economy is receding. thanks to our phenomenal leadership and assertive marketing strategies we will be moving into new territories in the near future.""be a yardstick of quality. some people aren't used to an environment where excellence is expected.""-steve jobs"
f,"inviting inspirational individuals we’re fast becoming a world-class company, making a massive impact to charities. we’re looking for top talent to join our growing london and nottingham offices. 5 reasons to work for raising it 1. be part of a fast-moving tech company we love driving forwards innovation and everyone in the team contributes ideas we’re still a small team, making a big difference 2. work with leading charities our client list includes leading charities such as rspca, macmillan and unicef earn what you would elsewhere, but make millions for causes that count too 3. make a massive impact in the world the charity space is really struggling as government funding is decreasing the future is web and social media and we are leading the way 4. have a huge opportunity not just a job we are onto something big, you will be a big part of it, not a corporate clog our products have already hugely successful, but this is just the beginning 5. join a great, fun and friendly team our team is driven by the difference we are making we are passionate people that know how to work hard and have a good time "
f,crest financial is one of the leading privately held consumer financing companies in the united states. crest blends the use of innovative technology with a simple to use application process to drive revenue for thousands of retailers. retailers love our product and our people -- we are growing the business rapidly and we need more great people to join the team!
f,"we believe clients needa business partner who gets their business,gets the uniqueness of their culture and gets their brand. a partner who cancreate big revenue generating ideas,and in the same day, execute the minutiae of experiential programs flawlessly.we are traffikgroup.a different kind of company. a different agency experience.thanks for visiting our job board. please review our open positions and apply to the positions that match your qualifications."
f,"xplenty is all about making complex stuff look easy and enabling sophisticated big data technologies to the masses. working at xplenty, you’ll be surrounded by like-minded, technology oriented people, who are striving to excel and get to the next level of their career. at xplenty you will actually have the chance to make a difference in an industry that is exploding. use your talents to your benefit, enjoy waking up for work every day.we are a startup company that lets you shine!"
f,"wallflowr is a cambridge, ma based company working on developing technologies for a safer home and work environment. wallflowr has a patent-pending system to detect the proximity of people and advanced control of appliances and devices."
f,"vam systemsis a business consulting, it solutions and servicescompany with operations in uae, qatar, bahrain, usa, australia, singapore india. . we offers a comprehensive list of services in the field of it infrastructure management, cloud services, it consulting services, banking, management resources, information technology development, telecom, aviation, retail management government offerings."
f,"founded by serial entrepreneur clive jackson and launched in 2011, victor is one of the world’s most trusted names in private jet charter. with only a 5% fee for online bookings, victor offers the broadest selection of quotes for charter flights at the best prices directly from the operators. with access to over 700 contracted aircraft, victor can get you airborne in less than 2 hours from almost any airport around the world on any aircraft type. we're a small and growing agile team. as a team we aspire to the hacker culture and we care about what we do. we want to produce simple, elegant solutions to difficult problems. we take pride in getting the job done right. we want to improve as individuals and improve the team and wider organisation around us. our development team use modern technologies, tools and methods to produce a product that our customers love. we want our applications to be ubiquitous; any time someone is booking a jet they'll be using the victor platform.we choose the best tools for the job and right now that's mostly node and angular, with mongodb and a smattering of python. for vacancies for our other companies,   and global beach, please click on links below:   "
f,"intercom ( ) is a simple, personal messaging service for businesses and their customers. it provides a single, integrated platform for the whole company to use for support, marketing, product, sales communication and more. we’re on a mission to make web and mobile business personal. we believe that the future of customer communication requires not increasingly complex, impersonal point solutions, but rather a simple, seamless platform that applies innovations found in consumer services like facebook and whatsapp. founded in late 2011, intercom has raised over $30 million in venture capital and is backed by leading investors, the social+capital partnership and bessemer venture partners. intercom has been adopted by thousands of businesses, including heroku, hootsuite, rackspace, yahoo! and perfect audience. our customers love the product:  we like big thinkers with small egos who believe in our goal to build a uniquely impactful, long-lasting tech company. our vision is to fundamentally change forever how internet businesses and their customers communicate."
f,"levo league is a thriving community of young professionals, role models, and innovative companies taking gen y by storm. levo league's mission is to help professional women elevate their career by providing the best job opportunities, skill building tools and networking connections to accelerate their success. we've just raised $8mm to build the first-ever career recommendation engine. our investors areall private high-profile angel investors (e.g., sheryl sandberg) and lps in funds we like (e.g., social + capital partnership). sometimes we feed you vegetables: and fruit: our nyc office has a boss chair, imagine yourself in it: or imagine yourself as the shibu that runs the place: "
f,"vend is looking for some awesome new talent to come join us. you'll be working in an awesome team doing awesome things, and generally being awesome. learn about us on ourblog, or meet the team ontwitter,facebook,linkedin awesome space our brand new auckland office space is located on nuffield street in newmarket, surrounded by our customers and the industry we love. it is huge, open, and shiny new with great meeting room spaces, casual working environments and plenty of space to host awesome events. we don't do cubicles, just plenty of space, whiteboards and meetings rooms. we also have a great cafe/retail space with our very own front of house manager taking care of our visitors and fellow venders. like auckland our melbourne office is surrounded by retail. it's a great wee space equipped with tiny houses and some awesome cardboard cutout animals. our toronto office is located right in the heart of downtown retail district. like melbourne and auckland there's a great vibe with great coffee, boutique stores and some of the greatest restaurants in the city. our soma office in san francisco is located in the middle of the sf tech scene, just a (biz) stone's throw from twitter. the environment we want you to be at the top of your game. you can wear whatever clothing you like, start work late in the morning, take breaks whenever you want and generally work the way you want to work. who we're looking for vend is looking for people to push the boundaries. we are a hard working professional team with a wicked sense of humour, and we are looking for people who thrive in a collaborative open environment. we want passionate, hard working, talented individuals that want to lead in their field."
f,"established on the principles that full time education is not for everyone spectrum learning is made up of a team of passionate consultants with the drive for putting people who wish to grow themselves through education whilst working into long term and relevant job roles. we also are official re-sellers for the institute of recruiters/ study course professional courses in hr practice, in-house recruitment and agency recruitment it is our mission to help anyone wishing to pursue an apprenticeship onto the right qualification and into the right job. we work closely with both the candidate and the employer to ensure when the learner is enrolled they are at the start of a long and successful career. we have great relationships with a number of national training providers to ensure we can cover any apprenticeship available."
f,"crossroads treatment centers is a nationally-accredited, medication-assisted, out-patient program that delivers fast, effective and affordable treatment for persons suffering from addiction to opiates. we provide effective and affordable outpatient treatment for opiate dependence. our team of experienced doctors, nurses and therapists are passionate about treating opiate addiction. we provide medication along with counseling to help our patients recover. our emphasis on counseling combined with medication helps drive our impressive success rate."
f,nann
f,"marketinvoice is one of the most high-profile london based fin-tech companies. the company is europe’s leading p2p invoice finance platform that allows smes to quickly and flexibly sell their invoices, releasing critical working capital in the process. our mission at marketinvoice is to modernise the way in which smes finance their working capital and fund their growth. we are seeking to bring much-needed innovation to the banking industry in much the same way that online retailers disrupted the high street. you will be joining a diverse, multi-talented, fast-growing team that is passionate about using technology to help businesses access funding and change the world of business finance."
f,"at atlas lift tech, safety always comes first! we are a fast growing company with an innovative vision of making safe patient handling and mobility (sphm) programs available to hospitals systems nationwide. atlas is the first company offering safe patient handling and care staff training programs that protect healthcare workers and patients from the dangers of manual patient handling. our unique team brings together bedside training, education, and program management to empower care givers to reduce workplace injuries, improve patient care, and create a culture of safety."
f,"social care alba is the highest graded care at home company in the country. we hold awards in investors in people, healthy working lives and positive about disability. we are proud of our unique team of professionals who deliver outstanding individual support. our team bring so much to our business; it's only fair we bring the same energy and dedication to developing their careers in return. it's all part of our commitment to quality in everything we do. we are proud to lead the field in professional care at home provision. whether you're a personal assistant, a social worker, nurse or one of the many other roles we have on offer, we'll support your growth at every stage of your career"
f,"pricing recruiters is the leading global resource for the procurement, vetting and placement of qualified, pricing and profitability professionals worldwide. we understand and hold appreciation for the unique needs and demands of today’s employers and job seekers who work within the pricing discipline across all levels and industries. through our insightful knowledge of pricing in over 5 offices in 4 key international markets we hold an active candidate database of over 4,000 candidates from senior analyst to executive leadership. contact one of our recruitment consultants today to learn how we can help position your pricing team for success through strategic recruitment and team buildin"
f,"tidewater finance co. was established in 1992 for the initial purpose of purchasing, and servicing retail installment contracts. there are two divisions: tidewater credit services, providing indirect consumer retail finance options and tidewater motor credit, providing indirect consumer auto financing. we remain committed to offering a partnership with the dealers and consumers to create a win-win-win situation. our success relies solely on the success of our dealers and our consumers. full time positions include the following benefits: 40 vacation hours after 6 months of employment, 80 vacation hours after 1 year of employment 6 paid holidays as well as an anniversary holiday benefit paid personal and sick leave after 90 days of employment full benefits to include health, dental, life and disability insurance a 401k plan with a company match after 6 months of employment based upon a quarterly entry date incentive bonuses for individual and team goals (certain positions) bilingual spanish eligible for differential pay "
f,"kettle is an independent digital agency based in new york city and the bay area. we’re committed to making digital do more — for both people and brands — because we believe the digital world offers more than meets the eye. every online experience has the potential to change a life, a brand, or even change the world. and we carry this philosophy into each and every product we build."
f,"transifex is a saas continuous localization platform powering the process of launching products into multiple languages for companies with rapid development cycles.to date, transifex has simplified the localization process for over 15,000 projects and more than 150,000 users. customers include coursera, waze, eventbrite, reddit, disqus and firefox."
f,"acknowledgement helps brands and organisations achieve their ambition through digital innovation and digital transformation. we combine business insight and analysis, original creative thinking, first class user centric design and technology implementation, marketing services and 24/7/365 technical operational capability to create robust, innovative and cost effective solutions that deliver significant business results for our clients."
f,"embarke is increasing email opens and clicks for marketers by 5-20%...automatically. we do this by performing behavior analysis on each user, which allows us to deliver messages that are optimized for each individual and sent at the time each person is most likely to engage. ultimately, we don't just give marketers more clicks and revenue. we give consumers content they actually want to engage with, reducing their desire to click the delete or spam button! we’re techstars + microsoft accelerator graduates, we’re funded, have great benefits, a kegerator, and a 5000 sqft collaborative work environment with great views of downtown san diego."
f,"why csd? csd is not only a great place to work, but also to learn, grow and give back to the community. our organization is made up of talented, motivated people from diverse cultural, educational and professional backgrounds. we believe in teamwork, shared ideas, and creating solutions together while respecting individuality and innovation. we seek out people who want to see their ideas put into action, are committed to making a difference and who believe that more is possible! who we are here, you will discover colleagues who have passion for our company, our community, customers and each other, and that are led by a team of outstanding people who believe that more is possible from each and every one of us."
f,"zylun’s mission is to help small and medium size enterprises take advantage of a highly skilled global workforce in a simple and cost effective way. we help companies flexibly hire a staff overseas comprised of developers, designers, internet marketers, managers, and customer service representatives. zylun staffing takes pride in not only providing simple and effective services, but ensuring dedicated employees to fit our clients’ exact needs. we have career opportunities from administrative it, graphic design, seo, data entry, sales agents, chat agents, and customer representatives. zylun is an american owned and operated company headquartered in 210 north 1200 east, suite 101 lehi, utah 84043, with american management heading its offshore operations."
f,"adstruc is the leading workflow management solution to plan and buy outdoor advertising. with hundreds of national and local vendor partners and a suite of comprehensive tools, adstruc enables media buyers to streamline their processes, automate routine tasks, and efficiently execute ooh campaigns, all in a unified interface. our entire team is based in soho and we are backed by some of the biggest names in venture capital, including dfj, rre, softtech, founder collective and more."
f,nann
f,"founded in 2010 by a team from google’s london and new york offices, qubit work with some of the biggest names in online. our engineers have built a brand new platform that combines a number of technologies – analytics, automation, personalisation and more – into a simple, easy-to-use product. we’re not the only ones excited about our brand new approach to solving the problems of modern e-commerce. wired magazine named qubit as one of thetop 5 hottest startups in london. we’ve raised $7.5 million in series a funding from one of the uk’s biggest venture capitalists! come and join the growing team as we embark on the most exciting chapter in qubit’s history. although we’ve now grown to more than 90 people, we’re keen on keeping our culture as relaxed and open as when there were only 5 of us. our offices have table football, kitchen full of fruit and other snacks, never ending coffee supply, dinner service and lots of other startup perks. more importantly we’re a focused and determined team preparing to double in size during 2014!"
f,"executive search and recruitment agency, providing successful high growth organizations with highly talented, skilled, in-demand professionals"
f,"as augmented reality jobs go, one at blippar is hard to beat. we are a rapidly expandingcreative startup at the forefront of a brand new industry, so working here offers realopportunities to shape an innovative technology and the way in which people use it. because of this, we like working with imaginative people who think outside the box, and welove people who throw the whole box away and build something completely new.our bright, open, centrally located offices are energetic environments bursting withcollaborative ideas and boundless enthusiasm. aside from being part of an exciting, driven, super-friendly team that will nurture your talentsand help you grow, at blippar you’ll find plenty more tangible benefits, including weekly freelunches, evening drinks, and olive, the office dog. you’ll also be working intimately, from the start, with some of the world’s biggest brands -from coca cola and nestle to conde nast, pg and jaguar. as a young, growing company spearheading the exciting augmented reality industry, thebiggest perk of all is the creative control you’ll be afforded, whether you’re part of the design,tech, commercial or marketing teams. after all, we think our people are amazing, so we want them to stick around. "
f,"our history founded in 1929 by earl bertrand bradley, the company began selling products for knape and vogt co. of grand rapids, michigan. with the opening of the los angeles branch in 1929, the company became a wholesale distributor specializing in store fixture and specialty hardware such as drawer slides, hinges, brackets and standards. in 1943 branch offices were opened in san francisco followed by seattle in 1956. the company’s market position and business began to grow during the late 1950′s and 1960′s after adding wilsonart’s high-pressure laminate line to its product mix. during the 1970′s under the leadership of e.b. bradley’s son robert e. bradley, sr., two new branches were opened; san diego in 1972 and portland in 1976. significant product additions were the blum line of european hinges and drawer slides and accuride precision ball bearing drawer slides. a greater emphasis as a supplier to the cabinet and furniture industries was taking hold. since the opening of the anaheim branch in 1995, the company has been consistently growing.in 1998 the company entered the cold press lamination business by opening 3 locations of its west coast laminating subsidiary in the los angeles, san francisco and pacific northwest marketplaces. our ownership up until january 4, 2009, the company operated as a 100% family owned business. on january 5, 2009, industrial opportunity partners (“iop”), a private equity firm based in evanston, il. partnered with robert bradley, jr. in aquiring the stock of e.b. bradley co. and its subsidiaries from its current shareholders."
f,"intellibright was created to leverage enterprise level online business practices to generate exclusive leads on behalf of our medium and small business clients across a wide variety of verticals. our founder comes from a background where websites and online marketing programs utilize advanced analytics and conversion tactics to maximize revenue. outside of these competitive industries, though, it’s rare to see the effective use of analytics and optimization that is the hallmark of a successful online marketing strategy. on a local level the use of these business practices is even rarer. our team of highly skilled search engine optimization specialists is here to bring a system of measurable results (leads and sales) to boost your website’s success. to complement our organic website efforts we employ the most talented experts from their respective fields (seo, sem, website and graphic design, development, analytics) to implement a digital marketing strategy designed to increase market share and deliver the highest level of performance in relation to revenue generation on behalf of our clients. what truly sets us apart is our consultative nature. all businesses are not equal. we work with our clients to improve their internal business processes to increase lead conversions. our clients truly love us. join us and you'll see why."
f,nann
f,"advocate construction is an up and coming leader in the disaster recovery industry, in early 2012, advocate was founded by two individuals that decided that they wanted something better in life, today their idea, hard work and dedication has grown advocate construction into a team of over 25 sales professionals and 3 branches offices in 3 different states with more offices opening soon. advocate believes in growth of its entire workforce and offers an outstanding management training program. our sales managers will provide the invaluable tools needed for you to be successful for many years to come. so if you have what it takes to be part of something great then we encourage you to apply today! the advocate difference! we believe that hard work and dedication deserves to be rewarded, we provide the opportunity for every single team member to be successful by homing in on a working process and delivering a top notch product plus exceeding our commitment to service. this posture has taken us to the next level of sales and revenue."
f,"baesman is a nationally-recognized, single-source provider of direct marketing strategy and solutions, including crm data analytics hygiene, loyalty rewards programs, direct mail email campaigns, segmentation lifecycle analysis, and integrated multi-channel execution. we make it easier, faster, and more cost-effective for you to profitably engage your customers by using the channels they prefer most -- email, mobile, direct mail, digital. our proven strategies help retailers acquire new customers, deepen relationship with current customers, and significantly impact sales. we create highly-flexible, highly-effective marketing solutions, based on your own brand data and customized for your business needs. ""off-the-shelf"" is simply not in our vernacular.we know the unique marketing challenges of retailers. we help our clients understand their customer segments, develop targeted campaign strategies, execute flawlessly on those campaigns, and deliver thorough hindsight analysis. our marketing strategies help clients deliver the right message, to the right customer, at the right time, and drive consumer behavior. we also provide critical, post-campaign roi measurements, to ensure effective use of your invested marketing dollars. when combined with our printing fulfillment services, our end-to-end solutions can ensure total quality control across the full range of implementation.baesman -- making marketing work™"
f,"did you know that dayton toyota is one of the oldest toyota dealerships in the united states?the origin of dayton toyota started back in 1959 in a small garage in jamesburg, new jersey as lincoln avenue motors. mr. lew reynolds was the owner and he had a reputation for taking great care of his customers. toyota was brand new in the united states and the dealership started with only three new toyopet models to sell. but business grew quickly as toyota added the corona, land cruiser, 4runner, corolla, camry and many other models. lincoln avenue motors customers were always treated by mr. reynolds and his staff like family. mr. reynolds legacy is carried on today even though his small garage has now grown to a 21 acre state-of-the-art facility onroute 130 in south brunswick, nj. despite its size, dayton toyota and its current staff and owner, david nappa, continue to treat customers like family. many customers from lincoln avenue motors (and one member of mr. reynold's staff) remain loyal to dayton toyota today. mr. reynolds remained a loyal customer of dayton toyota until his passing a few years ago. in addition to being on of the oldest toyota dealers in the united states, dayton toyota has received numerous awards for our outstanding treatment of our loyal customers. dayton toyota is an award winning dealership, receiving the prestigious toyota president's award in 2009. starting in 2005, toyota also began recognizing their dealers who achieve excellence at meeting and exceeding customer expectations at every opportunity with elite ""signature"" status. out of several hundred toyota dealers in the new york region, only 14 currently meet the rigorous signature requirements. dayton toyota has been recognized by toyota as a signature certified dealer every single year.as a customer, this means that you are always in competent and caring hands at dayton toyota. you'll never experience high-pressure tactics and you will find expert advice and our best prices possible for all of your automotive needs.despite our accomplishments, we aim to continuously improve our service to you. drive up anytime at our no-appointment-necessary express lube; experience our 1 hour express delivery service; take advantage of ouronline guaranteed service appointments, complimentary loaner cars and shuttle service and on-site toyota certified collision center; or relax in our state-of-the-art customer lounge with free wireless internet service, our ""quiet room"" with personal computer workstations, complimentary refreshments and children's play area. we will always honor you as our welcome guest and promise to respect your time and priorities.mr. reynolds philosophy of treating every customer like family has been translated today into our dayton toyota 12 point value guarantee."
f,"24mediais greece's leading and fastest-growing digital publishing group, managing over 20 premium brandsthat connect and engage with users across different platforms. its totalaudience exceeds 6.1 million unique browsers per month that spend 5.825.776 hours interacting with its content, viewing 150.952.414 pages (source : at internet / ojd / ened greece). the brands of 24media have more than 2.160.000 social media followers. 24media is producing and distributing high-value digital journalism whilst continuously innovating in brand advertising,providing innovative and effective communications solutions to clients and partners."
f,"our company adcash® is an international advertising network that delivers billions of ad units each month reaching several millions of people around the globe. with a strong focus on the entertainment vertical, the network’s portfolio currently comprises over 90 000 websites that benefit from the company’s successful partnerships with a number of leading brands. the strength of the adcash® platform lays in its cutting edge ad delivery technology and advanced internal tools. 50 billion advertisements served in 2013 work in one of the top 100 biggest website in the world enjoy building great software used by a team of 50 persons improve your skills by working on an interesting project the company’s headquarter is located in tallinn (estonia) with other branches in queretaro (mexico), sofia (bulgaria) and paris (france). our team coming from very diverse cultural and geographical backgrounds, our team reflects perfectly the company’s image and global outlook. with a total of 9 nationalities represented, our 55+ team members bring not only an invaluable level of experience to the table, but also a diversity of thought instrumental in shaping the network’s identity. and so we can help you in: bulgarian, deutsch, english, estonian, french, italian, russian, spanish and turkish! from hardcore techies to online advertising veterans and everything in between, our staff is comprised of committed professionals, who come from all corners of the industry, having worked with organizations such as vodafone, skype, google, ea, orange, telcel and many others."
f,"come be a part of one of the fastest growing, well-funded and exciting startups in silicon valley. peel makes the world’s leading smart remote app which turns your mobile device into a universal remote control. our technology is preloaded on many of the world’s top-selling android devices. peel’s audience is at 60 million and doubling every six months with 3 billion+ remote commands handled every month. help us revolutionize the tv viewing experience and achieve our goal of becoming the universal controller for the internet of things. peel is driven by design and a passion for developing brilliant user experiences. we simplify complex problems, then surprise and delight. prior to starting at peel, members of the team helped create some of the best products available today, including itunes, iphoto, netflix, roku, avid, and final cut pro.we're a fun company that works hard, but understands the value of well balanced professional and personal lives. away from work, we raise wonderful young families, race cars, sail boats, play instruments, and go on adventures in outer space… well, maybe we all just dream about that last one… on the job, we come in charged and focussed on changing the industry, forever.we want to work with like-minded creative and talented people. if you want to change the world and the face of entertainment, we want to hear from you!"
f,"inc42 is a technology focused media portal with extensive focus on innovation and creating value. in the past 6 months inc42 has extended its reach in the indian startup ecosystem and established a good brand value by publishing quality content. we are now looking to expand rapidly, both content and technologically, and have a lot of interesting things coming up soon."
f,"merl's internship program gives students excellent opportunities to work in an industrial research lab environment side-by-side with world-class researchers. a primary intent of the program is to provide interns with experience that could help them enhance and accelerate their professional career, while also contributing to new or ongoing initiatives at merl. interns will be exposed to relevant industrial problems ranging from speculative and exploratory research to more practical engineering tasks. we hope that all interns have a chance to become familiar with our organization and the open research culture at merl, produce publishable work, and develop an appreciation for how breakthrough research makes an impact on future products. merl considers graduate students from all over the world. as many of our projects benefit from specialized knowledge in a given field, graduate students pursuing a ph.d. typically fill the majority of internship openings. the duration of a typical internship varies from 3 months to 1 year, with the majority of interns being employed during the summer months. as the summer is a very busy time, we encourage applications for non-summer internships and also prefer early applications for summer internships. hiring decisions for the summer are typically made around february/march to allow enough time for any necessary paperwork (such as visa applications or other work eligibility forms) to be completed."
f,"about rocket internet rocket is the world’s largest internet platform outside of china and the united states. we identify and build proven internet business models and transfer them to new, underserved or untapped markets where we seek to scale them into market leading online companies.we are focused on online business models that satisfy basic consumer needs across three sectors: e-commerce, marketplaces and financial technology.our company was founded in 2007 and now has more than 20,000 employees across its network of companies, which operate in more than 100 countries on five continents."
f,"hwediaείναι μια ταχύτατα αναπτυσσόμενη ελληνική digital εταιρεία που δραστηριοποιείται από το 2009 στο χώρο των ψηφιακών μέσων και επικοινωνίας παρέχοντας λύσεις υψηλής αισθητικής, ποιότητας και λειτουργικότητας. δημιουργούμε και διαχειριζόμαστε ψηφιακά σημεία παρουσίασης, ενημέρωσης, επικοινωνίας, πώλησης και συνεργασίας. τέτοια σημεία περιλαμβάνουν web sites, news portals, e-shops, micro-sites, web applications, facebook pages αλλά και άλλα social media κανάλια, mobile applications, intranets. όλα αυτά, τα σχεδιάζουμε, τα υλοποιούμε τεχνικά, κι εξασφαλίζουμε ότι θα λειτουργούν χωρίς πρόβλημα 24x7 σε συνθήκες υψηλής διαθεσιμότητας και απόδοσης, ενώ παράλληλα, προωθούμε και επικοινωνούμε την αξία προϊόντων ή υπηρεσιών με ψηφιακούς τρόπους, με στόχο την αναγνωρισιμότητα ή την πώληση. το κάνουμε παράγοντας branded περιεχόμενο, κτίζοντας ενεργές κοινότητες επισκεπτών και fans, δημιουργώντας και τρέχοντας display και search καμπάνιες, διαφημιστικές καμπάνιες και activations στο facebook ή σε άλλα social networks, καθώς επίσης και ολοκληρωμένες ενέργειες inbound marketing για την προσέλκυση επισκεπτών και μετατροπή τους σε πελάτες. στο πελατολόγιο μας ανήκουν μεγάλες εταιρείες, φορείς, ειδησεογραφικοί οργανισμοί και ιδρύματα όπως είναι η τράπεζα πειραιώς, η eurolife erb ασφαλιστική, το κολλέγιο αθηνών, ο εκδοτικός οργανισμός διας, η cyta ελλάδος, το   κ.α. "
f,we help teachers get safe secure jobs abroad :)
t,nann
t,nann
f,nann
f,"the beans group is a media company that exists to empower young people to thrive. we have been on an exponential growth spurt since our inception as   in 2005 and in 2013 we won digital business of the year. the beans group owns two brands: student beans, our youth media brand, strives to make life a little more awesome; and voxburner, our youth insights consultancy, helps young people to be understood. we have created a business we are passionate about and really proud of. to continue to grow we need brilliant people who inspire and deliver change all around them - that's why we're looking for talented, ambitious and creative folks to come and join us."
f,nann
f,"mrsi is a nonprofit organization established in 1977 by a group of parents and professionals as a local alternative to the institutionalization of people with intellectual or emotional disabilities. we provide an array of services from group homes, respite care, affordable housing, homemaker/personal care services, vocational, recreational, and social activities."
f,"wedo is a collection of niched e-commerce stores which aim to be the first destination for online shoppers buying in the various niches that we operate in. due to our continued commitment to the best, we are now looking for more people to join our lively team at a very exciting time. as we continue to grow we're looking for incredibly passionate people who want to be part of something amazing. we’re looking for outgoing, positive and driven individuals who want to make a difference where they work. we can teach you a lot of what you need to know about the job. what we can’t teach you is aptitude and attitude, two of the most important aspects to succeeding at wedo. if you’d like to work in an environment that feels friendly and welcoming, professional, highly interactive and ready to hear your ideas, then read on."
f,"clarusapexisan internationalrecruitingcompany with representations inthe netherlands, austria, ukraine, cyprus and dubai (uae). we are sourcingtop talents from all levels and industries from more than45 countries with a combination out of classical headhunting techniques and modern social media marketing, advertising and research technologies.our customers love our services as we supply them with top talent without borders including migration and in many countries even employment (umbrella) services.candidates entrust us with their careers as we work according to international ethical recruitment standards with free recruitment services, free visa support and regular follow up contacts after the successful job placement.clarusapex, unlocking the global job market"
