,fraudulent,description
5808,t,"act as a first point of contact for employee-related issues, conducting intake meetings with employees and/or managers who contact the employee relations center of excellence (coe) and helping to resolve concerns, address performance issues and work through escalated complaints or issues through providing coaching, mediation, consultation, corrective action and training. provide advice, guidance and support to management and hr business partners, in partnership with the employee relations leader, to efficiently address a wide array of employee conduct and performance-related issues, keeping appropriate parties apprised of the status and associated recommendations, as appropriate. effectively develop and administer (in partnership with management) required corrective action and/or developmental action plans, as required. partner with human resources and legal leadership to design, cascade and promote standardized processes, templates, tools and/or technologies for use in managing employee relations activities, corrective action administration and escalated issue resolution protocols. drive for consistent methodologies and practices that align with novation vision around effective employee relations strategies. provide training to further promote the employee relations coe and ensure consistency in approach across teams and business units whenever appropriate. partner with human resources and cross functional partners (hr business partners, hr operations, legal, compliance, business leadership, etc.) to proactively investigate and resolve escalated employee relations issues, as assigned. gather detailed, pertinent information by conducting fact-finding interviews and investigations, interpreting the findings, preparing associated documentation, and meeting with management and the hr business partner to discuss possible action steps to resolve the issue. partner with the employee relations leader and legal on employment law issues that are highly complex or that pose a risk to the company such as eeo complaints, lawsuits, complaint resolutions, understanding applicable law and potential liability. ensure the employee relations database is updated on a regular and timely basis, providing thorough and detailed information surrounding the intake meeting(s), investigation procedures, resolution strategies, and associated next steps. produce regular reports and metrics to help monitor trends in employment practices. participate in the development and facilitation of training on a variety of employee relations topics including performance management, the performance improvement and corrective action processes, harassment, eeo regulations and other related er topics. provide hr coordinator support to the escrow services business, including assignment spanning the following categories: staffing and recruiting, reporting and dashboard development, exit interviews and associated trend analyses, meeting coordination, etc. participate in special projects and perform other duties as required. "
2770,f,"pint is seeking a candidate for a part-time, junior webmasterposition to work20 hours per week(with room for growth) in our pacific beach offices. the position will focus on site maintenance and content creation for the pint saas product, zingchart. zingchart is a popular data visualization and charting library built to serve the needs of web and application developers as a flexible, scalable saas solution with a simple, feature-rich api. the role entails20 in-office hoursper week, and consists of the following duties: general website maintenance markdown and stylesheet writing and revision content creation and editing qa this is an ideal opportunity for an aspiring student to get experience with a team of industry veterans, or for a freelancing professional to work with and learn from a talented team."
6972,f,"now hiring customer coordinator stokes automotive group is currently looking for a part timecustomer coordinator! we are looking for 2 motivated, responsible individual to assist in managing showroom customer traffic and telephone traffic in a high volume dealership. applicants must be high energy, personable individuals with excellent leadership, problem solving and people skills! this is a big time opportunity to get your entry to further your career with one of the area’s fastest growing automotive groups.we offer: great earning potential great benefits package - medical, 401k, paid vacations! family owned and operated dealership! opportunity to further your career with a rapidly expanding dealership! responsibilities: customer relations assist salespeople in logging customer into crm system maintain crm tool for dealership tracking and logging each customer via phone and walk onto the dealership property for proper stats and customer follow up monitor appointments for sales department track customers and making sure all leads are logged. provide effective communication throughout the sales department. stokes brown toyota of beaufort click the apply now button at the top or bottom of ad to submit your resume! no walk-in applicants and no phone calls please! equal opportunity employer. applicants must be 18 years or older and be authorized to work in the us. applicants must have a valid driver’s license. requirements integrity,a positive attitude anda strong work ethic required willing to learn bea team player receptive to new ideas "
9958,f,"title: internal it help desk reports to: coo we are an international company based in downtown vancouver. we currently employ over 450 staff and now require an internal it help desk. this job entails being the go-to person when the troubleshooting of any office it issue arises. a huge, diverse knowledge of various softwares and hardware types is required - from apple and pc to large servers, networks, and intranet systems. this position requires speed, knowledge, flexibility and problem solving skills. being the it solutions person in an it company is definitely not for the faint of heart nor the average tech troubleshooter. daily responsibilities: monitor and respond quickly and effectively to requests received through the it helpdesk and process first-in first-out based on priority respond to queries either in person or over the phone. train and assist with onboarding of new users - ensure each workstation has a computer, monitor, keyboard, mouse, hard drive, phone, and any additional specialized equipment maintain daily performance of computer systems. walk customers through problem-solving processes. install, modify, and repair computer hardware and software. run diagnostic programs to resolve problems. follow up with customers to ensure issue has been resolved. gain feedback from customers about computer usage. run reports to determine malfunctions that continuously occur. document internal procedures maintain inventory of all equipment, software, and software licenses. perform timely workstation hardware and software upgrades as required ability to train others on new and company developed software "
17212,f,"we are hiring a property analyst who will work closely with, and support, one or more asset managers by collecting, preparing and analyzing data useful in the oversight of multifamily properties. the analyst is responsible for developing and maintaining comprehensive reporting packages to assist in monitoring performance in all critical areas: revenue, expenses, leasing, occupancy, etc. the analyst assists in accumulating and evaluating financial information vital to the operational decision-making process for an accurate report of consolidated business results. in addition to the foregoing, the analyst will work on specific projects for profit improvement, cost reduction and systems enhancement. the analyst will communicate regularly, professionally and effectively with company management and will perform required tasks quickly and accurately. about 6801 realty co., llc we are a statewide full service residential real estate management and development company with roots in brooklyn, new york. we are proud that our properties and service have provided our residents with unsurpassed value for their hard-earned money. we are an equal opportunity, affirmative action employer. women, minorities and people with disabilities are encouraged to apply."
15660,f,"summary under general direction, responsible for activities related to desktop hardware, software applications, operating systems and network connectivity of all end user supported-equipment and peripherals. applicants must be customer service-oriented and proactive in anticipating and resolving problems while maximizing efficient use of computing resources. essential duties responsibilities reports directly to the information technology manager. primary responsibility is user support and customer service. maintains high degree of contact with users (phone, e-mail, etc.) to respond quickly to their changing needs. respond to questions from callers and walk-up; remotely assist staff and customers with technology problems in offices, remote users, and customer facilities. learn fundamental operations of commonly used software, hardware, and other equipment. follow standard it procedures; perform detailed and accurate logs of all activities, contacts, and requests using implemented tracking software. enforce all it policies and report any observed deviation from policy. become familiar with available help resources; stay updated on technology changes or problems. become familiar with it policies, services, and staff. escalate calls to other members of the it staff when necessary. maintain discipline and professionalism during all interactions and in all verbal or written communications. other duties as assigned by the information technology manager or other it staff."
4804,t,we are looking for workers with the suitble responsibilities.assist with preparation of the budgetimplement financial policies and proceduresprepare and reconcile general bank statementsestablish and maintain supplier accountsensure data is entered into the systemensure transactions are properly recorded and entered into the computerizedaccounting systemprepare income statementsprepare balance sheetsassist with the annual auditmaintain financial files and records.
7302,f,"if you are a front-end developer that writes awesome code, we'd love to have you onboard! "
5852,f,"a company in oil gas that has grown into one of malaysia’s leading integrated specialist technical services providers to the oil, gas and petrochemical industry."
11397,f,"we are currently building several products for lendinvest - the world's largest peer-to-peer (p2p) marketplace real estate mortgages. we are a loan originating beast as well as the lender. we are re-implementing and extending the current investor portal in symfony2, creating a new borrower portal (for people applying for loans), and creating products for a ""secondary market"" (people buying and selling loan investments), adding new ""auto-lending"" functionality as well as working on apis for third parties and many other projects in the pipeline. the work is all greenfield work (we are not refactoring the old codebase but replacing it, and there is no legacy code). there are 6 server-side developers (soon to be 5.5 as one goes half-time), 2 (soon 3) front-end, one qa, 1 technical ba, 1 offshore designer, 1 offshore sysadmin and another offshore fullstack support dev. we are looking for an amazing/gun/guru server-side developer to spend about 70%-80% time developing in symfony 2, and the remainder of time helping some of the other team members further develop their skills with symfony 2 specifics, answering the ""how do i...?"" questions and being one of the main senior devs conducting code reviews and mentoring on other aspects where applicable. candidates must have strong recent hands-on symfony2 experience as well as excellent knowledge of software engineering best practices, design patterns, etc. our servers are on aws, database is mysql (soon to be amazon rds), we are ramping up ci with jenkins and we use behat and phpspec. we operate in an agile environment using scrum methodology. the successful candidate must be eligible to work in the uk without sponsorship."
7432,f,"do you have excellent administrative office skills and a strong focus on detail ? if so, salesdouble might have the perfect position for you. we are currently looking for an administrative professional with strong ms office skills, a basic knowledge of html, and who enjoys doing detailed work. this position will consist of a variety of in office computer based administrative tasks including, but not limited to: proofreading content for grammar and spelling manipulating ms excel spreadsheets working in ms word, powerpoint, and outlook designing basic web pages and emails with html and web design tools data entry and other repetitive computer admin tasks other office administrative tasks "
11550,t,seeking an seo analyst to drive traffic from organic search. the ideal candidate will be extremely detail oriented with seo or online marketing campaign management experience. this is great ground floor opportunity to join a nascent digital marketing team to establish new processes. you will work with accomplished b2c and b2b digital marketers to bring your expertise to this best-in-class team. responsibilities: owning and growing our organic content marketing. internal usage of company platform. analysis of organic rankings volatility. backlink management. landing page optimization for search engine rankings. tracking social metrics. 
13440,f,location: sf or ny job description: duties: lay down and on figure stylist experience both commercial and editorial be an effective internal partner across all departments to create a consistent vision for the brand. work with marketing and merchandising departments on creative solutions in creating content for the business. lead and style creative twice a month. oversee visual designs for website. reports to the chief merchant/vp of merchandising evaluate creative process and refine as necessary. inspire and manage a team on conceptual ideas to move the brand forward. skills/experience/qualifications: flexible expansive knowledge of the fashion space at least 5-7+ years of experience in the luxury/fashion space passion for creating work photoshop skills
15732,f,"experienced production engineer is required having responsibility to initiative plans and processes which minimize manufacturing costs through effective utilization of manpower, equipment, facilities, materials, and capital d - 171 job responsibilities: develop the manufacturing plan and establish procedure for maintaining high standards of manufacturing operations to ensure that products conform to customer and company quality standards. formulate and recommend policies and programs that guide the organization in maintaining and improving its competitive position and profitability. play a key role in the development of the effective business team. assist company officers and senior staff members in the development and formulation of long and short-term planning, policies, programs and objectives. provide feedback to the employees, based on their performance evaluation, in a clear and constructive manner so as to develop their management skills. ensure that all facilities are in compliance with current federal, state and local regulations. act as liaison between plant managers and corporate office to maintain good communication and information flow of all matters that affect decisions, policies, performance and results of the company. manage spending against budget and in relation to changes in production volume. work to establish management practices throughout assigned areas which include all employees’ positive involvement with opportunity for constructive input and action. continuously improve safety record by addressing both physical safety issues and employee safety attitudes. manage budget and forecasts for all production, inventory, and related materials. initiative plans and processes which minimize manufacturing costs through effective utilization of manpower, equipment, facilities, materials, and capital. assure attainment of business objectives and productions schedules while insuring product standards that will exceed customer’s expectation. implement manufacturing strategies and action plans to achieve established company goals, annual and monthly plan. manage spending against budget and in relation to changes in production volume. plans, implements and controls long-term and short-term production plans. uses concepts and methods necessary to ensure safe, smooth, efficient operation of the entire manufacturing operation. interfaces, assists and solves problems in activities as required with the quality care department, engineering and maintenance department, process manager and the administrative group. communicates with production management and parent company’s technical support staff concerning production processes, changing set points, data reviews, abnormal operating conditions, etc. analyzes and resolves work problems or assists staff in solving problems. plan and implement the annual sop training and oversees progress on monthly basis. responsible for reviewing all completed (new or revised) documents such as sops and checklists. acts as the second approver in the generation of these documents. "
5411,f,"pint inc is seeking knowledgable, motivated account executive candidates to manage and grow our client base in the web and software development space. pint has over 2 decades of experience developing high-quality web and software applications for a diverse clientele across a variety of industries, and has been a long-standing icon in the san diego community. the competitive candidate will possess above-average communication skills and a passion for excellent web production. technical acumen is necessary, and candidates should have a basic understanding of web technologies, web design/development and the software development life cycle. the position encompasses the following responsibilities: client account support, both technical and administrative prospecting and converting warm and cold leads designing and presenting sales/service proposals building and maintaining personal sales pipeline forecasting and reporting to leadership "
6937,f,"qubit: cutting edge big data engineering qubit is looking for a designer to join our growing client team in soho. we need a highly skilled designer to help turn our ideas and data driven hypotheses in to real life, user friendly designs. you’ll have to be experienced working in the digital sector and be looking for a new challenge working at one of london’s fastest-growing start-ups. what you’ll be doing designing and producing all client branded digital collateral and ui for web, ios and android providing creative input and helping to develop creative solutions to our clients’ online problems responsible for maintaining a consistent visual style and identity that ties with our clients demands educating our team of strategists on design, ui and ux "
17736,t,"find more jobs at apply to this job using below link nicu rn (per diem) -- las vegas, nvrequirements: 2 - year minimum acute experience in a hospital setting. level iii experience required. we're eager to fill positions immediately, please apply asap. active nevada state rn license.12 hour day/nights shifts available, 12 - 48 hours per week***guaranteed hoursadvantages of per diem nursing:• make extra money, depending on their commitment, which is the main advantage. • pick your own schedules based on your commitment.• 24 hours a week, 36 hours a week - one weekend a month and one holiday a year - these are the nurses making the big bucks, while providing sorely needed coverage.• in most cases staff nurses must work every other weekend, two holidays and can't necessarily pick their schedules.• nothing can match the flexibility that comes with per diem shifts. higher payper diem shifts are paid at a higher rate. the flexibility to pick up shifts as needed, combined with higher wages allows you to maximize your earning potential.bachelor's degree or associates degree in nursing is requiredmust possess u.s. hospital experience; recent specialty experience within 1 year.active american heart association bls, acls cardweekly pay rates will be determine based on experience. ***please note: if you are proactively looking for an opportunity, or would like to view our many openings, you may follow the link and instructions below to create your profile:to inquire, please contact:mr. sandy watkinsrefer a healthcare professional and receive up to $1000"
11706,f,"have you worked as management consultant, built an outsourced operation or rapidly scaled a startup? do you love to travel internationally, work with other people from all over the world and manage client relationships? are you ready to help today's fastest growing companies to scale their international operations? if you answered ""yes"" to these three questions then we want you to join the taskus client services team. you will be based in our offices in santa monica, calif and travel frequently with our sales team to prove to prospects that taskus is the right fit. after we have earned a clients business you will travel to our offices in the philippines and work directly with our management team in the country to hire and train key players. you will collaborate with taskus hq, our philippines operations and recruitment teams, and your client’s executive and operational teams to ensure success. in every instance you will be supporting today's fastest growing companies, companies like hoteltonight, whisper and tinder to scale their international operations. every campaign is different, challenging, and ultimately rewarding as you monitor your team’s growth. in addition to client success, you will play a direct role in the operational growth of the business with hq strategic initiatives. you will impact and witness first hand the company’s annual revenue goals of 100% revenue growth year after year. finally, you will manage hundreds of people in the united states and the philippines, and (soon) latin america. this opportunity requires proven industry expertise, strong operational knowledge, problem solving skills, and team-oriented attitude that taskus is built upon. it also requires you to commit a minimum 50% of the year traveling to our clients offices throughout the united states, united kingdom and canada and our offices in the philippines."
17656,t,"2-workonline is seeking individuals for both full-time and part-time opportunities in a variety of career fields including data entry, and typing.these positions guarantees wages ranging from $12 per hour up to six figure salary. this includes bonuses, benefits, and flexibility over your work schedule.home office supplies computer with internet access quiet work area away from distractions must be able to work independently and get the job done with little guidance. must apply online at: "
2051,t,"the maintenance supervisor is responsible for planning, overseeing and reporting the work of maintenance staff to ensure safe and efficient operations of the facility. responsible for making sure maintence staff and groundskeepers are tasked with the upkeep of buildings, grounds and any materials or machinery needed to maintain the facility. weekly logs and reports of daily maintenance issues must be kept and recorded. in addition to directing the work of subordinates, the maintenance supervisor may also be required to assist with maintenance duties, or take over if a maintenace worker is absent or unavailable."
6575,t,"corporate overview aker solutions is a global provider of products, systems and services to the oil and gas industry. our engineering, design and technology bring discoveries into production and maximize recovery from each petroleum field. we employ approximately 28,000 people in about 30 countries. go to for more information on our business, people and values. we are looking for individuals who are prepared to take a position. not only a position within aker solutions, but also a position on the exciting challenges the global oil and gas industry faces now and in the future aker solutions are looking to recruit a project subcontracting manager to be based in their houston office, usa. we are currently expanding and we need new talents who can strengthen our team and support our ambitious plans within the subsea market.responsibilities and tasks - overall responsibility for management of the joint venture (jv) its contracts ie. management of subcontracts and own fabrication and test activities at service base in the country/region of execution. - promote hse and quality mindset, on-time delivery, co-operation, proactive- and resolution oriented mindset and continuous improvement. - to participate in the project from system definition phase and heavily engaged during detailing fabrication, assembly and integration test phases. - is part of the project management team and is jointly accountable for achieving the project objectives (budget, scope, time schedule and quality).execution overall - managing all resources being part of the jv as well as all subcontracting/site teams- participate on tender teams when bidding on new sps / msp projects - review itt and determine client requirements for local content and hence subcontracting- establish project specific terms conditions for purchase orders to subcontractors when required, including lci requirements- prepare and negotiate any mou and contracts with potential partners/subcontractors/local suppliers as part of bd/tendering activities and as part of project execution- reviewing and analysing subcontractors/local supplier quotations as required- managing the contracts towards local suppliers/subcontractors wrt scope, time, cost and qualityexecution at site(s);- ensure timely delivery from product areas deliveries, including engineering documents and hw for local content execution- ensure timely handling of any deviations- is authorized to take and implement necessary decisions to ensure efficient performance construction and testing - ensure mechanical completion on site- ensure development of final documentation- coordinate on site to facilitate for system integration testing (sit)- ensure required tooling is available for testing - ensure sls (local service base) participation in the project from system definition phase including a proper handover- ensure proper tidying up and handling of the test eq, remained stock at site at the end of the project scope management- report to the project management core team on any contractual or commercial issues related to sub-contractors- prepare a list of necessary commercial and contractual qualifications for inclusion in tenders/projects for subcontract amendments or variation- ensure that the fabrication is in accordance with the design- assist in claims management and claims resolutiontime management- coordinate supplies to site (cpi/free issued items), fabrication and testing activities- overlook fabrication, manufacturing and testing activities to ensure timely deliveriesquality management- review quality plans for internal and subcontracted fabrication and follow up fabrication sites for proper implementation communication management- ensure efficient communication between the project and manufacturing sites- report progress on construction, fabrication and testing activitieshse management- provide feedback and supervise hse plans since early in the project- coordinate and monitor hse requirements during construction and testing to ensure top hse standards- ensure on site hse activities/actions (participate and document sja, regular and ad-hoc inspections, train sit team, handle sit ""visitors"", get photo permissions for sit resources etc) corporate overview aker solutions is a global provider of products, systems and services to the oil and gas industry. our engineering, design and technology bring discoveries into production and maximize recovery from each petroleum field. we employ approximately 28,000 people in about 30 countries. go to for more information on our business, people and values. we are looking for individuals who are prepared to take a position. not only a position within aker solutions, but also a position on the exciting challenges the global oil and gas industry faces now and in the future aker solutions are looking to recruit a project subcontracting manager to be based in their houston office, usa. we are currently expanding and we need new talents who can strengthen our team and support our ambitious plans within the subsea market.responsibilities and tasks - overall responsibility for management of the joint venture (jv) its contracts ie. management of subcontracts and own fabrication and test activities at service base in the country/region of execution. - promote hse and quality mindset, on-time delivery, co-operation, proactive- and resolution oriented mindset and continuous improvement. - to participate in the project from system definition phase and heavily engaged during detailing fabrication, assembly and integration test phases. - is part of the project management team and is jointly accountable for achieving the project objectives (budget, scope, time schedule and quality).execution overall - managing all resources being part of the jv as well as all subcontracting/site teams- participate on tender teams when bidding on new sps / msp projects - review itt and determine client requirements for local content and hence subcontracting- establish project specific terms conditions for purchase orders to subcontractors when required, including lci requirements- prepare and negotiate any mou and contracts with potential partners/subcontractors/local suppliers as part of bd/tendering activities and as part of project execution- reviewing and analysing subcontractors/local supplier quotations as required- managing the contracts towards local suppliers/subcontractors wrt scope, time, cost and qualityexecution at site(s);- ensure timely delivery from product areas deliveries, including engineering documents and hw for local content execution- ensure timely handling of any deviations- is authorized to take and implement necessary decisions to ensure efficient performance construction and testing - ensure mechanical completion on site- ensure development of final documentation- coordinate on site to facilitate for system integration testing (sit)- ensure required tooling is available for testing - ensure sls (local service base) participation in the project from system definition phase including a proper handover- ensure proper tidying up and handling of the test eq, remained stock at site at the end of the project scope management- report to the project management core team on any contractual or commercial issues related to sub-contractors- prepare a list of necessary commercial and contractual qualifications for inclusion in tenders/projects for subcontract amendments or variation- ensure that the fabrication is in accordance with the design- assist in claims management and claims resolutiontime management- coordinate supplies to site (cpi/free issued items), fabrication and testing activities- overlook fabrication, manufacturing and testing activities to ensure timely deliveriesquality management- review quality plans for internal and subcontracted fabrication and follow up fabrication sites for proper implementation communication management- ensure efficient communication between the project and manufacturing sites- report progress on construction, fabrication and testing activitieshse management- provide feedback and supervise hse plans since early in the project- coordinate and monitor hse requirements during construction and testing to ensure top hse standards- ensure on site hse activities/actions (participate and document sja, regular and ad-hoc inspections, train sit team, handle sit ""visitors"", get photo permissions for sit resources etc)"
8152,f,"is creating rocking designs as important for you as css code readability? do you have solid understanding of web design standards and user interface design? are you admired for your endless creativity and the coolness of your designs? would you adore to create stuff used by millions of online social gamers instantly? can you guarantee attractive, catchy, stunning and exquisite graphics? never answered “no”? no doubt we need to see your work and get to know each other. click here to join us!"
1469,f,"invisionis the world’s leading design collaboration platform. we enable companies of all sizes to discover the power of design-driven product development. that’s why designers, product managers, marketers and other stakeholders at so many of theworld's most loved designers, agencies, corporationsuse invision every day,including zappos, evernote, airbnb, and yammer. built to foster collaboration and iteration, invision helps our clients design, review and user-test a product before writing a single line of code, with tools for design prototyping, feedback, task management and version control. we’re well-funded and venture-backed by prominent investors including firstmark capital and tiger global management. we're looking for a marketing communications manager to manage all of our online communications efforts and establish invision as a thought leader in the product design space."
12906,f,"job title: sr. network engineer location: pleasanton, ca duration: 2 years contract skills: need to be strong in: juniper- palo alto firewalls- cisco and wireless routers and switches- f-5 load balancer- data center implementation- roles responsibilities: responsible for designing and implementing enterprise networks and related hardware/software. design, document and implement systems/network architecture. perform assessments on existing technologies to determine performance and capacity gaps. establishing security (firewalls, intrusion detection), connectivity and access parameters and provide recommendations to optimize network infrastructure. test and tune security devices and systems. program routers and switches. implement communications technologies (data or voice). manage network services from planning phase through implementation. solid knowledge of routing protocols, network hardware and software, security technologies and network infrastructure is required. 5-10 years’ experience required. "
3782,f,"verto partners has been retained by one of our clients, a fast-growing, profitable, midwest-based packaged foods company, to assist in finding a highly capable, dynamic chief financial officer (cfo). the cfo will oversee all aspects of the clients accounting functions, while designing and coordinating a wide range of financial reporting. the cfo role is additionally accountable for strategic planning disciplines and active management of the client’s aggressive growth as a member of the executive management team. the cfo is a direct report to the president. the ideal candidate is currently a technical cfo or a very strong controller of a larger organization in the packaged foods industry."
16205,f,"qubit: cutting edge big data engineering qubit is looking for a designer to join our growing client services team in new york. we need a highly skilled designer to help turn our ideas and data driven hypotheses in to real life. you’ll have to be experienced working in the digital sector and be looking for a new challenge. as a key member of the team you will have a chance to work across a great mix of well known brands. we're looking for an efficient, self motivated individual with a great eye for detail, who is passionate about design and able to work in a fast turn-around environment. what you’ll be doing designing and producing all client branded digital collateral, from white papers to pitch decks, web work and beyond, you'll be integral to getting our message across in the most eye-catching ways possible. providing creative input and helping to develop creative solutions to our clients’ online problems educating our team of strategists on design and ux, so that they can learn the fundamentals "
240,f,"the customer service associate will be based in plano, tx. the right candidate will be an integral part of our talented team, supporting our continued growth. responsibilities: perform various mail center activities (sorting, metering, folding, inserting, delivery, pickup, etc.) lift heavy boxes, files or paper when needed maintain the highest levels of customer care while demonstrating a friendly and cooperative attitude demonstrate flexibility in satisfying customer demands in a high volume, production environment consistently adhere to business procedure guidelines adhere to all safety procedures take direction from supervisor or site manager maintain all logs and reporting documentation; attention to detail participate in cross-training and perform other duties as assigned (filing, outgoing shipments, etc) operating mailing, copy or scanning equipment shipping receiving handle time-sensitive material like confidential, urgent packages perform other tasks as assigned scanning incoming mail to recipients perform file purges and pulls create files and ship files provide backfill when needed enter information daily into spreadsheets identify charges and match them to billing sort and deliver mail, small packages serve as backup shuttle driver using a company-owned vehicle "
10697,f,"we currently have a vacancy for a coldfusion developer, fluent in english, to offer his/her services as an expert who will be based in brussels, belgium. the work will be carried out either in the company’s premises or on site at the customer premises. in the context of the first assignment, the successful candidate will be integrated into the development team of the company that will closely cooperate with a major client’s it team on site. your tasks: participation in requirements analysis and prototyping; data analysis, data modelling, database design, development and integration with other applications; technical documentation; design, implementation, maintenance of database layer, database components and database stored procedures; design, implementation, maintenance and integration of software components for web-based applications based in oracle, coldfusion, javascript and html. "
17111,f,title : tech lead embedded duration : full time location : mounds view-minnesota
8631,f,"(we have more than 1500+ job openings in our website and some of them are relevant to this job. feel free to search it in the website and apply directly. just click the “apply now” and you will redirect to our main website where you can search for the other jobs.) understanding, enforcing and complying with the company environmental policy. education: 2-year or 4-year degree required.required skills: food manufacturing experience is highly preferred. 3+ years of supervisory experience in a manufacturing environment; visit - "
4595,f,"we currently have a vacancy for a senior java/j2ee analyst developer fluent in english, to offer his/her services as an expert who will be based in brussels. the work will be carried out either in the company’s premises or on site at customer premises. in the context of the first assignment, the successful candidate will be integrated in the development team of the company that will closely cooperate with a major client’s it team on site. your tasks: analysis of the requirements and prototyping; writing and maintaining the applications, defining and integrating new components; integration of the application with existing and new applications; production of tests and technical documentation; participation in the application deployment and configuration; provision of trainings and assistance of the users and administrators; assessment of the products delivered by other teams to ensure their compliance with the requirements. "
471,f,"job overview apex is an environmental consulting firm that offers stable leadership and growth, views employees as valuable resources, and rewards success with competitive pay, bonuses, and ownership opportunities. we are seeking a self-motivated geologist to join our team in manassas, va and become an integral part of our continued success story. this position involves the performance of various environmental projects throughout northern virginia and surrounding areas and entails field sampling, data collection, and reporting writing for phase is, phase iis, remediation, and other environmental projects. client interaction, project management, and business development are also responsibilities of this position. qualifications position requirements include ba/bs in geology, hydrogeology, or other related field and 5 -10 years of experience with environmental field sampling, data collection, and report writing, preferably in the private sector. strong technical writing skills and verbal communication skills, the ability to successfully multi-task and work independently, safety awareness, and a good record and understanding of safe work practices are essential. some business development and project management experience are a plus. ms in related field is preferred. want to join a team of talented scientists, engineers, and managers? submit your resume for consideration today! about apex apex is a customer-focused company that delivers environmental, health, safety and engineering services to over 700 clients across the united states and abroad. driven by an entrepreneurial spirit and a dedication to providing responsive, cost-effective solutions, apex has grown rapidly since our founding in 1988. working in partnership with our public and private sector clients, our team of experts provides services tailored to support each customer’s unique goals and objectives. by blending strong technical skills, business acumen, and superior customer service, we are able to deliver creative solutions that deliver high quality results at low cost. from commercial and industrial firms to construction, petroleum, and utility companies to financial institutions and government clients, apex has extensive experience in a wide variety of industries. our corporate professional resume includes proven capabilities in the areas of water resources, remediation and restoration, assessment and compliance, and industrial hygiene, among others. ranked in the top 200 environmental firms by enr magazine, ranked among the top 500 design firms by enr magazine, awarded the 2011 national environmental excellence award for environmental stewardship by the national association of environmental professionals, and selected as a 2010 hot firm by the zweig letter, come join our award winning team. apex is an entrepreneurial firm, and ensuring that our senior managers are able to move unencumbered is our priority. we are a successful and growing mid-sized firm. we’re small enough that our employees still have access to our leadership, and it’s easy for high-performers to be recognized for their contributions and advance without bureaucracy. with over 30 office locations, we’re big enough to provide comprehensive environmental consulting and engineering services to our diverse client base and to provide resources to our employees to help in their professional development. we offer incentive bonus plans and ownership opportunities for our successful managers. apex companies, llc is an affirmative action/equal opportunity employer "
11873,f,"employment opportunity: part time cleaners in the chelsea and dexter areas as a growing company, we are looking for exceptional people who share our love for the customers we serve and the work we do! when you work for us, you'll enjoy flexible hours, a friendly atmosphere, and competitive pay. the ideal candidate is dedicated to providing outstanding customer service every day. great way to earn extra cash for summer or pay student loan debts, car payments, etc. duties include light cleaning, such as dusting, vacuuming, trash removal, restroom maintenance, mopping, etc. all work is done after 5:30pm, typically starting at 10-20 hours per week with the possibility of expansion. job location and specifics provided during the interview process."
17144,f,"credit karma inc. san francisco, ca banking - financial servicesexperience required:3-6 yearseducation required:bachelors degreejob description:we were founded in 2007 on the simple idea that credit scores should truly be free and available to all consumers. our aim is to educate our members about their credit and empower them to use it to their benefit by showing them that good credit leads to great financial opportunity. we provide millions of consumers’ financial peace of mind by tracking their credit and finances all in one place for free. since the site launched in 2008, we've provided free credit scores to millions of people and helped our members save millions of dollars. and the good news is that we're still going strong! our member base has grown by leaps and bounds in 2013, and we're always looking for talented and inquisitive minds to join us. if you want to be a part of a thriving team in the heart of san francisco, we'd love to hear from you!job responsibilities:credit karma is a funded financial service startup located in sunny downtown san francisco. we have millions of members and a 4.8 star android app with hundreds of thousands of downloads. now we're looking for a senior android engineer to help take our mobile app to the next level.you will get involved early in the product development cycle, working with a product manager to lay out features intelligently. you'll be in charge of all aspects of your project - you'll figure out how it should be architected, design the data schema, write the code, and make sure that loose ends are tied up. along the way, you'll coordinate with our qa team to make sure your feature is correctly tested."
