,fraudulent,company_profile
7473,t,nann
7932,f,nann
17453,f,"social media has the power to shape, educate and grow amazing organisations across the world. we're on a mission to make this a reality for everyone, from the street-side cake shop, through to global enterprises. experiment. we are born experimenters. everything we do revolves around testing, questioning and breaking away from the norm. everything from cracking the latest ad formats to changing the way we work. simplify. digital media is often confusing, complex and scary when it doesn't need to be. we relentlessly focus on bringing simplicity and practicality to our tools and advice. no wishy washy mindset stuff, just results. be good. we love nothing more than helping businesses discover an audience. even the best ideas are nothing unless they are heard. every month our team helps new startups and charities find their voice online. "
4261,f,"likno software is a software development company based in athens, greece. since the year 2000, likno software has provided the international community of web developers several desktop applications for their website design needs (allwebmenus, likno web modal windows builder, likno web scroller builder, etc.) and established itself as an expert in web technologiessuch as javascript, css, jquery, ajax, etc. mission statement we aim to offer innovative software and services that stand by the real meaning of user friendliness. staff technology likno software is using cutting-edge technology and is up-to-date with all recent evolutions and developments in software technology. our staff members carry a long experience in software development and e-business technologies, receive constant training and are always eager to apply their novel ideas to our products and services. location/contacts our address is: likno software 52 d. ralli str. maroussi 15124 athens greece for business enquiries you can contact our sales department at . for technical support enquiries please read here. join our team!interested in being part of a fast-growing, challenge-seeking, motivated and results-oriented team? check out all available job opportunities, send us your cv, and we will gladly consider you as a potential member of our team! what does ""likno"" stand for?""likno"" is an ancient greek word meaning ""cradle"". it signifies the fresh and innovative attitude we share about software development and technology."
3179,t,nann
6224,f,"pint is a leader in the web industry with 20 years of web design, software development and consulting experience. pint's principals are also the founders of two software companies - zingchart and port80 software. we not only build sites and applications for leading organizations in california, the u.s. and worldwide, but help move the industry forward with our books, instruction at universities, and conference participation. pint's culture from keyboard-bashing coders to creative, caffeine-driven web aficionados, at pint not a day goes by in which our employees aren't learning, teaching, and continually being technically and professionally challenged. the amount of experience and knowledge your co-workers share is often a crash course in advanced web development and software engineering principles. conference room walls tiled with post-it note mosaics of user interview questions and printed web dev decoupage throughout the office poise pint on the bleeding edge...exactly where we want to be. foodie focused friday mornings are often highly anticipated and enjoyed among the members of the weekly pint breakfast club."
16884,f,"we are a small but ambitious software-as-a-service startup in atlanta looking for talented individuals ready to tackle the challenge of creating impressive products, delighting customers, and building a company poised for long-term success."
5238,f,"lafayette habilitation center creates a unique balance between creating a caring home environment and providing professional services needed for individuals with intellectual and developmental disabilities. our facilities are designed to give residents the best of both worlds each day, every day. all residents are monitored by medical providers or care-givers who encourage and guide residents in activities which promote healthy social and relational interactions."
16345,f,"we provide full time permanent positions for many medium to large us companies. we are interested in finding/recruiting high quality candidates in it, engineering, manufacturing and other highly technical and non-technical jobs."
6447,f,"critical nurse staffing, inc. is enrolled with theu.s department of laborto provide nursing care to the former defense workers now receiving benefits through therecaandeeoicpprograms. we are proud to provide services to defense industry workers covered under the federal eeoicp and reca programs, as well as recipients of the federal black lung benefits program. we proudly provide care for the following patient groups: uranium miners, millers and transporters nuclear weapons plant employees or contractors former coal miners our service offers an integrated team of personal case managers, nurses, respiratory therapists and home aides. our services focus on addressing the full range of a clients needs, including a client’s medical condition, the client’s comfort, emotional well-being, independence, functionality as well as nutritional and psychosocial needs."
15,f,"jungle ventures is the leading singapore based, entrepreneur backed, venture capital firm, that funds and actively supports start-ups in scaling across asia pacific. we pride ourselves on leading investments with conviction. we invest in global start-ups that are solving problems relevant to asia pacific markets. we currently have investments in us, singapore, india, australia, thailand, malaysia, and the philippines. as one of the most active investors in the region we have made 27 investments to date, including travelmob which was acquired by homeaway last year. jungle are the only truly active investors in the region which means working with us doesn’t mean an investment and occasional board meeting. our team of venture partners, advisors and operating partners roll-up their sleeves and work side by side with you to solve the little problems and scale across countries."
12740,f,"depop is an exciting new mobile marketplace where you can sell things by simply taking a picture, as well as follow your friends and buy unique things. depop has already been received with great enthusiasm in our test regions and it is now beginning to expand into the global market, following funding from highly prestigious venture capitalists. this is an extremely exciting time to join a young, fast growing and very promising company based in the shoreditch area, backed by some of the most prestigious vc’s in the technology market."
9879,f,nann
17802,t,nann
12808,f,"eroad was established to modernise new zealand’s paper-based ruc regime and in 2009 launched the world’s first gps/cellular-based road charging system.our solution can be readily and rapidly scaled and deployed across entire jurisdictions because it requires no roadside architecture, and uses a saas-based web service. we’re now a world leader in our field and expanding rapidly as we enter new markets. joining eroad is a great career move. we look at potential when we’re hiring, and your ability to grow with the role. we employ only the best, and ensure that our staff have the skills, training and technology to do their best work. how you’ll fit in at eroad is important as well. we’re really proud of our company culture and finding people with the right attitude is just as essential as a great cv. working at eroad means learning frompeople who are experts in their field. it also means working hard – we have to, to be able to grow as fast as we need to! but we encourage a healthy work/life balance and our low staff turnover tells us we’ve probably got the balance right. we have staff from all over the globe – 25 countries at last count – and we may just have the highest rate of boat/surfboard/windsurfer ownership of any technology company, anywhere."
13019,f,"nlcollect is a full-service platform for sports clubs and other organizations handling invoicing, billing, reminding and payment of membership fees. we're based in the netherlands with offices in amsterdam and assen. seeurl_6c7b6ec8384b837d24f70aa8009eda484e998af3a209024c3e66d55b418f3360andurl_3cc0c63fedf5b8101f9a06d4d5a51faaf2f9703979dcf980bc2881e9a530ea30"
11759,t,"staffing recruiting done right for the oil energy industry! represented candidates are automatically granted the following perks: expert negotiations on your behalf, maximizing your compensation package and implimenting ongoing increases significant signing bonus by refined resources (in addition to any potential signing bonuses our client companies offer) 1 year access to anyperk: significant corporate discounts on cell phones, event tickets, house cleaning and everything inbetween. you'll save thousands on daily expenditures professional relocation services for out of town candidates * all candidates are encouraged to participate in our referral bonus program ranging anywhere from $500 - $1,000 for all successfully hired candidates... referred directly to the refined resources team please submit referrals via online referral form thank you and we look forward to working with you soon! [ click to enlarge image ]"
5570,f,"frustrated with the status quo? like to re-imagine whats possible? want to build awesome products? then do something about it! teknique is moving into a new phase of company growth - and we're looking for top notch people who want to be involved in something awesome! what we do we are a visionary business specializing in the design and development of miniaturized wireless video camera systems used in action sports, driver safety, and security. our award winning products are licensed to brand name clients worldwide. learn about usonlinkedin,twitter, andfacebookand keep up with latest video news and innovation.our vision is the future, and at teknique we create it - with sustainable, continually evolving, world-class products. innovation, insight and ideas are critical to our success; applicant’s will possess these attributes and have a strong desire to create what “the world hasn't seen yet”. our workplace we offer a creative team working environment in a modern office in auckland, new zealand, with bush views, free snacks and coffee machine, latest macbook pro's, office 3d printer, not to mentionlotsof miniature video cameras that you can play with, whether you're into snowboarding, motor racing, dirt bikes, or just want to strap a camera to your cat andfind out where he goes every day. "
5609,f,"medopad is the leading enterprisemobile health solution that delivers patient information and clinical applications straight into the palm of a doctor’s hand.the medopad mobile health operating system mhos™ enables near realtime access to patient information and more. as a result doctors can use the intuitive medopad mobile app to securely access patient records, lab results, vitals, radiology imagesand more. with its simple design, breakthrough technology and disruptive clinical applications, medopad has revolutionised the way healthcare professionals work. our team members are the brains behind some of the healthcare industry’s breakthroughs, including the revolutionary mobile health operating system mhos™ and world-class clinical applications like medical image viewer,admission app and more. founded in 2011, medopad has grown rapidly and now has team members across 4 international locations (uk, us, germany and uae). with our first major enterprise wide rollout on its way, we’re growing our team in preparation for international expansion. to learn about our company culture, please visit our fan page here: or watch our tv ads here: "
9730,f,"we design, build, sell, and servicethe most innovative operations management technology in the world. and we do it working together. we don’t believe in aiming low. we want ourtechnology to be the standard by which the restof the industry measures itself. that’s why wewant great people on our team – talented,enthusiastic people who thrive on innovation,imagination, collaboration, and fun. we’re allaboutpeople. we work very hard to sustain a culture thatempowers people and inspires them to dothe very best work they can. processes,schedules, goals, rewards – they allreflect the massive appreciation we havefor the people who make this company tick. sound like you? take a look at our currentopenings and let us know where you fit. "
788,f,nann
10748,f,smart search delivers executive search solutions tailored for global organizations committed to the greater thailand market. we commit to securing the “best-fit” executive talent to lead and manoeuvre global businesses in the constantly changing dynamics of south east asia.
4620,f,nann
6043,f,"controller chaos opened for business in early 2008 to fill a void we saw in the gaming world - quality modded controllers. our goal wasn’t just to provide gamers with quality controllers that were outfitted with all the latest technology, we wanted to provide gamers with the largest selection of modded controllers and back it with exceptional customer service.since then, we have grown almost as quickly as our customer base has. we have established ourselves as an industry leader and are accredited by the better business bureau as a registered corporation in the state of missouri."
11059,f,"novitex enterprise solutions, formerly pitney bowes management services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and improve customer satisfaction. for almost 30 years, clients have turned to us to integrate and optimize their enterprise-wide business processes to empower employees, increase productivity and maximize results. as a trusted partner, we continually focus on delivering secure, technology-enabled document and communications solutions that improve our clients' work processes, enhance their customer interactions and drive growth."
6332,f,"novitex enterprise solutions, formerly pitney bowes management services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and improve customer satisfaction. for almost 30 years, clients have turned to us to integrate and optimize their enterprise-wide business processes to empower employees, increase productivity and maximize results. as a trusted partner, we continually focus on delivering secure, technology-enabled document and communications solutions that improve our clients' work processes, enhance their customer interactions and drive growth."
12608,f,"infolob solutions is a leader in managed it services, enterprise application software, it staffing and consulting and application portfolio management. when we envisioned that the future it consulting company we wanted to blend service, and technology to deliver measurable business results for our customers. we founded the company in 2009, and our team is composed of highly qualified and devoted professionals, with diverse backgrounds, creating a powerful mix of high quality specialists dedicated to providing our customers with one of the best products in the industry."
17573,t,nann
7031,f,"dice gets fans the best tickets at face value with no booking fees. we're based in shoreditch, london and 100% mobile so we're driven to transform ticketing globally. we're fully funded by successful entrepreneurs from music, consumer and technology - all very well known. dice is currently only for londoners but expanding to other cities soon. it's an exciting time to join and if can't see a role here right now for you email email_f1ba6a31a1a8d33d113e24df320a8276792ed6ae6dd1dda3078b91d41c1164d3. you can download dice at "
9841,t,"and aptitude staffing solutions have partnered up in an effort to streamline the hiring process and provide a more efficient and effective recruitng model. our focus is to help develop and achieve your career goals while makeing a solid geographical, cultural and professional fiit when leveraging your career into your new and exciting professional venture! please direct all communications throughout this process to the hr department at aptitude staffing solutions email_0c020555b4dbc1c1e03d03c46cc181bcfde81bf5b20fea95d1bc7dc64c79814c darren lawson | vp of recruiting | email_f4da338e899ddba983ac771b001681d1d2d93b3327ddc420a15f4e5a310071a9| phone_90d33c9d7ec1484aebfe37b153d677decc6f5f53b316489ed24061544c04eb66 "
12718,f,nann
11037,t,nann
8302,f,crest financial is one of the leading privately held consumer financing companies in the united states. crest blends the use of innovative technology with a simple to use application process to drive revenue for thousands of retailers. retailers love our product and our people -- we are growing the business rapidly and we need more great people to join the team!
3923,f,"venture credit union cooperative society limited is a member-owned credit union based in trinidad and tobago. we are committed to good governance, improvement in the economic well-being of our members, and the transformation of the credit union movement, while fulfilling our responsibility to our various publics. our human resources are of strategic importance to us and we are invested in the development of our team members. we are looking for smart, focused professionals who share our vision and want to grow in a dynamic organisation."
4301,f,"we design, make and sell furniture, with a simple mission of getting beautifully crafted furniture from the workshop floor straight to customers at an exceptional price. founded in 2012, 40-strong and growing rapidly, 70% of our staff started as interns and we really believe in giving the right people great opportunities. we’re backed by some of the most reputable vcs in europe (index ventures and octopus investments) and hiring smart, hardworking people like there’s no tomorrow. get to know us: realhumansofswooneditions we don't work with recruiters."
17806,t,nann
15525,f,"we design, deploy, and maintain advanced technologiesthat enable our customers to achieve operational excellence at substantial opex savings.our core strengths include a concentration on networks, their security optimization with a laser focus on redefining the fulfillment experience. we are driven to add value at every step by providing access to inventory, streamlined credit, integration with your procurement organization and real time status information. these are all reflective of ourvalue-added philosophy. we have developed solutions for leaders from wall street to the web. what makes us different is our concentration and commitment to exclusive relationships with leading vendors."
11913,f,"visual bi is one of the leading and fastest growing firms focusing exclusively on bi analytics. our offerings cover end-to-end bi services, industry and domain-specific solutions, custom visualization controls (sap dashboards and sap design studio) and cloud-based analytics.headquartered in plano, texas, visual bi has won recognition from customers for driving high-touch engagements driven by our team of platinum-level experts, an agile delivery model and innovative solutions.highlights:* ranked by cioreview as one of the top 100 big data companies in the us* dedicated visual bi labs facility in san antonio, tx, to support rd and innovations* partnerships with established vendors such as sap, tibco spotfire, tableau and mongodb* a culture that encourages to look forward and think ahead mission:our goal is to become one of the leading firms worldwide in terms of brand recall excellence in the field of business intelligence analytics by driving bi adoption with our innovative analytical solutions and applications."
11460,f,"change automotive recruitment was established in 1993, with the aim of supplying quality, talented individuals into the automotive industry. over the years, change automotive recruitment has established a reputation for delivering best practice and a quality service within the retail, manufacturer and service sectors of the industry. clients-change change automotive recruitment regional offices are run by industry experts. they have an unparalleled experience of the industry, at all levels and disciplines, and a thorough knowledge of the clients and the people within it. all change automotive personnel are institute of the motor industry members. our regional partners are all fellows of the institute – f.i.m.i. – and have substantive hands on experience at all levels within the automotive industry over many years. partners all offer advice and mentoring services to all candidates and are able to, through careful and thorough analysis, suggest a “best way forward” in a candidates career aspirations, goals and objectives. clients can be assured that they will receive the very best of service whilst attracting new staff. this will enable them to ensure business critical advantage as their team is enhanced. specialties recruitment, search selection, automotove expertise, head hunters, dealership approved, changedirectory, permanent placement specialists, bodyshop, sales, service, management specialist recruiters, parts, aftercare market"
345,f,"we place highly qualified governors, governesses, nannies and private tutors into vip family homes across the world."
2698,f,"cookistois a trusted community marketplace connecting talented home cooks with hungry locals. what started as a master’s thesis has developed into a fast growing community of foodies. enjoying thousands of home-cooked meals each month, the cookistas know that good food is for sharing. we aim to be the biggest peer-to-peer marketplace for food; offering healthy, personalized homemade meals to the world. intrigued? check out our current job openings. "
2072,f,"we're a data and design focused startup based in new york city with a passionate and forward-thinking team. we enable people to do what they love better, through data. this means we are building a groundbreaking data product and need your help achieving our goals. we’re a different kind of company. every day we live out our core values of community, excellence, innovation, fulfillment, and transparency."
3367,t,nann
6654,f,"ladezign is a seo/sem firm located both in los angeles and phoenix, arizona."
17550,t,nann
261,f,nann
2989,f,"vend is looking for some awesome new talent to come join us. you'll be working in an awesome team doing awesome things, and generally being awesome. learn about us on ourblog, or meet the team ontwitter,facebook,linkedin awesome space our brand new auckland office space is located on nuffield street in newmarket, surrounded by our customers and the industry we love. it is huge, open, and shiny new with great meeting room spaces, casual working environments and plenty of space to host awesome events. we don't do cubicles, just plenty of space, whiteboards and meetings rooms. we also have a great cafe/retail space with our very own front of house manager taking care of our visitors and fellow venders. like auckland our melbourne office is surrounded by retail. it's a great wee space equipped with tiny houses and some awesome cardboard cutout animals. our toronto office is located right in the heart of downtown retail district. like melbourne and auckland there's a great vibe with great coffee, boutique stores and some of the greatest restaurants in the city. our soma office in san francisco is located in the middle of the sf tech scene, just a (biz) stone's throw from twitter. the environment we want you to be at the top of your game. you can wear whatever clothing you like, start work late in the morning, take breaks whenever you want and generally work the way you want to work. who we're looking for vend is looking for people to push the boundaries. we are a hard working professional team with a wicked sense of humour, and we are looking for people who thrive in a collaborative open environment. we want passionate, hard working, talented individuals that want to lead in their field."
10460,f,"at mclane intel, we believe that everyone should love where they work!we understand that our ongoing success is attributed to our remarkable staff. we are a company that promotes career growth, ongoing learning, and professional development for all of our employees. we have a wide range of positions throughout the company and accept and support a broad array of applicants—from recent graduates to seasoned professionals. if you are willing to follow our company values, enjoy learning new skills, and plan to succeed in your career—we want you to apply. here are a few things we offer thatothers often don’t: autonomy–we offer a management team that treats their employees with respect and values their input, along with a team of skilled technicians that put their teammates above themselves. mastery growth–we promote from within and work each one of our technicians to help them get certifications and rise in the tiers experience. purpose–we have a mission and a culture that every employee is strongly invested in working towards because we hand-picked people that love what they do. it’s the difference between people in a row boat rowing as they see fit, and people rowing the same direction. benefits–our benefits are some of the best around. we have awesome health insurance and a great pto policy. we have an awesome teammate bonus, where employees nominate other employees weekly. each full-time employee has a monthly personal and team bonus with specific targets for performance, soyou always know how you’re doing. a bit more about what we do: mclane intelligent solutions (mis) is fast-growing and dynamic managed services provider located in bell county in central texas. we provide a broad range of outsourced it including design, installation, support, maintenance and consulting services to the smb market. we have a rising need for smart, talented, hard-working, and capable team members who love challenges, want to know they are making a difference every day, and want to join a fast-paced, demanding and fun team of professionals."
6483,f,"now: pensions is a uk based multi-employer trust serving thousands of employers and hundreds of thousands of employees from a wide range of sectors. a subsidiary of one of europe’s largest pension funds, danish pension scheme atp, now: pensions offers a simple and cost effective workplace pension solution direct to employers and via advisers and the payroll sector. to help employers meet their auto enrolment duties, now: pensions offers an online sign up tool which allows employers to have an auto enrolment compliant pension scheme set up within 24 hours. each employer has their own interactive microsite where they can upload their regular files and receive reports. in april 2013, now: pensions became the first master trust to attain the napf’s new pqm ready standard. the benchmark shows employers that now: pensions is a well governed pension scheme with low charges and good member communications. "
17820,t,nann
17815,t,nann
17687,t,nann
13711,f,"we design, deploy, and maintain advanced technologiesthat enable our customers to achieve operational excellence at substantial opex savings.our core strengths include a concentration on networks, their security optimization with a laser focus on redefining the fulfillment experience. we are driven to add value at every step by providing access to inventory, streamlined credit, integration with your procurement organization and real time status information. these are all reflective of ourvalue-added philosophy. we have developed solutions for leaders from wall street to the web. what makes us different is our concentration and commitment to exclusive relationships with leading vendors."
16119,f,"is a young, growing e-commerce company with our eyes on the future. ever since our launch in 2005, we've been growing year after year. homegrown in athens, ga, uberprints runs its customer service and production operations just behind downtown. we're now looking to expand our reach by opening an atlanta office to house our business development, it, and creative teams."
8357,f,"we are not your average monday mail recruiters. we are here to align stars and connect dots, not just match titles with positions salary demands with salary offerings. our approach is simple; we read between the lines to see you. both of you. employer and employee. you them is the most personal, innovative and open-minded professional recruiting can be. or should be. our network is a community of people with the same mentality; that work is a part of our lives and not the other way around. a creative community of great minds who seek minds that think alike. you them is us. real people. nice to meet you."
7778,f,"ready to let your star shine? discover the career you’ve been dreaming about at avastars where… the star inside is you! at avastars, we’re dedicated to making dreams come true and creating entertainment retail that is highly personalized and aspirational. we’re currently looking for “a” players to capitalize on this once in a lifetime opportunity. our senior leadership team is known for the success of mattel, pokemon, build-a-bear workshop, leapfrog and waterbabies. join us by getting in on the “ground floor” in the development and implementation of the “next big thing” destined to change the face of retail and the way children play. avastars is an equal opportunity employer committed to providing a diverse environment. "
6105,f,nann
12952,f,"based in hoxton, london, forward partners are a “startup catalyst”, combining investment with practical hands-on expertise and insight. we're investors in very early stage ecommerce companies. our team have the experience to enable entrepreneurs to succeed. we do more than advise and mentor. we help the best entrepreneurs quickly find a great product-market fit with our expertise in customer discovery, coding, design, customer acquisition, testing and analysis as well as offering office space. companies invested in include: hailo, zopa, wool and the gang, thread, big health, stylect, makers academy, blik book, driftrock, top10, snaptrip, loyalty bay and appear here"
2990,f,"the story of the great chicago fire of 1871 isn’t really about the fire. it’s about what happened next: a remarkable moment when the most brilliant engineers, architects and inventors came together to build a new city. their innovations – born of passion and practical ingenuity – shaped not just chicago, but the modern world. what started 140 years ago continues to this day. chicago’s brightest digital designers, engineers and entrepreneurs are shaping new technologies, disrupting old business models, and resetting the boundaries of what’s possible. if that sounds like you, join us. come to a place where you can share ideas, make mistakes, work hard, build your business and, with a little luck, change the world. welcome to 1871. from photo-editing apps to interactive healthcare programs, 1871 has a member company that fits your interests and expertise! whether you’re a designer, a marketing expert, or software developer, we have a startup looking for you. each company is looking for a way to innovate their industry and is looking to do so in creative and original ways. we are looking to match you with one of our amazing member companies based on the information you provide to us and their current needs. if you believe that you have the skills and vision to help digital startups get their start, 1871 is the right place for you!"
7457,f,"ixonos is a global design + technology consultancy based out of finland; with design studios in london, helsinki, košice, and san francisco, we work with retail, media, and oem companies to design user experiences of interactive products and services. we…dream, design, deliver our design philosophy is firmly based on the technical expertise we have gained since our start in 1994 as an it company and it has strengthened during the years with a global network of top designers. we are forging a new breed of design studios where design meets technology in an unprecedented way. you’ll be working with a small team of designers that value creative freedom and exploration."
1150,f,nann
13166,f,"vayu builds affordable unmanned aerial vehicles (uavs) for healthcare supply chain management and post-disaster aid delivery. currently, healthcare providers and disaster relief responders depend on costly, slow, and unreliable transportation by motorcycles, cars, and trucks to serve remote communities. one billion people live all or part of the year without access to all-weather roads.vayu's uavs will provide affordable, fast, and reliable delivery of vital goods to these isolated areas, both on a regular basis and in times of crisis. our offices are in ann arbor, michigan, usa and new delhi, india."
14692,f,"evh is a fashion, lifestyle, design and luxury communications, digital, events and sales agency. with integrity and intelligence, we work as an extension of our clients to build and secure their presence in the marketplace. based in sydney but with an international reach, evh is known for positioning, pioneering and protecting brands through a considered, strategic approach to sales and communications process. as brand guardians, we work closely alongside our diverse range of clients to create specialised campaigns that meet their individual short and long term brand and business goals. our deep understanding and influence in the australian market within the context of the global industry sets us apart from other communications businesses. this intrinsic knowledge combined with years of experience has cemented us as the go-to agency for both emerging and larger global brands. our clients are selected for their integrity and attributes in innovation, design and business. the evh network is unrivalled and extends beyond fashion, hospitality and the retail environment into the worlds of design, culture, art and entertainment. we offer an in-house specialist and personable approach to each client with whom we engage."
14358,f,"to successfully deliver commercial strategy, the right people with the right capability are mandatory. sagacity search provides a thoughtful, cost effective, rigorous approach to finding, attracting and selecting the talent you need to drivesales optimisation.developed from a client perspective, we promise you will find our approach different, more targeted, more extensive and more successful."
1993,t,"aker solutions is a global provider of products, systems and services to the oil and gas industry. our engineering, design and technology bring discoveries into production and maximize recovery from each petroleum field. we employ approximately 28,000 people in about 30 countries. go to for more information on our business, people and values."
8355,f,"based in hoxton, london, forward partners are a “startup catalyst”, combining investment with practical hands-on expertise and insight. we're investors in very early stage ecommerce companies. our team have the experience to enable entrepreneurs to succeed. we do more than advise and mentor. we help the best entrepreneurs quickly find a great product-market fit with our expertise in customer discovery, coding, design, customer acquisition, testing and analysis as well as offering office space. companies invested in include: hailo, zopa, wool and the gang, thread, big health, stylect, makers academy, blik book, driftrock, top10, snaptrip, loyalty bay and appear here"
15584,f,"forward3d is the largest independent digital marketing agency in britain. we run cutting edge digital marketing campaigns across paid search, natural search, display and social by using industry-leading linguistics and technology.our localisation and origination service, locaria, allows us to scale our clients' campaigns and content internationally. we cover an unequalled range of languages and have experience of running marketing campaigns in over 40 markets to date. our in-house team of linguists localise content, keywords and copy to support the expansion of our clients’ businesses on a global scale.we started life in 2005 as “traffic broker”, an affiliate risking our own money. in the last nine years we have grown to over 200 in-house analysts, serving some of the world’s biggest brands and achieving ten million clicks per day, across 60 markets and in 45 languages.“innovate every day” is our mantra, combined with an affinity for data and insightful analysis. we’ve stayed ahead of the curve by providing industry-leading apps and tech infrastructure to support our analysts.forward3d is part of the forward internet group - a fast-growing business with a portfolio of innovative brands that employs over 200 people in our camden, new york, shanghai and seoul offices. as well as doubling revenues year on year for the last four years, we’ve picked up several accolades including the sunday times tech track 100, deloitte technology fast 50 and national business awards."
1857,t,"aker solutions is a global provider of products, systems and services to the oil and gas industry. our engineering, design and technology bring discoveries into production and maximize recovery from each petroleum field. we employ approximately 28,000 people in about 30 countries. go to for more information on our business, people and values."
532,f,"lhbs is an unconventional strategy firm with office in berlin, copenhagen and vienna. we approach marketing and innovation challenges from an unconventional point of view: not for the sake of being different but for the sake of delivering better opportunities, strategies and ideas for our clients. we have no departments. we mobilize the right teams at the right time for the right job. our teams work in continuous collaboration from the beginning to the end. challenging our assumptions and ourselves, pushing ourselves further to look beyond cookie cutter solutions. to deliver outcomes that genuinely surprise and excite our clients. we are a diverse group from many ethnic backgrounds, education and experience. we take on each project with enthusiasm, excitement and an uncompromising commitment to total quality. explore our services and how we generate value for clients."
541,f,"our history founded in 1929 by earl bertrand bradley, the company began selling products for knape and vogt co. of grand rapids, michigan. with the opening of the los angeles branch in 1929, the company became a wholesale distributor specializing in store fixture and specialty hardware such as drawer slides, hinges, brackets and standards. in 1943 branch offices were opened in san francisco followed by seattle in 1956. the company’s market position and business began to grow during the late 1950′s and 1960′s after adding wilsonart’s high-pressure laminate line to its product mix. during the 1970′s under the leadership of e.b. bradley’s son robert e. bradley, sr., two new branches were opened; san diego in 1972 and portland in 1976. significant product additions were the blum line of european hinges and drawer slides and accuride precision ball bearing drawer slides. a greater emphasis as a supplier to the cabinet and furniture industries was taking hold. since the opening of the anaheim branch in 1995, the company has been consistently growing.in 1998 the company entered the cold press lamination business by opening 3 locations of its west coast laminating subsidiary in the los angeles, san francisco and pacific northwest marketplaces. our ownership up until january 4, 2009, the company operated as a 100% family owned business. on january 5, 2009, industrial opportunity partners (“iop”), a private equity firm based in evanston, il. partnered with robert bradley, jr. in aquiring the stock of e.b. bradley co. and its subsidiaries from its current shareholders."
15265,f,"lost my name combines the power of storytelling with the possibilities of technology to make magical, personalised books and experiences for children. our team of 15 (and growing) works out of a beautiful studio in hackney, london. our flagship title has sold tens of thousands of copies worldwide, and we're now working on our next generation of stories."
6412,t,nann
4782,f,nann
17758,t,nann
12455,f,"we provide full time permanent positions for many medium to large us companies. we are interested in finding/recruiting high quality candidates in it, engineering, manufacturing and other highly technical and non-technical jobs."
1822,t,"aker solutions is a global provider of products, systems and services to the oil and gas industry. our engineering, design and technology bring discoveries into production and maximize recovery from each petroleum field. we employ approximately 28,000 people in about 30 countries. go to for more information on our business, people and values."
3269,t,"process unlimited and refined resources have partnered up in an effort to streamline the hiring process and provide a more efficient and effective recruitng model. our focus is to help develop and achieve your career goals while makeing a solid geographical, cultural and professional fiit when leveraging your career into your new and exciting professional venture! please direct all communications to the hr department within refined resources ( ). email_0b13a2cfd4718ce252c09b2353d692a73bd32552e922c5db6cad5fb7e9a2c6c3 darren lawson | vp of recruiting |email_395225df8eed70288fc67310349d63d49d5f2ca6bc14dbb5dcbf9296069ad88c| phone_70128aad0c118273b0c2198a08d528591b932924e165b6a8d1272a6f9e2763d1 "
13235,f,"about the companywe are ticketscript - the european market leaders in digital self-ticketing. whether it’s massive dance events, festivals, gigs, outdoor cinemas, fairs, theater shows, exhibitions, comedy nights, or award ceremonies - we do them all! we believe in empowering our customers. their success is our success. so far over 50,000 events have worked with us - and this is only the beginning. we have offices in london, amsterdam, antwerp, berlin and barcelona and are rapidly expanding across europe."
11549,t,"aptitude staffing solutions has redesigned the recruiting wheel. our innovative new platform cuts the recruiting time in half, yields scientifically-proven results and clients and candidates enjoy a pleasant experience through advanced, simple to use technology and a tenured, industry-experienced recruiting team. join us in a fresh new experience of leveraging your career...the way it should be! all represented candidates enjoy the following perks: expert negotiations, maximizing total compensation package signing bonus by aptitude staffing in addition to client signing bonus (if applicable) 1 year access to anyperk relocation services for out of town candidates continued education in your area of profession, seminars, workshops and other skill development events contract employees receive quarterly bonuses for the duration of their project direct-hire employees receive double bonues ($2,000) per referred/recruited candidate into their newly appointed company all candidates are encouraged to participate in ourreferral bonus program earn$500 - $1,000per hired referral "
4700,f,"point nine capital is a berlin-based venture capital firm focused exclusively on early-stage internet investments in areas like saas, marketplaces and mobile. the fund and its managers, pawel chudzinski and christoph janz, have backed a number of highly successful internet companies such as delivery hero, clio, shiftplanning, vend, westwing and zendesk from their earliest stages. if you are interested in one particular portfolio company, it is best if you check out their respective job pages or our portfolio job section. if you are just browsing, this is the right place as all our portfolio companies will have access to your application. please choose what you are looking to do below and you will hear back if there is a fit."
7089,f,"middle east recruitment is a specialized recruitment and consulting agency. established since 1997 founded by professionals that understand the need for exceptional people in the corporate world, with headquarters in london. middle east recruitment has become successful in providing the best talent and consulting services to an array of industry sectors."
2792,f,"the selectus group is a customer focused organisation committed to providing high quality services to employees throughout australia. with a strong history in the australian financial services industry, we manage salary packaging across a range of industry sectors, including government, health care, education, charities and private enterprise. with a recognised, trusted and respected brand, we make a difference to employees who salary package or lease a car. our people are fundamental to our success and we encourage a supportive environment based around personal and professional learning and development."
